Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 5. 30. 15:20, 원준오빠 : 와우 어디임?
2018. 5. 30. 15:20, 원준오빠 : 낮맥주 부럽다
2018. 5. 30. 15:24, 정우 : 샵검색: #신촌 김도사불백
2018. 5. 30. 15:29, 양우성 : 개맛잇다
2018. 5. 30. 15:55, (알 수 없음) : 저기맛잇다
2018. 5. 30. 15:55, (알 수 없음) : 맥주저운맛
2018. 5. 30. 16:14, 양우성 : 사진
2018. 5. 30. 16:14, 양우성 : ㅎㅎ
2018. 5. 30. 16:14, 이석준 : 사진
2018. 5. 30. 16:14, 이석준 : 사진 잘찍고싶다
2018. 5. 30. 16:15, 양우성 : 오오오오
2018. 5. 30. 16:15, 양우성 : 어떤요리야
2018. 5. 30. 16:15, 경민 : 깍두기같이생겻는데
2018. 5. 30. 16:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:15, 이석준 : 삼치버섯조림
2018. 5. 30. 16:15, 이석준 : ㅜ
2018. 5. 30. 16:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:42, 경민 : 오늘일개많이했따
2018. 5. 30. 16:42, 원준오빠 : 을밀대 맛이 돌아온거같다
2018. 5. 30. 16:42, 원준오빠 : 후우
2018. 5. 30. 16:42, 경민 : 오우
2018. 5. 30. 16:42, 경민 : 줄섬?
2018. 5. 30. 16:42, 원준오빠 : 노놉
2018. 5. 30. 16:42, 원준오빠 : 바로 앉음!
2018. 5. 30. 16:42, 경민 : ㅠ지난주에먹고싶어서갓는데
2018. 5. 30. 16:42, 경민 : 줄길닥
2018. 5. 30. 16:42, 경민 : ㅗ
2018. 5. 30. 16:42, 경민 : 이석준이랑
2018. 5. 30. 16:42, 경민 : 부경보가
2018. 5. 30. 16:42, 경민 : 먹지말재소
2018. 5. 30. 16:42, 경민 : 못먹음
2018. 5. 30. 16:42, 경민 : ㅠ
2018. 5. 30. 16:42, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:43, 원준오빠 : 4시 넘으면 줄 짧오
2018. 5. 30. 16:43, 원준오빠 : 4시반 넘으면 줄 없
2018. 5. 30. 16:43, 이석준 : 을밀대 맛이 변했었음???
2018. 5. 30. 16:44, 원준오빠 : 간이 살짝 진해졌었잖아
2018. 5. 30. 16:44, 이석준 : 그...그래....? 냉면은 잘모르겠다... 돈까스면 판별가능한대....
2018. 5. 30. 16:45, 양우성 : 을밀대존맛
2018. 5. 30. 16:47, 원준오빠 : 그..그래..
2018. 5. 30. 16:47, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:47, 경민 : 을박사신원준
2018. 5. 30. 16:48, 이석준 : ㄴㄴ
2018. 5. 30. 16:48, 이석준 : 냉면박사임
2018. 5. 30. 16:49, 경민 : 아하
2018. 5. 30. 16:49, 원준오빠 : 아닌뎅
2018. 5. 30. 16:49, 경민 : 을밀대전문감별사인줄알았는데
2018. 5. 30. 16:49, 원준오빠 : ㅎㄷㄷ
2018. 5. 30. 16:51, 경민 : 사진
2018. 5. 30. 16:51, 경민 : 사진
2018. 5. 30. 16:52, (알 수 없음) : 왜
2018. 5. 30. 16:52, (알 수 없음) : 사주게?
2018. 5. 30. 16:52, (알 수 없음) : 고맙다
2018. 5. 30. 16:52, 경민 : 사진
2018. 5. 30. 16:52, (알 수 없음) : 근데 여자향이겠지
2018. 5. 30. 16:52, 경민 : ㅋㅋㅋㅋㅋ
2018. 5. 30. 16:52, 경민 : 아니
2018. 5. 30. 16:52, (알 수 없음) : 조말론 ㄱ
2018. 5. 30. 16:52, 경민 : 응생일선물인데
2018. 5. 30. 16:52, 이석준 : 양심 무엇
2018. 5. 30. 16:52, 경민 : 3개중에머하지
2018. 5. 30. 16:52, 원준오빠 : 냄새 궁금허다
2018. 5. 30. 16:53, 경민 : ㅋㅋㅋㅋ
2018. 5. 30. 16:53, 경민 : 샤넬은
2018. 5. 30. 16:54, 경민 : 샤넬 no.5 leau
조말론 잉글리쉬페어앤프리지아
조르지오 아르마니 발레리나 A블러쉬 …
2018. 5. 30. 16:54, 경민 : 시간나면맡아보시게나
2018. 5. 30. 16:57, 정우 : 제일싼거ㄱ
2018. 5. 30. 16:57, 경민 : 제일싼거 ㄱ?
2018. 5. 30. 16:57, 경민 : 젤싼거 49000
2018. 5. 30. 16:57, 정우 : ㄱㄱ
2018. 5. 30. 16:57, 정우 : 적당하다
2018. 5. 30. 16:57, 경민 : 구러냐
2018. 5. 30. 16:57, 경민 : 오케이
2018. 5. 30. 16:58, 정우 : 물론나한텐 과하다
2018. 5. 30. 16:58, 경민 : ㄱㅅ
2018. 5. 30. 16:58, 정우 : ㄱㄱ
2018. 5. 30. 16:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:58, 경민 : 존나
2018. 5. 30. 16:58, 경민 : 고민이엇어사실
2018. 5. 30. 16:58, 경민 : 향수는10마넌이거든
2018. 5. 30. 16:58, 경민 : 근데뭔가
2018. 5. 30. 16:58, 경민 : 부담스러울까싶기도하고
2018. 5. 30. 16:58, 경민 : 향맘에안들까바...
2018. 5. 30. 16:58, 경민 : 쩝접
2018. 5. 30. 16:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:58, 정우 : 맞아
2018. 5. 30. 16:58, 정우 : 무난한거 주는게짱임
2018. 5. 30. 16:58, 경민 : 아르마니는신상임
2018. 5. 30. 16:58, 경민 : ^^!!
2018. 5. 30. 16:59, 이석준 : 근데 님들 메이플할거임?
2018. 5. 30. 16:59, 경민 : 하면함
2018. 5. 30. 16:59, 양우성 : 선물비싼거해주네
2018. 5. 30. 16:59, 양우성 : 우리끼리
2018. 5. 30. 16:59, 양우성 : 같은서버
2018. 5. 30. 16:59, 양우성 : 캐릭터만드냐
2018. 5. 30. 16:59, 이석준 : 9벌레1
2018. 5. 30. 16:59, 이석준 : 9벌레2
2018. 5. 30. 16:59, 이석준 : 길드명 9벌레
2018. 5. 30. 16:59, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 16:59, 양우성 : 미춋닼ㅋㅋㅋㅋㅋ
2018. 5. 30. 16:59, 양우성 : 개기대되네
2018. 5. 30. 17:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:00, 이석준 : 맨처음에 하자고한사람 누구였지
2018. 5. 30. 17:00, 경민 : 내가그거 오케스트라
2018. 5. 30. 17:00, 경민 : 올렷더니
2018. 5. 30. 17:00, 경민 : 누가하자그랫지
2018. 5. 30. 17:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:00, 정우 : 아근데
2018. 5. 30. 17:00, 정우 : 할꺼면
2018. 5. 30. 17:00, 이석준 : 사진
2018. 5. 30. 17:00, 이석준 : 찾음
2018. 5. 30. 17:00, 정우 : 기말만끝나고하면안댐?
2018. 5. 30. 17:01, 정우 : 나 기말전에 시작했다가
2018. 5. 30. 17:01, 정우 : 인생조질듯ㄹㅇ
2018. 5. 30. 17:01, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:01, 양우성 : 조지즈아
2018. 5. 30. 17:01, 정우 : 오랜만에 하니까 존잼이네!
2018. 5. 30. 17:01, 정우 : 이러면서
2018. 5. 30. 17:01, 정우 : 계속할듯ㅅㅂ
2018. 5. 30. 17:01, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:01, 양우성 : 기말끝나고시작하면
2018. 5. 30. 17:01, 양우성 : 레벨경쟁시작하냐
2018. 5. 30. 17:01, 경민 : 그러면
2018. 5. 30. 17:01, 경민 : 늦지
2018. 5. 30. 17:01, 경민 : 난오늘시작할건데
2018. 5. 30. 17:01, 경민 : ㅎ;
2018. 5. 30. 17:01, 경민 : 내일반찬데
2018. 5. 30. 17:01, 정우 : 늦냐.......
2018. 5. 30. 17:01, 경민 : 메이플한다;
2018. 5. 30. 17:01, 양우성 : 김경민그러면
2018. 5. 30. 17:01, 정우 : 마 그럼 열심히키워놓고
2018. 5. 30. 17:01, 정우 : 버스태워주라
2018. 5. 30. 17:01, 양우성 : 혼자레벨개높겠네
2018. 5. 30. 17:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:02, 경민 : 아니근데
2018. 5. 30. 17:02, 경민 : 그거알지
2018. 5. 30. 17:02, 경민 : 혼자서하면
2018. 5. 30. 17:02, 경민 : 노잼이고
2018. 5. 30. 17:02, 경민 : 다같이
2018. 5. 30. 17:02, 경민 : 달팽이뺏어가면서
2018. 5. 30. 17:02, 경민 : 해야재밋는거
2018. 5. 30. 17:02, 정우 : 2주면 만렙찍는다며 근데
2018. 5. 30. 17:02, 정우 : ㅇㅈ
2018. 5. 30. 17:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:02, 양우성 : 다같이사냥터돌자
2018. 5. 30. 17:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:02, 경민 : ㅇㅋ
2018. 5. 30. 17:02, 이석준 : 만렙은 힘들걸
2018. 5. 30. 17:02, (알 수 없음) : ㅠ,,
2018. 5. 30. 17:02, 정우 : 그니까그럼
2018. 5. 30. 17:02, (알 수 없음) : ㅅㅂ
2018. 5. 30. 17:02, 정우 : 기말까지먼
2018. 5. 30. 17:02, (알 수 없음) : 하고싶당
2018. 5. 30. 17:02, 정우 : 제발
2018. 5. 30. 17:02, (알 수 없음) : 글배
2018. 5. 30. 17:02, 이석준 : 120까진 쉽던데
2018. 5. 30. 17:02, 양우성 : 님들님들
2018. 5. 30. 17:02, (알 수 없음) : 방학떄하자
2018. 5. 30. 17:02, 정우 : 나인생조진다ㄹㅇ
2018. 5. 30. 17:02, 양우성 : 님들
2018. 5. 30. 17:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:02, 양우성 : 우리 직업 다다르게
2018. 5. 30. 17:02, 양우성 : 하자
2018. 5. 30. 17:02, 경민 : 난방학이없는데
2018. 5. 30. 17:02, 경민 : 요새뭐가좋지
2018. 5. 30. 17:03, 양우성 : 각자 하고싶은 직업
2018. 5. 30. 17:03, 이석준 : 그냥 직업 쭉 나열해놓고
2018. 5. 30. 17:03, 이석준 : 랜덤
2018. 5. 30. 17:03, 양우성 : 옼히
2018. 5. 30. 17:03, 정우 : 사다리
2018. 5. 30. 17:03, 양우성 : 다다른직업으로
2018. 5. 30. 17:03, 경민 : https://blog.naver.com/dfg103/221283457264
2018. 5. 30. 17:03, 양우성 : 가즈아
2018. 5. 30. 17:03, 경민 : 사다리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:03, 정우 : 우리
2018. 5. 30. 17:03, 정우 : 직업순위
2018. 5. 30. 17:03, 정우 : 역순으로 뽑자
2018. 5. 30. 17:03, 양우성 : 1부터9순위
2018. 5. 30. 17:03, 정우 : 후진것만
2018. 5. 30. 17:03, 정우 : 좋은거해서뭐하냐
2018. 5. 30. 17:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:03, 양우성 : 좋은거해야
2018. 5. 30. 17:03, 양우성 : 좀재밋지안냐
2018. 5. 30. 17:03, 정우 : ㄴㄴㄴ
2018. 5. 30. 17:04, 경민 : 키우기개힘든거아니냐?
2018. 5. 30. 17:04, 정우 : 후진거해놓고
2018. 5. 30. 17:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ여교ㅣ
2018. 5. 30. 17:04, 경민 : 너가그래서
2018. 5. 30. 17:04, 경민 : 3차
2018. 5. 30. 17:04, 정우 : 상대방이 괴로워하는거보는게
2018. 5. 30. 17:04, 경민 : 못햇나보다
2018. 5. 30. 17:04, 경민 : ;
2018. 5. 30. 17:04, 정우 : 개꿀잼
2018. 5. 30. 17:04, 원준오빠 : 역시 벌레숙주
2018. 5. 30. 17:04, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:04, 정우 : 나보다 님들 괴로운게
2018. 5. 30. 17:04, 원준오빠 : 메이플숙주로 거듭났네
2018. 5. 30. 17:04, 정우 : 더재밌디!
2018. 5. 30. 17:04, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:04, 경민 : 남들  = 8벌레 아님?
2018. 5. 30. 17:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:05, 이석준 : 벌레
2018. 5. 30. 17:05, 정우 : 아 이거봐
2018. 5. 30. 17:05, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:05, 정우 : 생각만해도재밌잖아
2018. 5. 30. 17:05, 정우 : 하면큰일난다고ㅠ
2018. 5. 30. 17:05, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:05, 이석준 : 하위직업
2018. 5. 30. 17:05, 양우성 : ㅋㅋㅋㅋ큰일이여
2018. 5. 30. 17:05, 정우 : 하위직업 가즈아
2018. 5. 30. 17:05, 정우 : 건슬링거 이딴거나온다
2018. 5. 30. 17:05, 정우 : 힘법사
2018. 5. 30. 17:05, 정우 : 건슬링거
2018. 5. 30. 17:05, 양우성 : 아 그냥
2018. 5. 30. 17:05, 양우성 : 추첨돌려서
2018. 5. 30. 17:05, 양우성 : 직업선택순서대로
2018. 5. 30. 17:05, 경민 : 힘법사 ㅁㅊ
2018. 5. 30. 17:06, 양우성 : 힘법ㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:06, 경민 : 아니그러면
2018. 5. 30. 17:06, 경민 : 처음에
2018. 5. 30. 17:06, 경민 : 주사위굴리는거
2018. 5. 30. 17:06, 경민 : 44안맞추나
2018. 5. 30. 17:06, 경민 : 요새그거업나
2018. 5. 30. 17:06, 경민 : 존나오지게돌렷는데주사위새키
2018. 5. 30. 17:06, 이석준 : 주사위
2018. 5. 30. 17:06, 이석준 : ㅇㅏㄴ돌림
2018. 5. 30. 17:06, 이석준 : 자동으로 44
2018. 5. 30. 17:06, 경민 : 헐
2018. 5. 30. 17:06, 경민 : ㅁㅊ
2018. 5. 30. 17:06, 경민 : 개꿀잼컨텐츠를없앳네
2018. 5. 30. 17:06, 경민 : 밤새도록돌려야대는데
2018. 5. 30. 17:08, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:08, 이석준 : ㅅㅂ 절대안해
2018. 5. 30. 17:10, (알 수 없음) : ㅅㅂ
2018. 5. 30. 17:10, (알 수 없음) : 힘법사
2018. 5. 30. 17:10, (알 수 없음) : 존나웃기네
2018. 5. 30. 17:10, (알 수 없음) : 도랐나
2018. 5. 30. 17:11, 이석준 : 사진
2018. 5. 30. 17:12, 이석준 : 됐다
2018. 5. 30. 17:12, 이석준 : 밑에서부터하면된다
2018. 5. 30. 17:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:12, 경민 : 아크 0.05%ㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:12, 경민 : 근데 다 존나 골고루 분포되어잇네
2018. 5. 30. 17:14, 원준오빠 : 썬콜 여전하네ㄷㄷ
2018. 5. 30. 17:14, 정우 : 썬콜쩐다
2018. 5. 30. 17:14, 이석준 : 그래도 비숍은 필요하니까
2018. 5. 30. 17:14, 이석준 : 랜덤중에 비숍은 하나 넣어주자
2018. 5. 30. 17:15, 원준오빠 : 비숍이 힐러?
2018. 5. 30. 17:15, 이석준 : ㅇㅇ
2018. 5. 30. 17:15, 원준오빠 : 메이플 한다그러면 한길이가 메창이라고 질색팔색할텐데 재밌겠당
2018. 5. 30. 17:15, 이석준 : 클레릭 프리스트 비숍
2018. 5. 30. 17:15, 이석준 : 이었나
2018. 5. 30. 17:15, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:15, 원준오빠 : 대성이는 이미 하고있는데
2018. 5. 30. 17:15, 원준오빠 : 대성이 하는 써버로 가자
2018. 5. 30. 17:15, 원준오빠 : 대성이는 내 과후배 한길이 동기
2018. 5. 30. 17:16, 이석준 : 이서버 저서버 키워놓은게많아서
2018. 5. 30. 17:16, 이석준 : 어디로 가든 딱히
2018. 5. 30. 17:16, 이석준 : 상관없을듯
2018. 5. 30. 17:18, 경민 : zzz
2018. 5. 30. 17:18, 경민 : 나
2018. 5. 30. 17:18, 경민 : 프리스ㅡ트키워봤따
2018. 5. 30. 17:18, 이석준 : 나도 세번인가 키워봤다!
2018. 5. 30. 17:21, 양우성 : 님들님들
2018. 5. 30. 17:21, 양우성 : 어벤져스처럼
2018. 5. 30. 17:21, 양우성 : 직업조합
2018. 5. 30. 17:21, 양우성 : 잘해주면안되나여
2018. 5. 30. 17:22, 정우 : 님들
2018. 5. 30. 17:22, 정우 : 이것보셈
2018. 5. 30. 17:22, 정우 : 사진
2018. 5. 30. 17:22, 정우 : 사진
2018. 5. 30. 17:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:22, 이석준 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:22, 이석준 : 총알없는
2018. 5. 30. 17:22, 이석준 : 건슬링거
2018. 5. 30. 17:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아개웃기네
2018. 5. 30. 17:23, 정우 : 아진짜
2018. 5. 30. 17:23, 정우 : 존나끅끅댔네
2018. 5. 30. 17:23, 정우 : 미친
2018. 5. 30. 17:23, 양우성 : 총검술잘하네 마
2018. 5. 30. 17:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅁㅊ 튜토리얼이 총알 갖고다니는건 안가르쳐 주나보네
2018. 5. 30. 17:24, 정우 : 아니저렙될때까지
2018. 5. 30. 17:24, 정우 : 몰랐단게 더신기
2018. 5. 30. 17:24, 정우 : 아진짜 존나웃기네
2018. 5. 30. 17:25, 정우 : 아근데 캡틴이 건슬 최종진화구나
2018. 5. 30. 17:25, 정우 : 캡틴도 존나약함 그럼
2018. 5. 30. 17:27, 원준오빠 : 요즘 30하루도 안걸림ㅋㅋㅋㅋ
2018. 5. 30. 17:27, 빠충 : 그래서
2018. 5. 30. 17:27, 빠충 : 언제 함
2018. 5. 30. 17:27, 빠충 : 빨리
2018. 5. 30. 17:27, 빠충 : 서버랑
2018. 5. 30. 17:27, 빠충 : 정함?
2018. 5. 30. 17:27, 이석준 : 처음 설치한 벌레가 정하자
2018. 5. 30. 17:27, 빠충 : ㅎㅎㅎㅎ
2018. 5. 30. 17:27, 빠충 : 너냐
2018. 5. 30. 17:27, 빠충 : 직업은
2018. 5. 30. 17:27, 빠충 : 지 원하는대로?
2018. 5. 30. 17:27, 빠충 : ㅈㅅ 사실 위에 안 읽음
2018. 5. 30. 17:28, 이석준 : 위에 사진하나있는데
2018. 5. 30. 17:28, 이석준 : 그중에 하위 9개중에
2018. 5. 30. 17:28, 이석준 : 골라서
2018. 5. 30. 17:28, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:28, 빠충 : 헣
2018. 5. 30. 17:28, 빠충 : 힐없넹
2018. 5. 30. 17:28, 빠충 : 포션이 힐러가
2018. 5. 30. 17:28, 이석준 : 그래서 비숍만 하나 넣어볼까

2018. 5. 30. 17:28, 빠충 : ㄴㄴ
2018. 5. 30. 17:28, 빠충 : 적자생존
2018. 5. 30. 17:28, 빠충 : 포션빠셈
2018. 5. 30. 17:29, 빠충 : 컴 킨다
2018. 5. 30. 17:29, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:29, 이석준 : 그리고 각자 숫자 정하셈
2018. 5. 30. 17:29, 빠충 : ?
2018. 5. 30. 17:29, 이석준 : 9벌레#
2018. 5. 30. 17:29, 빠충 : 아
2018. 5. 30. 17:29, 이석준 : 9벌레1부터
2018. 5. 30. 17:29, 빠충 : 나 9
2018. 5. 30. 17:29, 빠충 : 9벌레9
2018. 5. 30. 17:29, 정우 : 솔직히
2018. 5. 30. 17:30, 정우 : 1은 오재훈주자
2018. 5. 30. 17:30, 정우 : 상징성있는숫자라
2018. 5. 30. 17:30, 양우성 : 1오재2경민
2018. 5. 30. 17:30, 빠충 : 9내꺼
2018. 5. 30. 17:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
2018. 5. 30. 17:30, 경민 : 그러면
2018. 5. 30. 17:30, 경민 : 그거
2018. 5. 30. 17:30, 경민 : 숫자저번에
2018. 5. 30. 17:30, 경민 : 벌레순위
2018. 5. 30. 17:30, 경민 : 그걸로 ㄱ
2018. 5. 30. 17:30, 정우 : ㅇㅋ
2018. 5. 30. 17:30, 정우 : ㄱ
2018. 5. 30. 17:30, 빠충 : 엇
2018. 5. 30. 17:30, 빠충 : 그래도9다
2018. 5. 30. 17:30, 경민 : 도현이어차피
2018. 5. 30. 17:30, 경민 : 꼴지임
2018. 5. 30. 17:30, 경민 : ㄱㅊ
2018. 5. 30. 17:31, 경민 : 어근데
2018. 5. 30. 17:31, 경민 : 길드이름이
2018. 5. 30. 17:31, 경민 : 구벌레잖아
2018. 5. 30. 17:31, 경민 : 그러면
2018. 5. 30. 17:31, 경민 : [구벌레]구벌레9
2018. 5. 30. 17:31, 경민 : 뭐이렇게대냐;
2018. 5. 30. 17:31, 정우 : 아
2018. 5. 30. 17:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:31, 정우 : 나좋은생각
2018. 5. 30. 17:31, 경민 : ㄱ
2018. 5. 30. 17:31, 정우 : 일벌레 이벌레 삼벌레 쩜쩜 구벌레
2018. 5. 30. 17:31, 정우 : 하자
2018. 5. 30. 17:31, 경민 : 그거이미
2018. 5. 30. 17:31, 경민 : 있는아이디입니다
2018. 5. 30. 17:31, 경민 : 각임
2018. 5. 30. 17:31, 빠충 : 흠
2018. 5. 30. 17:31, 정우 : 앞에 구벌레달아
2018. 5. 30. 17:31, 빠충 : 님덜
2018. 5. 30. 17:32, 이석준 : ㅇ?
2018. 5. 30. 17:32, 경민 : ㅇㅇ
2018. 5. 30. 17:32, 빠충 : 깔기 3초전
2018. 5. 30. 17:32, 정우 : ㅇㅇㅇ
2018. 5. 30. 17:32, 빠충 : ㅎㅎ
2018. 5. 30. 17:32, 정우 : 아
2018. 5. 30. 17:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:32, 정우 : 개빠름
2018. 5. 30. 17:32, 경민 : 빠르네
2018. 5. 30. 17:32, 경민 : ;;;
2018. 5. 30. 17:32, 정우 : 행동파
2018. 5. 30. 17:32, 경민 : 같이해야재밋는데
2018. 5. 30. 17:32, 원준오빠 : 스카니아
2018. 5. 30. 17:32, 경민 : 나도오늘집가서깔가
2018. 5. 30. 17:32, 경민 : 어
2018. 5. 30. 17:32, 경민 : 나
2018. 5. 30. 17:32, 경민 : 스카니아
2018. 5. 30. 17:32, 경민 : 엿는데
2018. 5. 30. 17:32, 경민 : !
2018. 5. 30. 17:32, 경민 : ㅎㅇ
2018. 5. 30. 17:32, 원준오빠 : ㅎㅇ
2018. 5. 30. 17:32, 이석준 : 나 거의다 있는듯
2018. 5. 30. 17:32, 이석준 : 스카니아는 어디랑 합쳐졌으면
2018. 5. 30. 17:32, 이석준 : 있을거같은데
2018. 5. 30. 17:33, 경민 : 그러면
2018. 5. 30. 17:33, 경민 : 그렇게하면되잔아
2018. 5. 30. 17:33, 경민 : [구벌레]플랑크톤1
2018. 5. 30. 17:33, 경민 : ;ㅎ
2018. 5. 30. 17:33, 경민 : 구벌레이자플랑크톤이니까...
2018. 5. 30. 17:33, 정우 : 아니면
2018. 5. 30. 17:33, 정우 : 각자벌레하나씩
2018. 5. 30. 17:33, 정우 : 골라
2018. 5. 30. 17:33, 원준오빠 : 댓츠 미
2018. 5. 30. 17:33, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 30. 17:33, 정우 : 맘에드는애로
2018. 5. 30. 17:33, 경민 : 무당벌레
2018. 5. 30. 17:33, 정우 : 잡아오셈
2018. 5. 30. 17:33, 경민 : 사슴벌레
2018. 5. 30. 17:33, 정우 : 장구벌레
2018. 5. 30. 17:33, 경민 : 오재훈은
2018. 5. 30. 17:33, 경민 : 그럼
2018. 5. 30. 17:34, 경민 : 벌레킹이나
2018. 5. 30. 17:34, 경민 : 벌레왕
2018. 5. 30. 17:34, 경민 : 으로 ㄱ
2018. 5. 30. 17:34, 정우 : ㄱㄱ
2018. 5. 30. 17:34, 정우 : 길드장도 오재훈이해야함
2018. 5. 30. 17:34, 경민 : ㅇㅈ
2018. 5. 30. 17:34, 원준오빠 : 그와중에 플랑크톤 해도댐?
2018. 5. 30. 17:34, 경민 : ㅇㅇ
2018. 5. 30. 17:34, 정우 : ㄱㄱ
2018. 5. 30. 17:34, 원준오빠 : 벌레로 가까
2018. 5. 30. 17:34, 원준오빠 : ㅇㅋ
2018. 5. 30. 17:34, 이석준 : 어 그럼 각자 벌레이름으로
2018. 5. 30. 17:34, 이석준 : 갑니까
2018. 5. 30. 17:34, 경민 : 옛스
2018. 5. 30. 17:34, 빠충 : 으흠
2018. 5. 30. 17:34, 경민 : 도현아
2018. 5. 30. 17:34, 경민 : 너는
2018. 5. 30. 17:34, 경민 : 집벌레어떰
2018. 5. 30. 17:35, 빠충 : 호오
2018. 5. 30. 17:35, 빠충 : 뭔가 있을 거 같은데
2018. 5. 30. 17:35, 원준오빠 : 집게벌레도 있다
2018. 5. 30. 17:35, 빠충 : 와
2018. 5. 30. 17:35, 빠충 : 메이플 필요용량 20기가?
2018. 5. 30. 17:35, 원준오빠 : 헤에에에에에에에에??
2018. 5. 30. 17:35, 원준오빠 : ㅂㅂ
