Talk_2021.8.24 13:11-88.txt
저장한 날짜 : 2021. 8. 24. 13:14



2021년 8월 9일 월요일
2021. 8. 9. 08:27, 원준오빠 : 나도모르게 든든댄스 든든대앤 든든댄
2021. 8. 13. 14:51, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 14:51, abyss오재 : 갸웃겨
2021. 8. 13. 14:53, 경민 : ㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 8. 13. 14:53, 경민 : 오늘삼전개떡락이뉴
2021. 8. 13. 14:53, 경민 : 샵검색 : #삼성전자
2021. 8. 13. 14:53, abyss오재 : ㅇㅇ,,
2021. 8. 13. 14:53, abyss오재 : 10만언언제가누
2021. 8. 13. 14:53, abyss오재 : 진짜9마넌때
2021. 8. 13. 14:53, abyss오재 : 함털껄
2021. 8. 13. 14:53, abyss오재 : 바보다바보
2021. 8. 13. 14:53, abyss오재 : 존버하지뭐
2021. 8. 13. 14:55, 정우 : 존버
2021. 8. 13. 14:55, 정우 : ㅠ
2021. 8. 13. 14:55, 정우 : 하
2021. 8. 13. 14:55, 정우 : 재밌는거없나
2021. 8. 13. 14:55, 정우 : 이거뭐 코로나라
2021. 8. 13. 14:55, 정우 : 막 놀기도 좀그렇고ㅠ
2021. 8. 13. 14:58, abyss오재 : 또재훈
2021. 8. 13. 14:58, abyss오재 : 극혐임?
2021. 8. 13. 14:58, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 14:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:00, 정우 : 또재훈.......
2021. 8. 13. 15:00, 정우 : 할수는있지...........
2021. 8. 13. 15:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:03, abyss오재 : ㅎㅎ
2021. 8. 13. 15:03, abyss오재 : 하핫,,,?,?,,?
2021. 8. 13. 15:04, abyss오재 : 내일저녁까지또한가한데
2021. 8. 13. 15:04, abyss오재 : ㅎㅋ,,,;?,;?,
2021. 8. 13. 15:04, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:07, abyss오재 : ㅎㅎ;
2021. 8. 13. 15:07, abyss오재 : 오늘퇴근시간5시30분
2021. 8. 13. 15:07, abyss오재 : ㅎ;;이상;;
2021. 8. 13. 15:07, 정우 : ㅊㅋㅊㅋ
2021. 8. 13. 15:07, abyss오재 : ㄱㅅㄱㅅ
2021. 8. 13. 15:07, abyss오재 : 아근데
2021. 8. 13. 15:07, abyss오재 : 사용자요구사항이몬말이지?
2021. 8. 13. 15:07, abyss오재 : 사용자가 누구지?
2021. 8. 13. 15:08, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거땜에이해못해서 퇴근못할듯
2021. 8. 13. 15:08, 정우 : 사용자가 사용자지
2021. 8. 13. 15:14, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:15, 원준오빠 : ㄹㅇ;
2021. 8. 13. 15:16, abyss오재 : 그치
2021. 8. 13. 15:16, abyss오재 : 근데
2021. 8. 13. 15:16, abyss오재 : 기상청이사용잔가
2021. 8. 13. 15:16, abyss오재 : 기상청에서이걸만들면
2021. 8. 13. 15:16, abyss오재 : 사용할사람이사용잔가
2021. 8. 13. 15:16, abyss오재 : 존나;;헷갈림
2021. 8. 13. 15:16, abyss오재 : ;;?
2021. 8. 13. 15:16, abyss오재 : 바본가?
2021. 8. 13. 15:16, 원준오빠 : ㅇㅇ
2021. 8. 13. 15:16, abyss오재 : 사용자 만난적이없는데
2021. 8. 13. 15:16, 원준오빠 : 누가쓰는데
2021. 8. 13. 15:16, abyss오재 : 사용자요구사항을 적어오라는데?
2021. 8. 13. 15:16, 원준오빠 : ?
2021. 8. 13. 15:16, abyss오재 : 사용자요구사항을 작성해야함
2021. 8. 13. 15:16, 원준오빠 : 니가?
2021. 8. 13. 15:16, abyss오재 : 그래서 대체 누가 사용자인지궁금해서
2021. 8. 13. 15:16, abyss오재 : ㅇㅇ
2021. 8. 13. 15:16, 원준오빠 : 만드는사람이
2021. 8. 13. 15:17, 원준오빠 : 사용자요구사항을
2021. 8. 13. 15:17, abyss오재 : 만드는 사람 : 나
2021. 8. 13. 15:17, abyss오재 : ㅇㅇ;
2021. 8. 13. 15:17, 원준오빠 : 어케알아
2021. 8. 13. 15:17, abyss오재 : 그니까?
2021. 8. 13. 15:17, abyss오재 : 근데 해오라는데..?
2021. 8. 13. 15:17, abyss오재 : 이해가안됨
2021. 8. 13. 15:17, 원준오빠 : 샵검색 : #슈슉
2021. 8. 13. 15:17, abyss오재 : 중간중간미팅한 내용을
2021. 8. 13. 15:17, abyss오재 : ㅅㅂ
2021. 8. 13. 15:17, abyss오재 : 슈슉
2021. 8. 13. 15:17, abyss오재 : 짱나네
2021. 8. 13. 15:17, 원준오빠 : 어케알아 슈슉
2021. 8. 13. 15:18, abyss오재 : 그늬까?
2021. 8. 13. 15:18, abyss오재 : 흠?
2021. 8. 13. 15:18, 원준오빠 : 기상청은
2021. 8. 13. 15:18, 원준오빠 : ㄹㅇ이구나
2021. 8. 13. 15:18, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:19, abyss오재 : 근데또교수님이 메일보낸거에는
2021. 8. 13. 15:19, abyss오재 : 우리가 진행하면서 반영하면좋겠따
2021. 8. 13. 15:19, abyss오재 : 또는 수정하면 좋겠따
2021. 8. 13. 15:19, abyss오재 : 하는 거를 적어달라는데
2021. 8. 13. 15:19, abyss오재 : 그럼 우리가 사용자라는거잖아?
2021. 8. 13. 15:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:19, abyss오재 : ?띵용?
2021. 8. 13. 15:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:33, 정우 : 우리회사도
2021. 8. 13. 15:33, 정우 : 근데그럼
2021. 8. 13. 15:34, 정우 : 맨날 사용자입장에서 생각해보래
2021. 8. 13. 15:34, 정우 : 사용자;;;;;;;이었던 적이 없는데요 저는
2021. 8. 13. 15:34, 정우 : ㅠ
2021. 8. 13. 15:37, abyss오재 : 사용자가 누구인지도 모르겠는게
2021. 8. 13. 15:37, abyss오재 : 포인트임
2021. 8. 13. 15:37, abyss오재 : 지금
2021. 8. 13. 15:37, abyss오재 : 사용자 요구사항이래놓고
2021. 8. 13. 15:37, abyss오재 : 왜 우리 의견을 적으라 그러지
2021. 8. 13. 15:37, abyss오재 : (?)
2021. 8. 13. 15:37, abyss오재 : 의문에ㅃㅏ짐
2021. 8. 13. 15:37, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:39, 정우 : 그냥 업무절차를 위해
2021. 8. 13. 15:39, 정우 : 뭔가남기려고 하는삘인데
2021. 8. 13. 15:39, 정우 : 대충쓰셈~
2021. 8. 13. 15:39, 정우 : 하 하루종일 쳐누워있었다
2021. 8. 13. 15:39, 정우 : 너무심심하다
2021. 8. 13. 15:39, 경민 : 나도
2021. 8. 13. 15:39, 경민 : 심심하네ㅏ
2021. 8. 13. 15:42, abyss오재 : 그게아니고이거만들어서
2021. 8. 13. 15:42, abyss오재 : 세시간을회의할거라는데
2021. 8. 13. 15:42, abyss오재 : 모르겟음
2021. 8. 13. 15:42, abyss오재 : ㄱ
2021. 8. 13. 15:43, abyss오재 : 걍넘겨서해와이러고
2021. 8. 13. 15:43, abyss오재 : 취합만해야지
2021. 8. 13. 15:43, abyss오재 : 개스레기 피엠짓
2021. 8. 13. 15:43, abyss오재 : 시작해봄
2021. 8. 13. 15:43, abyss오재 : 좆같은ㄱ월욜휴간거뻔히알면서
2021. 8. 13. 15:43, abyss오재 : 오늘넘기고화욜날달라노
2021. 8. 13. 15:43, abyss오재 : 킹받게~~~~~~~~~~
2021. 8. 13. 15:45, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:45, 원준오빠 : 엥 개오바 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:45, 원준오빠 : 이모티콘 
2021. 8. 13. 15:45, 정우 : 때려쳐때려쳐
2021. 8. 13. 15:46, 정우 : 술이나한잔쌔려~~~~
2021. 8. 13. 15:46, abyss오재 : 스레기피엠느로자라나는중
2021. 8. 13. 15:47, abyss오재 : 장군집에
2021. 8. 13. 15:47, abyss오재 : 문자넣엇다
2021. 8. 13. 15:47, abyss오재 : ㅋ애플워피잇냐고
2021. 8. 13. 15:47, abyss오재 : ㅋ
2021. 8. 13. 15:47, abyss오재 : 잇으면 ㄹㅈㄷ
2021. 8. 13. 15:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:50, 정우 : ㅅㅂ
2021. 8. 13. 15:50, 정우 : 개궁금
2021. 8. 13. 15:51, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:51, 빠충 : 지금 우리도 이슈하나 터졌는뎅
2021. 8. 13. 15:52, 빠충 : 수정해서 오늘 핫픽스나간대
2021. 8. 13. 15:52, 빠충 : 오늘업무 끝났고
2021. 8. 13. 15:52, 빠충 : 오늘 근데 인사팀 친구 휴가라 재택게임못함ㅠ
2021. 8. 13. 15:53, 경민 : 고생햇누
2021. 8. 13. 15:53, 빠충 : 난 사실
2021. 8. 13. 15:53, 빠충 : 이슈 있대 > 어 그래? > 테스트 하고 피엠한테 토스
2021. 8. 13. 15:53, 빠충 : 이게 다라서
2021. 8. 13. 15:53, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 15:54, 빠충 : 국가별 qa한테 미리 이슈 있으니까 테스트해보라고 말해주고
2021. 8. 13. 15:54, 빠충 : 이제 두시간동안 알차게 놀 생각중
2021. 8. 13. 16:00, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:00, 원준오빠 : ㄹㅇ 있으면 오늘 ㅈㄱㅈ 감
2021. 8. 13. 16:00, 원준오빠 : 어떰
2021. 8. 13. 16:01, 빠충 : 오재 앱워 잘 쓰냐?
2021. 8. 13. 16:01, 빠충 : 없다하면
2021. 8. 13. 16:01, 빠충 : 이 참에 6
2021. 8. 13. 16:01, 빠충 : 어때
2021. 8. 13. 16:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:01, abyss오재 : 이거스레기새끼네정말
2021. 8. 13. 16:01, abyss오재 : 너무하네너
2021. 8. 13. 16:01, abyss오재 : 안써
2021. 8. 13. 16:01, abyss오재 : 사치품이엇음
2021. 8. 13. 16:01, 빠충 : 시발 내가 없앴냐 새기야
2021. 8. 13. 16:01, abyss오재 : ㅠ
2021. 8. 13. 16:01, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:01, abyss오재 : 그건그래
2021. 8. 13. 16:01, abyss오재 : 나에게맞지않는
2021. 8. 13. 16:01, abyss오재 : 사치품이엇음
2021. 8. 13. 16:01, abyss오재 : ㅠ
2021. 8. 13. 16:02, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:02, abyss오재 : ㅈㄱㅈ어딘데
2021. 8. 13. 16:02, 빠충 : 니 약간
2021. 8. 13. 16:02, 빠충 : 미밴드
2021. 8. 13. 16:02, 빠충 : 쓰는게 나을듯
2021. 8. 13. 16:02, 빠충 : 한번 충전하면
2021. 8. 13. 16:02, 빠충 : 2주간 씀
2021. 8. 13. 16:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:03, abyss오재 : ㅎ
2021. 8. 13. 16:03, 경민 : 니
2021. 8. 13. 16:03, 경민 : 아직도
2021. 8. 13. 16:03, 경민 : 못찾았냐
2021. 8. 13. 16:03, abyss오재 : 왜장군집아저씨
2021. 8. 13. 16:03, abyss오재 : 답안줘
2021. 8. 13. 16:03, abyss오재 : 아니당연히못찾앗지
2021. 8. 13. 16:03, 경민 : ㅎ;ㅠ
2021. 8. 13. 16:03, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이러다가
2021. 8. 13. 16:03, abyss오재 : 집을나와잇는데
2021. 8. 13. 16:03, abyss오재 : 임마;;
2021. 8. 13. 16:03, 빠충 : 한 3일 뒤에
2021. 8. 13. 16:03, 경민 : ㅈㅅ
2021. 8. 13. 16:03, 빠충 : 어쉬발여깄네
2021. 8. 13. 16:03, abyss오재 : 그러몀좋겟다
2021. 8. 13. 16:03, 빠충 : 하는거 아니냐
2021. 8. 13. 16:03, abyss오재 : ㄹㅇ
2021. 8. 13. 16:03, abyss오재 : 그럴수도
2021. 8. 13. 16:03, 경민 : 보통그렇지
2021. 8. 13. 16:03, abyss오재 : 침대틈에
2021. 8. 13. 16:03, abyss오재 : 잇는지
2021. 8. 13. 16:04, abyss오재 : 다시조져봐야할듯
2021. 8. 13. 16:04, 정우 : 장군집 임마
2021. 8. 13. 16:04, 빠충 : 위치 못 보나
2021. 8. 13. 16:04, 경민 : 빨래감에있는거아니가
2021. 8. 13. 16:04, abyss오재 : 아는데
2021. 8. 13. 16:04, 빠충 : 나의 찾기에서
2021. 8. 13. 16:04, abyss오재 : 또딴데
2021. 8. 13. 16:04, abyss오재 : 지른다고저사람
2021. 8. 13. 16:04, 경민 : 바떼리나가서 안된대
2021. 8. 13. 16:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:04, abyss오재 : 밧데리이ㅣ미나가서안됨
2021. 8. 13. 16:04, 정우 : 진짜
2021. 8. 13. 16:04, 정우 : 어떻게 매번 이러지
2021. 8. 13. 16:04, 정우 : 놀랍다
2021. 8. 13. 16:04, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:04, abyss오재 : 아니와
2021. 8. 13. 16:04, abyss오재 : 왜
2021. 8. 13. 16:04, abyss오재 : ㅠ
2021. 8. 13. 16:04, abyss오재 : 내가몉버뉴
2021. 8. 13. 16:04, abyss오재 : ㅠ
2021. 8. 13. 16:04, abyss오재 : 애플워치는첨이니까
2021. 8. 13. 16:04, abyss오재 : 양해좀
2021. 8. 13. 16:04, 정우 : ㅇㅋ
2021. 8. 13. 16:05, abyss오재 : ㄱㅅㄱㅅ
2021. 8. 13. 16:05, 정우 : 하
2021. 8. 13. 16:05, 정우 : 너무심심해
2021. 8. 13. 16:05, abyss오재 : 준비햐
2021. 8. 13. 16:05, abyss오재 : 준비해
2021. 8. 13. 16:05, 정우 : 어딘데
2021. 8. 13. 16:05, 정우 : 오늘은
2021. 8. 13. 16:05, 빠충 : 옹
2021. 8. 13. 16:05, abyss오재 : 오늘은
2021. 8. 13. 16:05, abyss오재 : 어디지
2021. 8. 13. 16:05, abyss오재 : 오뚝
2021. 8. 13. 16:05, 빠충 : 마지막 위치 이런거 볼수있나
2021. 8. 13. 16:05, 빠충 : 찾아봐야지
2021. 8. 13. 16:05, abyss오재 : 안보이던데ㅠ
2021. 8. 13. 16:05, 빠충 : 나도 궁금해짐
2021. 8. 13. 16:05, abyss오재 : 그
2021. 8. 13. 16:06, abyss오재 : 내마지막심장소리
2021. 8. 13. 16:06, abyss오재 : 못봄오늘?
2021. 8. 13. 16:06, 정우 : 또회기는
2021. 8. 13. 16:06, 정우 : 좀 양심없지
2021. 8. 13. 16:06, abyss오재 : 여기
2021. 8. 13. 16:06, abyss오재 : 어차피마무리가
2021. 8. 13. 16:06, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:06, abyss오재 : 회기아님수서이기때문에
2021. 8. 13. 16:06, abyss오재 : 회기로질러봄
2021. 8. 13. 16:06, abyss오재 : 하
2021. 8. 13. 16:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:07, 정우 : 집에서
2021. 8. 13. 16:07, 정우 : 맛있는거나 먹어야지
2021. 8. 13. 16:08, abyss오재 : 귯
2021. 8. 13. 16:08, abyss오재 : 나도황올시키면서
2021. 8. 13. 16:08, abyss오재 : 가야지
2021. 8. 13. 16:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:10, 정우 : 황올좋지
2021. 8. 13. 16:10, abyss오재 : 황올닭다리만잇는걸로
2021. 8. 13. 16:10, abyss오재 : 받음
2021. 8. 13. 16:10, 원준오빠 : 장군집이지
2021. 8. 13. 16:10, 빠충 : 사진
2021. 8. 13. 16:11, 빠충 : 아이씨
2021. 8. 13. 16:11, 빠충 : 카카오 뷰
2021. 8. 13. 16:11, 빠충 : 미친거같애
2021. 8. 13. 16:11, 원준오빠 : 진짜 안보게됨
2021. 8. 13. 16:11, 빠충 : 소라게 느낌
2021. 8. 13. 16:11, 빠충 : ㅠ
2021. 8. 13. 16:11, abyss오재 : 올
2021. 8. 13. 16:12, abyss오재 : 답장언제올까
2021. 8. 13. 16:12, abyss오재 : 샵검색 : #슈피겐코리아
2021. 8. 13. 16:12, abyss오재 : 이거이제오를때된거같은데
2021. 8. 13. 16:12, abyss오재 : 어케생각함?
2021. 8. 13. 16:12, 정우 : ㄱ
2021. 8. 13. 16:12, abyss오재 : ㅇㅋ
2021. 8. 13. 16:12, abyss오재 : 와이지어제팔걸
2021. 8. 13. 16:13, 정우 : 뷰노어제 한번팔걸
2021. 8. 13. 16:13, abyss오재 : 갸꿀
2021. 8. 13. 16:13, abyss오재 : 슈피겐코리아간다 곧
2021. 8. 13. 16:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:15, 정우 : 하 차는또
2021. 8. 13. 16:15, 정우 : 어케하는게좋을까
2021. 8. 13. 16:16, 정우 : 어제 아빠한테 들어보니까
2021. 8. 13. 16:16, 정우 : 출고 4-5개월로 늘어났다는데
2021. 8. 13. 16:16, 정우 : 이모티콘 
2021. 8. 13. 16:16, abyss오재 : 갸꿀
2021. 8. 13. 16:16, abyss오재 : 존버연습가네
2021. 8. 13. 16:17, 정우 : ㄹㅇㅠ
2021. 8. 13. 16:17, 정우 : 그래서 그사이에
2021. 8. 13. 16:17, 정우 : 22년형으로 연식바뀔수있으니까
2021. 8. 13. 16:17, 정우 : 한 3개월더 늦어지더라도
2021. 8. 13. 16:17, 정우 : 22년형 계약하는건 어떠냐고 물어보던데 아빠가
2021. 8. 13. 16:18, 정우 : 개고민에 빠져버림
2021. 8. 13. 16:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 16:18, 정우 : ㅅㅂ근데그럼 내년생일때나 되야 받을거같단말이지
2021. 8. 13. 16:18, 정우 : 이모티콘 
2021. 8. 13. 16:23, 원준오빠 : ㄱ
2021. 8. 13. 16:24, 정우 : 하으 너무길어어어어어어어어엉ㅇ
2021. 8. 13. 16:24, 정우 : 쩝
2021. 8. 13. 16:24, 정우 : 저녁맛난거쌔리면서
2021. 8. 13. 16:25, 정우 : 아빠랑 고민한다
2021. 8. 13. 16:25, abyss오재 : ㄱ
2021. 8. 13. 16:25, abyss오재 : 애플워치는왜소식을안알려주세요
2021. 8. 13. 16:25, abyss오재 : ㅠ
2021. 8. 13. 16:25, abyss오재 : 알려주세요
2021. 8. 13. 16:25, 정우 : 이모티콘 
2021. 8. 13. 16:25, 정우 : 아니근데진짜
2021. 8. 13. 16:25, 정우 : 집에서나올거같은데
2021. 8. 13. 16:26, abyss오재 : 그러겟지
2021. 8. 13. 16:26, abyss오재 : 제발
2021. 8. 13. 16:26, abyss오재 : ㄹ침대서이
2021. 8. 13. 16:26, abyss오재 : 침대사이에잇어라재발
2021. 8. 13. 16:28, 정우 : 있다
2021. 8. 13. 16:28, abyss오재 : ㄱㅅㄱㅅ
2021. 8. 13. 17:53, 정우 : 샵검색 : #황교익
2021. 8. 13. 17:54, 정우 : 이씨발 티비보는데
2021. 8. 13. 17:54, 정우 : 이병신같이새끼들이
2021. 8. 13. 17:54, 정우 : 짜고 뭐하는거냐 진짜
2021. 8. 13. 17:54, 정우 : 다뒤졌으면좋겠는데
2021. 8. 13. 17:54, 정우 : 어케생각함?
2021. 8. 13. 17:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 17:54, 경민 : 워워
2021. 8. 13. 17:54, 경민 : 진정하라누
2021. 8. 13. 17:55, 재환오빠 : 이재명-황교익?
2021. 8. 13. 17:55, 재환오빠 : 씨발 개같은 조합이네
2021. 8. 13. 17:55, 경민 : 아근데진짜
2021. 8. 13. 17:55, 정우 : 진짜
2021. 8. 13. 17:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 17:55, 경민 : 얼굴만봐도
2021. 8. 13. 17:55, 정우 : 개씨발
2021. 8. 13. 17:55, 경민 : 토나옴
2021. 8. 13. 17:55, 정우 : 이게말이되나?
2021. 8. 13. 17:55, 정우 : 나라꼬라지
2021. 8. 13. 17:55, 정우 : 진짜 개잘돌아간다
2021. 8. 13. 17:56, 재환오빠 : 둘다 뒤졌으면
2021. 8. 13. 17:57, 정우 : 진짜 제발 뒤졌으면
2021. 8. 13. 18:04, abyss오재 : 진짜
2021. 8. 13. 18:04, abyss오재 : 뒤졌으면
2021. 8. 13. 18:04, abyss오재 : 나왜 아직도 집못가는데
2021. 8. 13. 18:05, 정우 : 빨리가라
2021. 8. 13. 18:13, 원준오빠 : 아 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 18:14, 원준오빠 : 개 코미디네
2021. 8. 13. 18:14, 원준오빠 : 제발 진시 디졌으묜
2021. 8. 13. 18:19, abyss오재 : 진짜
2021. 8. 13. 18:19, abyss오재 : 코미디 보여준다
2021. 8. 13. 18:19, abyss오재 : 장군집
2021. 8. 13. 18:19, abyss오재 : 방문한다
2021. 8. 13. 18:19, abyss오재 : 혹시,,,애,,애플워치,,,?
2021. 8. 13. 18:20, 정우 : ?
2021. 8. 13. 18:20, 정우 : 있대?
2021. 8. 13. 18:21, abyss오재 : 아니답이없어서
2021. 8. 13. 18:21, abyss오재 : 가서물어보보게 ;;
2021. 8. 13. 18:21, 원준오빠 : ㄱㄱ
2021. 8. 13. 18:21, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 18:21, abyss오재 : 너무쪽팔린다,,
2021. 8. 13. 18:21, 원준오빠 : 있으면 고기 굽기 시작하셈
2021. 8. 13. 18:21, abyss오재 : 혹시,,,,,,,,,,
2021. 8. 13. 18:21, abyss오재 : 애플워치,,,,,,,
2021. 8. 13. 18:21, abyss오재 : ㅇㅋ
2021. 8. 13. 18:21, 원준오빠 : 애플..?
2021. 8. 13. 18:21, 원준오빠 : 혹시 애플..?
2021. 8. 13. 18:21, abyss오재 : 애플,,,,워치,,,혹시,,
2021. 8. 13. 18:22, abyss오재 : 뭐라고하지근데?
2021. 8. 13. 18:22, abyss오재 : 그 잃어버린거
2021. 8. 13. 18:22, abyss오재 : 보관하는거
2021. 8. 13. 18:22, 원준오빠 : 분실물
2021. 8. 13. 18:22, abyss오재 : ㅇㅋ
2021. 8. 13. 18:22, 원준오빠 : 토사물
2021. 8. 13. 18:22, abyss오재 : 맞다
2021. 8. 13. 18:22, abyss오재 : 제가여기서분실한건진모르겟는데여,,,
2021. 8. 13. 18:22, abyss오재 : 이틀전에왔었는데,,,
2021. 8. 13. 18:22, abyss오재 : 혹시 애플워치 줍줍하신거 있으신지,,
2021. 8. 13. 18:22, abyss오재 : 있으면 오늘 한사바리 더 떙긴다
2021. 8. 13. 18:22, abyss오재 : !
2021. 8. 13. 18:22, abyss오재 : 이러고 또놓고옴
2021. 8. 13. 18:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 13. 18:22, abyss오재 : ㅠ
2021. 8. 13. 18:22, 정우 : 에이설마
2021. 8. 13. 18:22, abyss오재 : 죽은자의온기가
2021. 8. 13. 18:22, 정우 : 있겠어?
2021. 8. 13. 18:22, 원준오빠 : ㅁㅊ
