Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 5. 16:51, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 16:52, 경민 : 아니합리적의심
2021. 1. 5. 16:52, 경민 : ㅆㅇㅈ?
2021. 1. 5. 16:52, 경민 : 평소에보던거랑
2021. 1. 5. 16:52, 경민 : 넘무다르잔아;
2021. 1. 5. 16:53, 이석준 : ㅇㅈ;;
2021. 1. 5. 16:54, abyss오재 : 하
2021. 1. 5. 16:54, abyss오재 : 씨
2021. 1. 5. 16:54, abyss오재 : 시간잘가누
2021. 1. 5. 16:55, 원준오빠 : 씬원준
2021. 1. 5. 16:55, 경민 : !
2021. 1. 5. 17:05, abyss오재 : 와
2021. 1. 5. 17:05, abyss오재 : 삼전 ㄹㅇ빼야하나
2021. 1. 5. 17:05, abyss오재 : 무샤워
2021. 1. 5. 17:05, abyss오재 : 왜이래
2021. 1. 5. 17:06, 원준오빠 : 쫄보가
2021. 1. 5. 17:06, 경민 : 얼만데
2021. 1. 5. 17:08, abyss오재 : 8.4
2021. 1. 5. 17:08, abyss오재 : 샵검색: #삼성전자
2021. 1. 5. 17:09, abyss오재 : 주식아무것도몰라서
2021. 1. 5. 17:09, abyss오재 : 무섭뉴
2021. 1. 5. 17:09, 경민 : 엄마한테 물어보라누
2021. 1. 5. 17:09, abyss오재 : 선택은나의몫이누
2021. 1. 5. 17:09, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 17:17, 정우 : 퇴근
2021. 1. 5. 17:19, abyss오재 : 수고하셧십ㄴ다
2021. 1. 5. 17:21, 정우 : ㄱㅅㄱㅅ
2021. 1. 5. 17:22, 원준오빠 : ㅇㅋ
2021. 1. 5. 17:22, 원준오빠 : 교대로 쏘겠음
2021. 1. 5. 17:23, 정우 : ㅇㅋㅇㅋ
2021. 1. 5. 17:46, 원준오빠 : 6:02도차크
2021. 1. 5. 17:47, 정우 : ㅇㅋㅇㅋ
2021. 1. 5. 17:52, 이석준 : https://youtu.be/FBjvDsdHJkY
2021. 1. 5. 17:52, 이석준 : 1+1=1임 아무튼1임
2021. 1. 5. 17:58, abyss오재 : 니그런소리하고다니다가
2021. 1. 5. 17:58, abyss오재 : 월급 백마넌 더하기 보너스 백만원 해서
2021. 1. 5. 17:58, abyss오재 : 백만원받는다
2021. 1. 5. 17:59, abyss오재 : 이모티콘 
2021. 1. 5. 17:59, 원준오빠 : 좋은 가짜뉴스의 예
2021. 1. 5. 17:59, abyss오재 : 근데저기설명에 ㅂㅅ
2021. 1. 5. 17:59, abyss오재 : 뭔데
2021. 1. 5. 17:59, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 17:59, abyss오재 : 왜 ㅂㅅ라고달려잇는거야
2021. 1. 5. 18:01, abyss오재 : 저기동영상들
2021. 1. 5. 18:01, abyss오재 : 공들여서
2021. 1. 5. 18:01, abyss오재 : 이상하게찍네
2021. 1. 5. 18:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:01, abyss오재 : 컨셉질
2021. 1. 5. 18:01, abyss오재 : 지렷다
2021. 1. 5. 18:01, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:01, 원준오빠 : 하
2021. 1. 5. 18:01, abyss오재 : 곱창
2021. 1. 5. 18:01, abyss오재 : 먹으러만남
2021. 1. 5. 18:01, 원준오빠 : 나 교육받던곳에
2021. 1. 5. 18:01, abyss오재 : ?
2021. 1. 5. 18:01, 원준오빠 : 팀장이
2021. 1. 5. 18:01, abyss오재 : ㅇㅇ
2021. 1. 5. 18:02, 원준오빠 : 저런거 보고와서
2021. 1. 5. 18:02, 원준오빠 : 1=0 을 증명해보겠다고
2021. 1. 5. 18:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:02, 부그뷰 : 퇴퇴근띠
2021. 1. 5. 18:02, 부그뷰 : 오늘
2021. 1. 5. 18:02, abyss오재 : 수고햇누
2021. 1. 5. 18:02, 부그뷰 : 월급띠나옴
2021. 1. 5. 18:02, 원준오빠 : ㅊㅋㅊㅋ
2021. 1. 5. 18:02, abyss오재 : ㄹㅋㅊㅌ
2021. 1. 5. 18:02, 원준오빠 : 오 교대로 오셈
2021. 1. 5. 18:02, abyss오재 : 오일날나오는군
2021. 1. 5. 18:02, 부그뷰 : 중소세액공제되서 12만원정도 더받음
2021. 1. 5. 18:02, 부그뷰 : 세금먹튀띠
2021. 1. 5. 18:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:02, abyss오재 : 아빨리오월오면좋겟다
2021. 1. 5. 18:03, abyss오재 : 연말정산하고싶다누
2021. 1. 5. 18:03, 정우 : 나도
2021. 1. 5. 18:03, 정우 : 나는
2021. 1. 5. 18:03, 정우 : 생일
2021. 1. 5. 18:03, 정우 : ㅊㅋㅊㅋ
2021. 1. 5. 18:03, 정우 : ㄱㅅㄱㅅ
2021. 1. 5. 18:03, abyss오재 : ㅊㅋㅊㅋ
2021. 1. 5. 18:03, 부그뷰 : ㄱㅅㄱㅅ
2021. 1. 5. 18:03, abyss오재 : ㄹㅅㄱㅅ
2021. 1. 5. 18:03, 경민 : ㅊㅋㅊㅋ
2021. 1. 5. 18:03, 원준오빠 : ㅊㅋㅊㅋ
2021. 1. 5. 18:04, abyss오재 : 김경민생일도
2021. 1. 5. 18:04, 경민 : ㄱ세금진짜
2021. 1. 5. 18:04, 경민 : 개싫어
2021. 1. 5. 18:04, abyss오재 : 줌파티함?
2021. 1. 5. 18:04, 경민 : ㄱ
2021. 1. 5. 18:04, abyss오재 : ㄱ
2021. 1. 5. 18:04, 원준오빠 : ㄱ
2021. 1. 5. 18:04, 정우 : ㄱ
2021. 1. 5. 18:04, 원준오빠 : 구거암?
2021. 1. 5. 18:04, 경민 : 내케이크내가사와서먹방
2021. 1. 5. 18:04, 경민 : ㄱ
2021. 1. 5. 18:04, abyss오재 : ㄱ
2021. 1. 5. 18:04, 경민 : 모ㅜㅠ름
2021. 1. 5. 18:04, 원준오빠 : 정우랑 서초에서 만너기 직전인데
2021. 1. 5. 18:04, 경민 : ㅇㅇ
2021. 1. 5. 18:04, abyss오재 : ㄱ
2021. 1. 5. 18:04, 원준오빠 : 서초구 발생자 재난문자
2021. 1. 5. 18:04, 원준오빠 : ㅎㅇ
2021. 1. 5. 18:04, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:04, abyss오재 : 헤어져라둘이ㅡㅡ
2021. 1. 5. 18:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:04, 정우 : 재난문자 끄고살아서 모르는1인
2021. 1. 5. 18:04, abyss오재 : 이시국에약속
2021. 1. 5. 18:04, 원준오빠 : 하이파이브하고 갈길가는고
2021. 1. 5. 18:04, abyss오재 : 랜선으로만나라
2021. 1. 5. 18:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:04, 원준오빠 : 마이웨이
2021. 1. 5. 18:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:05, 경민 : 근데
2021. 1. 5. 18:05, 경민 : 솔지깋
2021. 1. 5. 18:05, 경민 : 참을만큼참았다 ㅅㅂ
2021. 1. 5. 18:05, 원준오빠 : 다섯번짹계절 좋누
2021. 1. 5. 18:05, 경민 : 얼마나더참아줘야대?
2021. 1. 5. 18:05, 경민 : 진짜개빡쳐
2021. 1. 5. 18:05, abyss오재 : 오마이걸
2021. 1. 5. 18:05, 경민 : 1년을참았어나는
2021. 1. 5. 18:05, 원준오빠 : ㄹㅇ
2021. 1. 5. 18:05, 경민 : ㅅㅄㅄㅂ
2021. 1. 5. 18:05, abyss오재 : 원준이형 귀
2021. 1. 5. 18:05, abyss오재 : 왜케아이돌귀됏누
2021. 1. 5. 18:05, 경민 : 적당히놀으라고 ㅅㅂ
2021. 1. 5. 18:05, 부그뷰 : 나 산업단지 교통비지원도받아서
2021. 1. 5. 18:05, 원준오빠 : 바로아누
2021. 1. 5. 18:05, 경민 : 21년은 노는거 ㅆㅇㅈ
2021. 1. 5. 18:05, 경민 : ㅅㅂ
2021. 1. 5. 18:05, 경민 : 말리지마
2021. 1. 5. 18:05, 부그뷰 : 5만원 세금더받음
2021. 1. 5. 18:05, 경민 : 할만큼햇어 ㅅㅂ
2021. 1. 5. 18:05, 경민 : 세금자랑
2021. 1. 5. 18:05, 부그뷰 : 세금루팡띠
2021. 1. 5. 18:05, 경민 : 자제부탁하누
2021. 1. 5. 18:05, 원준오빠 : 아이돌 중에서 약간 이런 감성
2021. 1. 5. 18:05, 경민 : 세금개빡쳐
2021. 1. 5. 18:05, abyss오재 : 할만큼했어~~~~~~~~~~
2021. 1. 5. 18:05, 경민 : ㅅㅂ!
2021. 1. 5. 18:05, 정우 : ㅇㅈㅇㅈ
2021. 1. 5. 18:05, abyss오재 : 참을만큼참았어~~~~~~~~~~~~~~~
2021. 1. 5. 18:05, 경민 : 부경보나중에그세금다떼임
2021. 1. 5. 18:05, abyss오재 : 이거노래
2021. 1. 5. 18:05, abyss오재 : 잇지않나
2021. 1. 5. 18:06, abyss오재 : 싸이노래
2021. 1. 5. 18:06, 원준오빠 : 조움
2021. 1. 5. 18:06, 부그뷰 : 낼채움공제도 신청해보려고
2021. 1. 5. 18:06, 원준오빠 : psy?
2021. 1. 5. 18:06, 원준오빠 : 으른이네
2021. 1. 5. 18:06, 부그뷰 : 그거되면 2년동안 600씩 더받음
2021. 1. 5. 18:06, 원준오빠 : 올
2021. 1. 5. 18:06, 원준오빠 : ㅊㅋㅊㅋ
2021. 1. 5. 18:06, abyss오재 : ㅊㅊㅊㅌㅌ
2021. 1. 5. 18:06, 부그뷰 : 그럼 연봉 폭팔띠
2021. 1. 5. 18:06, 정우 : 드렁큰타이거있음
2021. 1. 5. 18:07, 정우 : 발라버려~~~~~~~~~
2021. 1. 5. 18:07, 원준오빠 : 아니 누가 이날씨에 구걸하나ㅠㅠ 했는데
2021. 1. 5. 18:07, 원준오빠 : 신발끈묶는거였네
2021. 1. 5. 18:07, 원준오빠 : 편-언
2021. 1. 5. 18:07, 정우 : ㅁㅊ
2021. 1. 5. 18:07, 원준오빠 : 안
2021. 1. 5. 18:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:08, abyss오재 : 라
2021. 1. 5. 18:08, abyss오재 : 아
2021. 1. 5. 18:08, abyss오재 : ㅈㄴ짜
2021. 1. 5. 18:08, abyss오재 : 다섯시간세미나들으니까
2021. 1. 5. 18:08, abyss오재 : 뭘할힘이업네
2021. 1. 5. 18:08, abyss오재 : 이모티콘 
2021. 1. 5. 18:08, Sekwang Ludan : 이거 외국인도 되뉴?
2021. 1. 5. 18:08, Sekwang Ludan : ㅋㅋㅋ
2021. 1. 5. 18:17, 정우 : 사진
2021. 1. 5. 18:17, 원준오빠 : 사진
2021. 1. 5. 18:17, 정우 : 그럼 곱창으러 힐링해
2021. 1. 5. 18:17, 정우 : 되겠누?
2021. 1. 5. 18:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:18, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:18, abyss오재 : ㄹㅇ
2021. 1. 5. 18:18, abyss오재 : 되겠누..?
2021. 1. 5. 18:18, abyss오재 : ㅠ
2021. 1. 5. 18:18, abyss오재 : 곱촹
2021. 1. 5. 18:18, abyss오재 : 알아서잘라주누?
2021. 1. 5. 18:18, 원준오빠 : ㅇㅇㅇㅇㅇ
2021. 1. 5. 18:18, abyss오재 : ㅜ
2021. 1. 5. 18:18, abyss오재 : 맛있얼
2021. 1. 5. 18:18, 원준오빠 : ㅈ대따
2021. 1. 5. 18:18, 정우 : 개꿀띠
2021. 1. 5. 18:18, abyss오재 : 어제자제한다고
2021. 1. 5. 18:18, abyss오재 : 한병반만먹음
2021. 1. 5. 18:18, abyss오재 : 님들도
2021. 1. 5. 18:18, abyss오재 : 한병반만딱먹읏ㅁ
2021. 1. 5. 18:19, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:20, 경민 : 와 ㅅㅂ 개조지네
2021. 1. 5. 18:20, 경민 : 저케해서얼마임?
2021. 1. 5. 18:20, 경민 : 아개부러워 ㅅㅂ;
2021. 1. 5. 18:20, 정우 : 32
2021. 1. 5. 18:20, 정우 : 술은아직안시킴
2021. 1. 5. 18:23, 원준오빠 : 사진
2021. 1. 5. 18:23, abyss오재 : 시켯네,,
2021. 1. 5. 18:23, abyss오재 : 맛잇지
2021. 1. 5. 18:24, 빠충 : 와
2021. 1. 5. 18:25, 경민 : ㅋ ㅑㅣㅣㅣ
2021. 1. 5. 18:25, 경민 : 사람없음?
2021. 1. 5. 18:25, 경민 : 코로나라없나
2021. 1. 5. 18:25, 경민 : 원래곱창집
2021. 1. 5. 18:25, 경민 : 줄조지잖아
2021. 1. 5. 18:25, 경민 : ㅅㅂ
2021. 1. 5. 18:25, 경민 : 나도연어먹어야ㅣㅈ;맛잇는거조진다
2021. 1. 5. 18:25, 빠충 : 파트장님이랑 같이 퇴근해부렀네
2021. 1. 5. 18:25, abyss오재 : 맛난거조지냐
2021. 1. 5. 18:25, 원준오빠 : 동영상
2021. 1. 5. 18:25, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ배고프ㄴ0
2021. 1. 5. 18:25, 원준오빠 : 모시고와
2021. 1. 5. 18:26, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:26, 빠충 : 근데 나이 차이 안남
2021. 1. 5. 18:26, 빠충 : 31셨나
2021. 1. 5. 18:27, 경민 : ㅁㅊ ㅠ 개지려 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2021. 1. 5. 18:27, abyss오재 : 아
2021. 1. 5. 18:27, abyss오재 : 곱창
2021. 1. 5. 18:27, abyss오재 : 또맛잇겟네
2021. 1. 5. 18:27, 경민 : 3번돌려봄 ㅅㅂ ㅠㅜ
2021. 1. 5. 18:27, 원준오빠 : 오재룬 고맙다
2021. 1. 5. 18:27, abyss오재 : 맛잇지형
2021. 1. 5. 18:28, 원준오빠 : 나보다 한살많네
2021. 1. 5. 18:28, 원준오빠 : 데꼬와
2021. 1. 5. 18:28, 빠충 : ㅁㅈ
2021. 1. 5. 18:28, 원준오빠 : 횽아횽아
2021. 1. 5. 18:28, 원준오빠 : 해드림
2021. 1. 5. 18:28, 원준오빠 : 누난가
2021. 1. 5. 18:28, 빠충 : 누나누나일걸
2021. 1. 5. 18:28, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:28, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:28, abyss오재 : 아니
2021. 1. 5. 18:28, 원준오빠 : 더좋아;
2021. 1. 5. 18:28, 빠충 : 집 가셨음
2021. 1. 5. 18:28, abyss오재 : 맛잇지
2021. 1. 5. 18:28, abyss오재 : ㅜ
2021. 1. 5. 18:28, abyss오재 : 이모티콘 
2021. 1. 5. 18:28, 빠충 : ㅁㅊ
2021. 1. 5. 18:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:28, 경민 : 누난좋뉴
2021. 1. 5. 18:28, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 18:28, 경민 : 눈누난나
2021. 1. 5. 18:28, 빠충 : 저 출근한지 3주차라
2021. 1. 5. 18:28, 빠충 : 조용히 사는중
2021. 1. 5. 18:29, 경민 : ㅇㅈㅇㅈ
2021. 1. 5. 18:36, 원준오빠 : ㅇㅈㅇㅈ
2021. 1. 5. 18:36, 원준오빠 : 라방
2021. 1. 5. 18:36, 원준오빠 : 라이브톡 시작
2021. 1. 5. 18:36, 원준오빠 : 라이브톡 종료 0:35
2021. 1. 5. 18:38, 경민 : dpdgoowu
2021. 1. 5. 18:38, 경민 : 해죠ㅠㅠ
2021. 1. 5. 18:55, 부그뷰 : 안댈걸
2021. 1. 5. 20:01, Sekwang Ludan : ㅋㅋㅋ 오키
2021. 1. 5. 20:01, Sekwang Ludan : 외무룩
2021. 1. 5. 20:08, 경민 : 오빠근데
2021. 1. 5. 20:08, 경민 : 돈버는거 세금안떼지???
2021. 1. 5. 20:14, 부그뷰 : 세금뗄걸
2021. 1. 5. 20:14, 경민 : 지식이없어서;갑분궁굼이라누
2021. 1. 5. 20:14, 경민 : 근데막
2021. 1. 5. 20:14, 경민 : 우리나라만내는세금도잇지않을까?
2021. 1. 5. 20:14, 경민 : 국민연금이런거
2021. 1. 5. 20:14, 경민 : 몰겟누;;
2021. 1. 5. 20:14, Sekwang Ludan : 나 우수납세
2021. 1. 5. 20:14, Sekwang Ludan : 한국에서 내는 세금 다 냄
2021. 1. 5. 20:14, Sekwang Ludan : ㅠ
2021. 1. 5. 20:14, 경민 : 엥
2021. 1. 5. 20:14, 경민 : 중국세금도
2021. 1. 5. 20:14, 경민 : 내?
2021. 1. 5. 20:14, 경민 : 두개냄그럼?
2021. 1. 5. 20:14, Sekwang Ludan : 중국세금 안내지
2021. 1. 5. 20:14, Sekwang Ludan : ㅋㅋㅋ
2021. 1. 5. 20:15, 경민 : 세금의정의가무저ㅣ
2021. 1. 5. 20:15, 경민 : ㅂ뭐지
2021. 1. 5. 20:15, Sekwang Ludan : 중국에서 소득이 없는데
2021. 1. 5. 20:15, 부그뷰 : 버는곳에서 내는걸로 알고있음
2021. 1. 5. 20:15, 경민 : 소득이발생한나ㅏ라에서
2021. 1. 5. 20:15, 부그뷰 : ㅇㅇ소득에따라서
2021. 1. 5. 20:15, 경민 : 떼는거여?
2021. 1. 5. 20:15, Sekwang Ludan : ㅇㅇ 맞아
2021. 1. 5. 20:15, 경민 : 아하...
2021. 1. 5. 20:15, Sekwang Ludan : ㅋㅋ
2021. 1. 5. 20:15, 경민 : 전혀몰랏ㄴ다누
2021. 1. 5. 20:15, 경민 : 멍청
2021. 1. 5. 20:15, Sekwang Ludan : 중국에 재산도 없으미
2021. 1. 5. 20:15, Sekwang Ludan : 재산세도 안냄 ㅠ
2021. 1. 5. 20:15, 부그뷰 : 그럼않되
2021. 1. 5. 20:15, Sekwang Ludan : 후~~
2021. 1. 5. 20:15, Sekwang Ludan : ㅋㅋㅋ ㅂㄱㅂ 우리 보증금 받을때 다가오지 않음?
2021. 1. 5. 20:16, 부그뷰 : 우리 2월임그거
2021. 1. 5. 20:16, 부그뷰 : 보증금 그럼
2021. 1. 5. 20:16, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 20:16, Sekwang Ludan : 후~~
2021. 1. 5. 20:16, 부그뷰 : 200좀안되게 돌려받으려나
2021. 1. 5. 20:16, Sekwang Ludan : 아마두 ㅠ
2021. 1. 5. 20:16, 경민 : 쿨하게버리누근데
2021. 1. 5. 20:16, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 20:16, Sekwang Ludan : 근데 2월22에 입주 했으니까 2월 21일까지 인가?
2021. 1. 5. 20:17, 부그뷰 : 그럴듯
2021. 1. 5. 20:17, Sekwang Ludan : 머리아파 ㅋㅋ 이 시국에 방 빠질리 없도
2021. 1. 5. 20:17, 부그뷰 : 세달치 빠지니까
2021. 1. 5. 20:17, 부그뷰 : 340정도 돌려받을듯
2021. 1. 5. 20:17, Sekwang Ludan : ㅋㅋ 마지막으로 낸게 언제였지?
2021. 1. 5. 20:17, 부그뷰 : 11월까진냄
2021. 1. 5. 20:17, Sekwang Ludan : 두달치 빠지는줄 알았는데 세달이뉴 ㅠ
2021. 1. 5. 20:18, Sekwang Ludan : 2월엔 안내도 되니까 두달만 까이는거 아님?
2021. 1. 5. 20:18, 경민 : 2월도내야지
2021. 1. 5. 20:18, 부그뷰 : 코로나만 안심해졌으면 금방빠질 방인데
2021. 1. 5. 20:18, 경민 : 아닌가
2021. 1. 5. 20:18, 경민 : 몰겟누;
2021. 1. 5. 20:18, 부그뷰 : 우리 몇일에 냈지
2021. 1. 5. 20:18, 부그뷰 : 월세
2021. 1. 5. 20:18, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 20:18, Sekwang Ludan : 22일!
2021. 1. 5. 20:18, 경민 : 22일이내는날이면
2021. 1. 5. 20:18, Sekwang Ludan : ㅋㅋ 1월 22가 마지막이야
2021. 1. 5. 20:18, 부그뷰 : 그럼 안빠질듯
2021. 1. 5. 20:18, 경민 : 안내도되는거아니누
2021. 1. 5. 20:18, Sekwang Ludan : ㅇㅇ 다행이다
2021. 1. 5. 20:18, 부그뷰 : 2달치빠지겠네
2021. 1. 5. 20:19, Sekwang Ludan : 응응 그전에 방 나갔으면 좋으련만
2021. 1. 5. 20:19, Sekwang Ludan : 불운해 여튼
2021. 1. 5. 20:19, 부그뷰 : 오산은 월세 후불인데
2021. 1. 5. 20:19, 부그뷰 : 신기함
2021. 1. 5. 20:19, 경민 : 엥
2021. 1. 5. 20:19, 경민 : 개신기
2021. 1. 5. 20:19, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 20:19, Sekwang Ludan : ㅋㅋㅋ 신기신기
2021. 1. 5. 20:19, 부그뷰 : 후불 처음봄 여기서
2021. 1. 5. 22:07, 경민 : 펜하 마지막회 가즈악
2021. 1. 5. 22:16, abyss오재 : 가주아
2021. 1. 5. 22:17, 부그뷰 : https://youtu.be/qYlzca11Tbc
2021. 1. 5. 22:18, abyss오재 : 사진
2021. 1. 5. 22:18, abyss오재 : 마음의준비해야하누;
2021. 1. 5. 22:18, 경민 : ㅋㅋㅋ
2021. 1. 5. 22:18, 경민 : 바빠지겟누
2021. 1. 5. 22:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ
2021. 1. 5. 22:20, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:20, 원준오빠 : 유툽 댓글인줄
2021. 1. 5. 22:20, 정우 : 마음의준비
2021. 1. 5. 22:20, 정우 : 기상청의 핵심
2021. 1. 5. 22:20, 정우 : 오재훈
2021. 1. 5. 22:25, abyss오재 : 허우다허우
2021. 1. 5. 22:29, 빠충 : 슬랙그켬이누
2021. 1. 5. 22:30, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:30, abyss오재 : 그래서 바로 밑에
2021. 1. 5. 22:30, abyss오재 : 허깅페이스
2021. 1. 5. 22:30, abyss오재 : 이모티콘달았누 ^^'
2021. 1. 5. 22:30, 빠충 : UI만봐도 경기일어나네
2021. 1. 5. 22:30, 빠충 : ㄲㄲ
2021. 1. 5. 22:30, 빠충 : 알람꺼놓기하고
2021. 1. 5. 22:30, 빠충 : ㅌㅌ
2021. 1. 5. 22:30, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:30, abyss오재 : 못튀어 어어억
2021. 1. 5. 22:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:31, 정우 : 노예ㅎㅇ
2021. 1. 5. 22:32, abyss오재 : ㅎㅇ,,,;;;;
2021. 1. 5. 22:35, 부그뷰 : 빠충
2021. 1. 5. 22:35, 빠충 : 아니
2021. 1. 5. 22:35, 부그뷰 : 방송한거 어디가면 들을수있음
2021. 1. 5. 22:35, 부그뷰 : 뭘아니야
2021. 1. 5. 22:35, 빠충 : 아 나?
2021. 1. 5. 22:35, 부그뷰 : 아나아나
2021. 1. 5. 22:35, 빠충 : 영어로 10분떠드는데
2021. 1. 5. 22:35, 빠충 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:35, 부그뷰 : 영어듣기는
2021. 1. 5. 22:35, 부그뷰 : 잘함
2021. 1. 5. 22:36, 빠충 : ㄱㄷ
2021. 1. 5. 22:36, 부그뷰 : 듣기만
2021. 1. 5. 22:36, 부그뷰 : 맨날 잘때쯤에 카톡정주행하는듯ㅋㄹㅋㅋ
2021. 1. 5. 22:37, 빠충 : https://www.spooncast.net/cast/300499
2021. 1. 5. 22:37, 빠충 : 이거긴한데
2021. 1. 5. 22:37, 빠충 : 일하는 거 들켜서 부끄럽누
2021. 1. 5. 22:37, 부그뷰 : 라디오bj
2021. 1. 5. 22:37, 부그뷰 : 현실화되누
2021. 1. 5. 22:37, 빠충 : ㅅㅂ
2021. 1. 5. 22:37, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:41, 부그뷰 : 사진
2021. 1. 5. 22:41, 부그뷰 : 니
2021. 1. 5. 22:41, 부그뷰 : 영어 잘하네
2021. 1. 5. 22:42, 부그뷰 : 근데 니 살뺄게 어데있다고 루징웨이트 거리냐
2021. 1. 5. 22:42, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:46, 부그뷰 : 아잘못들은거네
2021. 1. 5. 22:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 5. 22:47, 부그뷰 : 빠충영어잘하는거알았는데
2021. 1. 5. 22:47, 부그뷰 : 개잘하누
2021. 1. 5. 22:47, abyss오재 : 나도들을래
2021. 1. 5. 22:47, abyss오재 : 와 코멘트 175개
