Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 18. 21:21, 경민 : ㅂㅇ...ㅠ
2018. 9. 18. 21:21, 빠충 : 너도 여의도 와
2018. 9. 18. 21:21, 경민 : 내가가면
2018. 9. 18. 21:21, 경민 : 치킨정도는사주ㅓ야
2018. 9. 18. 21:21, 경민 : 간다
2018. 9. 18. 21:21, 경민 : ㅠ
2018. 9. 18. 21:21, 경민 : 배곺하업ㄹ여
2018. 9. 18. 21:21, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:21, 경민 : 근데직장인치고존나싸다
2018. 9. 18. 21:21, 경민 : 치킨사주면간데
2018. 9. 18. 21:21, 경민 : ㅁㅊ...
2018. 9. 18. 21:21, 빠충 : 근데
2018. 9. 18. 21:21, 빠충 : 치킨 사주면
2018. 9. 18. 21:21, 원준오빠 : 사준다
2018. 9. 18. 21:21, 빠충 : 나도 잘 감
2018. 9. 18. 21:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:21, 경민 : ㄹㅇ?
2018. 9. 18. 21:21, 경민 : 이오빠나를
2018. 9. 18. 21:21, 경민 : 무시햇네
2018. 9. 18. 21:21, 원준오빠 : 아냐 미안
2018. 9. 18. 21:22, 경민 : 퇴근하고갈테니까
2018. 9. 18. 21:22, 경민 : 밤샐준비
2018. 9. 18. 21:22, 원준오빠 : 내가 돈이가ㅜ없어
2018. 9. 18. 21:22, 경민 : 하셈
2018. 9. 18. 21:22, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:22, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:22, 빠충 : 생각 안 하고 뱉었버리기
2018. 9. 18. 21:22, 원준오빠 : 물질적 한계가ㅠ있오..
2018. 9. 18. 21:22, 원준오빠 : 나 낙장뷸입인 부분..?
2018. 9. 18. 21:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:24, 원준오빠 : 사진
2018. 9. 18. 21:24, 원준오빠 : 사진
2018. 9. 18. 21:25, 원준오빠 : 사진
2018. 9. 18. 21:25, 빠충 : 사진
2018. 9. 18. 21:25, 원준오빠 : 프사각이다
2018. 9. 18. 21:27, 양우성 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:27, 양우성 : 긔엽네
2018. 9. 18. 21:27, 양우성 : 서로찍어주구
2018. 9. 18. 21:27, (알 수 없음) : ㅁㅊ
2018. 9. 18. 21:27, (알 수 없음) : 존나귀욥넼ㅋㅋ
2018. 9. 18. 21:28, (알 수 없음) : 원준이형 ㄹㄹ졸귀처럼
2018. 9. 18. 21:28, (알 수 없음) : 나와벌임
2018. 9. 18. 21:30, 빠충 : 사진
2018. 9. 18. 21:30, 빠충 : 그의 그린티라떼
2018. 9. 18. 21:30, 빠충 : 아이스
2018. 9. 18. 21:30, 양우성 : 나도 그린티개조아하는데
2018. 9. 18. 21:30, 빠충 : 너도 오게?
2018. 9. 18. 21:31, 빠충 : 가능
2018. 9. 18. 21:35, (알 수 없음) : 사진
2018. 9. 18. 21:35, (알 수 없음) : 친구껀데 성겨육봐봐
2018. 9. 18. 21:35, (알 수 없음) : 성실하게참여햇대
2018. 9. 18. 21:35, (알 수 없음) : 갑자기교유관계,,
2018. 9. 18. 21:35, (알 수 없음) : 근데남중;;
2018. 9. 18. 21:36, 경민 : 아스트레스
2018. 9. 18. 21:36, 경민 : 받아벌여
2018. 9. 18. 21:36, 경민 : 영재
2018. 9. 18. 21:36, 양우성 : 남중에서 느낄게있나ㅋㅋㅋㅋ
2018. 9. 18. 21:36, 경민 : ㅎㅇ
2018. 9. 18. 21:36, 경민 : 영재
2018. 9. 18. 21:36, 양우성 : 영재 ㅎㅇ
2018. 9. 18. 21:36, 경민 : 카이스트간애
2018. 9. 18. 21:36, 경민 : 아님?
2018. 9. 18. 21:36, 양우성 : 존똑
2018. 9. 18. 21:37, (알 수 없음) : 맞움
2018. 9. 18. 21:37, (알 수 없음) : 아
2018. 9. 18. 21:37, (알 수 없음) : 영재어디서봣나햇네
2018. 9. 18. 21:37, (알 수 없음) : 저기밑에이름잇네
2018. 9. 18. 21:37, 경민 : ㅋ
2018. 9. 18. 21:37, 경민 : 광찰력무시 ㄴ
2018. 9. 18. 21:37, (알 수 없음) : ㅇㅋ..광찰력
2018. 9. 18. 21:39, 경민 : 에혀
2018. 9. 18. 21:42, 원준오빠 : 경민이 왜 빡침
2018. 9. 18. 21:42, 원준오빠 : 치킨이 구라로 탄로나서?
2018. 9. 18. 21:42, 경민 : 퇴근목해서
2018. 9. 18. 21:42, 경민 : 오늘부터
2018. 9. 18. 21:42, 경민 : 만원씩모으면
2018. 9. 18. 21:42, 경민 : 크리스마스에
2018. 9. 18. 21:43, 경민 : 백만원으로놀수잇데
2018. 9. 18. 21:43, 원준오빠 : ㅁㅊ
2018. 9. 18. 21:43, 원준오빠 : 100일남았냐..
2018. 9. 18. 21:46, 양우성 : 야근비 싹다벌어~
2018. 9. 18. 21:48, 경민 : 야근비ㅠ
2018. 9. 18. 21:48, 경민 : 17시간이상해야야근비나옴;;;ㅎㅎ
2018. 9. 18. 21:54, 경민 : 지금7.5야근함
2018. 9. 18. 21:55, (알 수 없음) : 오미첫가
2018. 9. 18. 21:55, (알 수 없음) : 퓨마죽엿대
2018. 9. 18. 21:55, 경민 : 헐
2018. 9. 18. 21:55, 양우성 : ㅠㅠ
2018. 9. 18. 21:55, 양우성 : 너무해
2018. 9. 18. 21:55, (알 수 없음) : 사살햇다고문자옴
2018. 9. 18. 21:55, 경민 : 나는라면먹늘게
2018. 9. 18. 21:55, 경민 : 빡치니깐
2018. 9. 18. 21:56, 경민 : 에혀
2018. 9. 18. 21:57, 경민 : 몸무게잿더니먹기시러저벌여
2018. 9. 18. 21:57, 경민 : ㅠ
2018. 9. 18. 21:58, 원준오빠 : 하
2018. 9. 18. 21:58, 원준오빠 : 치킨 먹고싶긴하다
2018. 9. 18. 21:58, 정우 : ㅎㅇ
2018. 9. 18. 21:58, 정우 : 지금일어남
2018. 9. 18. 21:58, 정우 : ㅎ
2018. 9. 18. 21:58, 정우 : ;;;;;;
2018. 9. 18. 21:58, 원준오빠 : 나오셈
2018. 9. 18. 21:58, 원준오빠 : 치킨먹으러
2018. 9. 18. 21:58, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳤나바..
2018. 9. 18. 21:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 21:59, 원준오빠 : 오재ㅜ나ㅜ정신차리라고해주셈
2018. 9. 18. 22:03, 경민 : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 22:08, 이석준 : 퓨마 사살쓰...
2018. 9. 18. 22:10, (알 수 없음) : 아니
2018. 9. 18. 22:10, (알 수 없음) : 원준이형
2018. 9. 18. 22:10, (알 수 없음) : 프사졸귀돼서
2018. 9. 18. 22:10, (알 수 없음) : 뭐라못하겟네
2018. 9. 18. 22:10, Sekwang Ludan : ㅎㅇ~~
2018. 9. 18. 22:10, (알 수 없음) : gd
2018. 9. 18. 22:11, (알 수 없음) : 세광이형
2018. 9. 18. 22:11, Sekwang Ludan : 나도 욕좀 먹어보자
2018. 9. 18. 22:11, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 9. 18. 22:11, (알 수 없음) : 욕먹고싶어?
2018. 9. 18. 22:11, (알 수 없음) : 뭐이렁변태같은새끼가다잇냐
2018. 9. 18. 22:11, (알 수 없음) : 휴..
2018. 9. 18. 22:11, (알 수 없음) : 어미안
2018. 9. 18. 22:11, (알 수 없음) : 이모티콘 
2018. 9. 18. 22:12, Sekwang Ludan : 이모티콘 
2018. 9. 18. 22:12, (알 수 없음) : 망햇어
2018. 9. 18. 22:13, (알 수 없음) : 와하나도모르겟네이거뭐어케하는거얔ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 22:13, (알 수 없음) : 그럼안녕...
2018. 9. 18. 22:13, (알 수 없음) : 공부하러가야겟다
2018. 9. 18. 22:13, 경민 : ?
2018. 9. 18. 22:13, 정우 : 아
2018. 9. 18. 22:13, 정우 : 30분부터
2018. 9. 18. 22:13, 정우 : 공부한다ㄹㅇ
2018. 9. 18. 22:13, 경민 : 공부왜함
2018. 9. 18. 22:13, 정우 : 목요일퀴즈라서
2018. 9. 18. 22:13, 정우 : ㅋ
2018. 9. 18. 22:14, Sekwang Ludan : 아 나도 낼부터 회계 학점은행 중간인데
2018. 9. 18. 22:14, Sekwang Ludan : 하나도 모름
2018. 9. 18. 22:15, 양우성 : 낼 1차고사ㅠ
2018. 9. 18. 22:15, 원준오빠 : 벌써??
2018. 9. 18. 22:15, 원준오빠 : 개도랏네
2018. 9. 18. 22:18, 이석준 : ㅎㅇㅌ
2018. 9. 18. 22:18, Sekwang Ludan : 하....
2018. 9. 18. 22:19, 양우성 : ㅎㅇㅌ!!
2018. 9. 18. 22:19, Sekwang Ludan : 힘내라
2018. 9. 18. 22:19, Sekwang Ludan : 아니 근데 나 지금 퇴근함
2018. 9. 18. 22:21, 경민 : 사진
2018. 9. 18. 22:21, 경민 : 왜추천에
2018. 9. 18. 22:21, 경민 : 내멍멍이나옴
2018. 9. 18. 22:21, 경민 : ㅋㅋㅋ
2018. 9. 18. 22:23, 빠충 : !
2018. 9. 18. 22:23, 빠충 : 세광이형은
2018. 9. 18. 22:23, 빠충 : 집으로 얼른 가고
2018. 9. 18. 22:23, 빠충 : 강아지는 귀엽고
2018. 9. 18. 22:46, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 23:32, 원준오빠 : 내동생 에어팟 샀네
2018. 9. 18. 23:32, 원준오빠 : 끼고 날르까
2018. 9. 18. 23:33, (알 수 없음) : ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 23:33, 원준오빠 : 푸마 죽였데..
2018. 9. 18. 23:33, 빠충 : ㄱㄱ
2018. 9. 18. 23:33, 원준오빠 : 쉬벌탱놈들
2018. 9. 18. 23:33, 빠충 : 한 쪽만 쌔비고
2018. 9. 18. 23:33, 빠충 : 며칠 뒤에 남은 한쪽도
2018. 9. 18. 23:33, 원준오빠 : 히팝은 한꺼번에 쌔비지 유남쌩
2018. 9. 18. 23:34, 빠충 : 총으로 위협 뭔지 알지
2018. 9. 18. 23:34, 빠충 : 근데 동생이니까 그렇게까진 안 되는 거 알지
2018. 9. 18. 23:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 23:37, 원준오빠 : 근데 그 전에 총이 없는건 왜 별 문제가 안되는거 같지
2018. 9. 18. 23:38, 원준오빠 : 푸마가 죽어서그래
2018. 9. 18. 23:56, 재환오빠 : 내얘기들어줄사람
2018. 9. 18. 23:59, 재환오빠 : 와 쩔엇네 우성이 프리스타일버스킹
2018. 9. 18. 23:59, 정우 : 저요저요
2018. 9. 18. 23:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 23:59, 정우 : 춤잘춤

2018년 9월 19일 수요일
2018. 9. 19. 00:00, 원준오빠 : 오?
2018. 9. 19. 00:00, 원준오빠 : 페북?
2018. 9. 19. 00:00, 원준오빠 : 얘기 들어드립니다
2018. 9. 19. 00:02, 빠충 : 저도저도
2018. 9. 19. 00:02, 재환오빠 : 내일 나 8시에 청광에서 공연하는데 보러올사람
2018. 9. 19. 00:02, 정우 : 대박
2018. 9. 19. 00:03, 양우성 : 우어ㅏ
2018. 9. 19. 00:03, 양우성 : 실험끝나고바로가야지
2018. 9. 19. 00:03, 원준오빠 : ㅁㅊ대박
2018. 9. 19. 00:03, 원준오빠 : 수학과 뽀시레기들 몰고 갈겡ㅅ
2018. 9. 19. 00:03, 원준오빠 : 갈게요
2018. 9. 19. 00:04, 원준오빠 : 내일 자과대 행사있어서 6시부터 키노빈스 갈거같은데
2018. 9. 19. 00:04, 원준오빠 : 완벽해
2018. 9. 19. 00:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:04, 원준오빠 : 형 몇곡해요?
2018. 9. 19. 00:04, 재환오빠 : 굳굳ㅋㅋㅋㅋ
2018. 9. 19. 00:04, 재환오빠 : 우리4곡ㅋㅋㅋ
2018. 9. 19. 00:04, 원준오빠 : 오 낫뱃
2018. 9. 19. 00:04, 정우 : 호오오오오오오옹
2018. 9. 19. 00:04, 재환오빠 : 20분하래서
2018. 9. 19. 00:04, 원준오빠 : 개꿀
2018. 9. 19. 00:04, 정우 : 개길다
2018. 9. 19. 00:04, 정우 : 좋아여
2018. 9. 19. 00:05, 정우 : 공부하다가면 싹
2018. 9. 19. 00:05, 원준오빠 : 정우도 갈래 키노?
2018. 9. 19. 00:05, 정우 : 뭔뎅?
2018. 9. 19. 00:05, 원준오빠 : 술과 음식을 준데
2018. 9. 19. 00:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:05, 원준오빠 : 사진
2018. 9. 19. 00:05, 원준오빠 : 술과 음식을 내 놓아라
2018. 9. 19. 00:05, 양우성 : 쫀당
2018. 9. 19. 00:05, 정우 : 오오오오옹
2018. 9. 19. 00:06, 정우 : 아그럼 추대과제랑 공부 다해놔야되는데
2018. 9. 19. 00:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:06, 정우 : 열심히해보겠습니다
2018. 9. 19. 00:06, 원준오빠 : 추대 시벌것
2018. 9. 19. 00:11, 정우 : 양 존나많아 추대
2018. 9. 19. 00:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:11, 정우 : 시발
2018. 9. 19. 00:11, 정우 : 괜히들었나 ㅎㅎ;;;
2018. 9. 19. 00:13, 재환오빠 : 근데 그거 수학과면 다들 거쳐가는길이던데ㅋㅋㅋㅋㅋ
2018. 9. 19. 00:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:16, 원준오빠 : 구글링이 답이다^^
2018. 9. 19. 00:18, 원준오빠 : 빡치니까 배그한판 해야지
2018. 9. 19. 00:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:18, 정우 : 진짜
2018. 9. 19. 00:18, 정우 : 갓글
2018. 9. 19. 00:18, 정우 : 구글짱
2018. 9. 19. 00:42, 재환오빠 : https://www.youtube.com/watch?v=D3ZFtSoWtRc
2018. 9. 19. 00:43, 재환오빠 : 아 이거 존나웃김ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 00:58, 원준오빠 : 옼케이 계획대로 되고있어
2018. 9. 19. 01:12, (알 수 없음) : 우왁
2018. 9. 19. 01:12, (알 수 없음) : 3문제밖에못풀어벌엿어
2018. 9. 19. 01:16, 원준오빠 : 옼케이 발리고 ㅌㅌ배그
2018. 9. 19. 01:16, (알 수 없음) : zxzx,ㅌ
2018. 9. 19. 01:16, 정우 : 과제 5절해야하는데 1절밖에 안해버렸어
2018. 9. 19. 01:16, 정우 : 잘꺼야
2018. 9. 19. 01:17, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 01:17, 정우 : 이모티콘 
2018. 9. 19. 01:17, (알 수 없음) : ㅎㅇ이정우
2018. 9. 19. 01:17, 정우 : ㅎㅇ
2018. 9. 19. 01:17, (알 수 없음) : 난다하고말겟어...
2018. 9. 19. 01:17, (알 수 없음) : 4시잠각
2018. 9. 19. 01:17, 정우 : 나는....
2018. 9. 19. 01:17, (알 수 없음) : 솔루션을찾아야겟다...
2018. 9. 19. 01:17, 원준오빠 : 정우야
2018. 9. 19. 01:17, 정우 : 목요일까지니까.....
2018. 9. 19. 01:17, 원준오빠 : 우리에겐 내일이
2018. 9. 19. 01:17, 원준오빠 : 그렇지
2018. 9. 19. 01:17, (알 수 없음) : 나도목욜까지...
2018. 9. 19. 01:17, 정우 : 야쓰
2018. 9. 19. 01:17, 원준오빠 : 또 구굴이
2018. 9. 19. 01:17, (알 수 없음) : 나도구글만믿는다...
2018. 9. 19. 01:17, 정우 : 야쓰
2018. 9. 19. 01:17, 정우 : 구글
2018. 9. 19. 01:17, 정우 : 갓구글
2018. 9. 19. 01:17, (알 수 없음) : 짜증난다
2018. 9. 19. 01:18, 정우 : 구글믿고잔다
2018. 9. 19. 01:18, (알 수 없음) : 하나도못풀겟다시험개발릴생각벌써들군
2018. 9. 19. 01:18, (알 수 없음) : 이모티콘 
2018. 9. 19. 01:18, (알 수 없음) : 아
2018. 9. 19. 01:18, (알 수 없음) : 커피때려박아서또잠안와
2018. 9. 19. 01:18, 원준오빠 : 포켓몬 퀘스트 해보렴
2018. 9. 19. 01:18, 원준오빠 : 잠잘와
2018. 9. 19. 01:19, (알 수 없음) : ㅏㅋㅌㅌㅌㅌㅋ
2018. 9. 19. 01:19, (알 수 없음) : 형그거하는거
2018. 9. 19. 01:19, (알 수 없음) : 나근데폰겜은안하는듯
2018. 9. 19. 01:19, (알 수 없음) : ...
2018. 9. 19. 01:19, (알 수 없음) : 이모티콘 
2018. 9. 19. 01:20, 원준오빠 : 아 넌 폰겜이지..
2018. 9. 19. 01:20, 원준오빠 : 난 패드겜이라
2018. 9. 19. 01:20, 원준오빠 : 짱큼
2018. 9. 19. 01:20, (알 수 없음) : 아...
2018. 9. 19. 01:20, (알 수 없음) : ㅋㅊㅋㅊㅋㅌㅌㅌㅌㅌ
2018. 9. 19. 01:20, (알 수 없음) : 패드하다가떨구면안아프?
2018. 9. 19. 01:23, 원준오빠 : 난 폰도 누워서 안해
2018. 9. 19. 01:23, 원준오빠 : ㅋㅋㅋㅋㅋ
2018. 9. 19. 01:30, 경민 : 꾺꾺
2018. 9. 19. 01:30, 경민 : 아
2018. 9. 19. 01:30, 경민 : 롤
2018. 9. 19. 01:30, 경민 : 개
2018. 9. 19. 01:31, 경민 : 지고잇어서
2018. 9. 19. 01:31, 경민 : 빡쳐벌여
2018. 9. 19. 01:35, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 01:35, 재환오빠 : 님티어어디?ㅋㅋㅋ
2018. 9. 19. 01:42, 원준오빠 : 티어 같은게 생기지도 않을 정도로 드믈게 플레이 하고있숩니더...쿠쿸
2018. 9. 19. 01:44, 경민 : 아
2018. 9. 19. 01:44, 경민 : 잠왜안오지
2018. 9. 19. 01:44, 경민 : 쪼웁
2018. 9. 19. 02:50, (알 수 없음) : 아쒸발
2018. 9. 19. 02:50, (알 수 없음) : ㅗㄴ나스트레스받네진ㅉ
2018. 9. 19. 02:50, (알 수 없음) : 이딴걸숙제라고내나
2018. 9. 19. 02:50, (알 수 없음) : 사진
2018. 9. 19. 02:50, (알 수 없음) : 시바컴터로하라도존나기찮을거같은데 변수8개짜리를
2018. 9. 19. 02:50, (알 수 없음) : 계산하는거처내는건진짜씹노양심아닌가
2018. 9. 19. 02:50, (알 수 없음) : 아존나빡쳐시발
2018. 9. 19. 02:50, (알 수 없음) : 좆같네아아아아아아시발
2018. 9. 19. 02:53, 재환오빠 : 개오바네
2018. 9. 19. 02:53, (알 수 없음) : 아진짴ㅋㅋㅋ존나ㅜㅠ
2018. 9. 19. 02:53, (알 수 없음) : 한시간반하다가
2018. 9. 19. 02:53, (알 수 없음) : 시바이걸하고잇어야하나
2018. 9. 19. 02:53, (알 수 없음) : 안하려고요;;
2018. 9. 19. 02:53, (알 수 없음) : 아존나빡첰ㅋㅋㅋㅋ진짜...
2018. 9. 19. 02:54, (알 수 없음) : 아스트레스이빠이받고잠드네;;;
2018. 9. 19. 02:54, (알 수 없음) : 츄ㅜㅜㅜㅜㅠ수벌
2018. 9. 19. 03:11, 재환오빠 : 그거풀고자야됨
2018. 9. 19. 03:12, (알 수 없음) : ㅋㅌ퓨ㅠㅠ
2018. 9. 19. 03:12, (알 수 없음) : 포기햇어욯...ㅎ
2018. 9. 19. 03:26, (알 수 없음) : 사진
2018. 9. 19. 03:26, (알 수 없음) : 렬루맘아픈데진짜 퓨마가뭔죄야 ㅅㅂ
2018. 9. 19. 03:26, (알 수 없음) : ㅠ
2018. 9. 19. 03:30, (알 수 없음) : 사진
2018. 9. 19. 03:30, (알 수 없음) : 지코평양갓다가 한국팬 더 늘어날기세
2018. 9. 19. 03:30, (알 수 없음) : 이모티콘 
2018. 9. 19. 03:40, 재환오빠 : 지코옆에 에일리?
2018. 9. 19. 03:45, (알 수 없음) : 넴
2018. 9. 19. 03:45, (알 수 없음) : ㅋㅋㅋ북한갓어여
2018. 9. 19. 03:56, 재환오빠 : 에일리 살개빠졌다진짜
2018. 9. 19. 04:00, (알 수 없음) : 하...
2018. 9. 19. 04:01, (알 수 없음) : 다이어트....
2018. 9. 19. 04:01, (알 수 없음) : 글로하는다이어,ㅡ
2018. 9. 19. 04:01, (알 수 없음) : 자야겟다쪼웁
2018. 9. 19. 04:01, (알 수 없음) : 형근데맨날늦게자면
2018. 9. 19. 04:01, (알 수 없음) : 안피곤해요?
2018. 9. 19. 04:10, 재환오빠 : 낮에 자리에엎드려서 쫌잠ㅋㅋㅋㅋ
2018. 9. 19. 04:10, 재환오빠 : 이제 자야지
2018. 9. 19. 04:11, 재환오빠 : ㅂ.ㅂ
2018. 9. 19. 04:50, (알 수 없음) : zzzzzzㅋㅋㅋㅋ
2018. 9. 19. 04:50, (알 수 없음) : 끼야우
2018. 9. 19. 04:50, (알 수 없음) : 나도낮잠을자야겟다...
2018. 9. 19. 06:52, (알 수 없음) : 아이제잠온다
2018. 9. 19. 06:52, (알 수 없음) : 미친
2018. 9. 19. 07:15, 이석준 : ;;
2018. 9. 19. 07:49, 양우성 : 대단
2018. 9. 19. 08:34, (알 수 없음) : 어
2018. 9. 19. 08:34, (알 수 없음) : 죽겟대
2018. 9. 19. 08:34, (알 수 없음) : 30분만더자야지
2018. 9. 19. 08:42, 양우성 : 30분이3시간이되고
2018. 9. 19. 08:50, 경민 : 하이루
2018. 9. 19. 08:52, 이석준 : ㅎㅇ
2018. 9. 19. 09:09, 양우성 : ㅎㅇ
2018. 9. 19. 09:13, (알 수 없음) : ㅎㅇ
2018. 9. 19. 09:23, Sekwang Ludan : ㅎㅇ~~
2018. 9. 19. 09:29, 정우 : ㅎㅇ
2018. 9. 19. 10:16, (알 수 없음) : ㅎㅇ
2018. 9. 19. 10:18, 양우성 : ㅎㅇ2
2018. 9. 19. 10:19, 정우 : 한시간반째 ㅎㅇ만하는중
2018. 9. 19. 10:19, 정우 : ;;;;
2018. 9. 19. 10:19, 이석준 : 생존신고
2018. 9. 19. 10:21, 정우 : ㅋㅋㅋㅋ
2018. 9. 19. 10:26, 경민 : ㅋㅋㅋㅋ
2018. 9. 19. 10:26, 경민 : 아지금출근한다
2018. 9. 19. 10:28, (알 수 없음) : ㅎㅇ
2018. 9. 19. 10:29, 경민 : ㅎㅇㅎㅇ
2018. 9. 19. 10:30, 경민 : 1030분에버스타버리기~
2018. 9. 19. 10:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 10:30, 경민 : 쿸쿸
2018. 9. 19. 10:30, 정우 : ㄹㅇ자율의끝판
2018. 9. 19. 10:31, 경민 : 아오늘술안마셔야겟다
2018. 9. 19. 10:32, 이석준 : 가서 조금시간때우다가 점심
2018. 9. 19. 10:32, 이석준 : ㄱㅇㄷ
2018. 9. 19. 10:33, 경민 : ㅇㅇ...
2018. 9. 19. 10:33, 경민 : 근데오늘
2018. 9. 19. 10:33, 경민 : 왜늦게출근하냐면
2018. 9. 19. 10:33, 경민 : 10시에뭐작업할거잇어서
2018. 9. 19. 10:33, 경민 : 약속갓다가다시회사가야함
2018. 9. 19. 10:33, 경민 : ㅎ
2018. 9. 19. 10:36, 정우 : ㅎ.....
2018. 9. 19. 10:36, 경민 : 회사도착
2018. 9. 19. 10:36, 경민 :  히힛
2018. 9. 19. 10:40, 정우 : 개꿀
2018. 9. 19. 10:42, 경민 : 회사
2018. 9. 19. 10:42, 경민 : 인터넷
2018. 9. 19. 10:42, 경민 : 안돼벌여
2018. 9. 19. 10:42, 경민 : ㅎㅎ
2018. 9. 19. 10:43, 경민 : 나이때와도꼴찌안햇음 개이득
2018. 9. 19. 11:03, 원준오빠 : ㅎㅇ
2018. 9. 19. 11:05, 경민 : ㅎㅇ
2018. 9. 19. 11:05, 경민 : 역시
2018. 9. 19. 11:05, 경민 : 컴은
2018. 9. 19. 11:05, 경민 : 껏다켜야대
2018. 9. 19. 11:13, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ ㅎㅇ 끝났슴 드디어??
2018. 9. 19. 11:13, Sekwang Ludan : 아놔 카톡 계속 왔다갔다하네
2018. 9. 19. 11:31, 빠충 : ㅎㅇㅇ
2018. 9. 19. 11:32, 재환오빠 : 카톡 ㅅㅂ 왜 개인톡알람안뜸?
2018. 9. 19. 11:32, 재환오빠 : ㅂㅅ됏네
2018. 9. 19. 11:35, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 19. 11:41, 빠충 : 아
2018. 9. 19. 11:41, 빠충 : 오늘 아침에도
2018. 9. 19. 11:41, 빠충 : 마미손 들었다
2018. 9. 19. 11:42, 빠충 : 노래 존나쎄...
2018. 9. 19. 11:42, (알 수 없음) : 마미손칼국수조지고싶다
2018. 9. 19. 11:42, (알 수 없음) : 하
2018. 9. 19. 11:42, (알 수 없음) : 나도오늘은
2018. 9. 19. 11:42, (알 수 없음) : 들어봐야지
2018. 9. 19. 11:42, 빠충 : 스윙스기리팔로코쿤
2018. 9. 19. 11:42, 빠충 : 귀에서 안 없어짐
2018. 9. 19. 11:47, 정우 : 계획대로 되고있어
2018. 9. 19. 11:47, 이석준 : 오케이 계획대로 되고있어
2018. 9. 19. 11:47, 경민 : 아
2018. 9. 19. 11:47, 경민 : 오전에
2018. 9. 19. 11:47, 경민 : 암거도안햇는데
2018. 9. 19. 11:47, 경민 : 밥머그러감
2018. 9. 19. 11:47, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
