Talk_2021.8.24 13:11-58.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 11월 27일 수요일
2019. 11. 27. 14:35, (알 수 없음) : 환기필요
2019. 11. 28. 16:15, 정우 : 신호 3-7회니까
2019. 11. 28. 16:16, 정우 : k에 34567넣고 계산해서 더한다
2019. 11. 28. 16:16, 정우 : 끝
2019. 11. 28. 16:16, 정우 : 아 열심히했다
2019. 11. 28. 16:16, 정우 : 맞나 근데?
2019. 11. 28. 16:16, 정우 : 맞겠지 뭐
2019. 11. 28. 16:16, (알 수 없음) : ㅇㅇ
2019. 11. 28. 16:16, 정우 : ㅇㅇ
2019. 11. 28. 16:16, (알 수 없음) : 씨엠에프꼴
2019. 11. 28. 16:16, (알 수 없음) : 쉬우니까빼기로푸셈
2019. 11. 28. 16:16, 정우 : 아
2019. 11. 28. 16:16, 정우 : 그러네
2019. 11. 28. 16:16, (알 수 없음) : 2번3번은
2019. 11. 28. 16:17, (알 수 없음) : 생존함수
2019. 11. 28. 16:17, (알 수 없음) : 씨엠에프
2019. 11. 28. 16:17, (알 수 없음) : 맞나
2019. 11. 28. 16:17, 정우 : 나같으면 2번은 cmf하고
2019. 11. 28. 16:17, (알 수 없음) : 포아송개오랜만
2019. 11. 28. 16:17, 정우 : 3번은 걍 푼다
2019. 11. 28. 16:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:17, 정우 : 5개정도는 그냥하는게 더빠름 나는
2019. 11. 28. 16:17, 정우 : ㅎ;;;;;
2019. 11. 28. 16:17, (알 수 없음) : 식이잇잖아
2019. 11. 28. 16:17, (알 수 없음) : 씨엠에프도
2019. 11. 28. 16:17, 정우 : 있지
2019. 11. 28. 16:17, 정우 : 빼기잖아
2019. 11. 28. 16:17, 정우 : 나 빼는거 잘못함
2019. 11. 28. 16:17, 정우 : 더하기가 쉬움
2019. 11. 28. 16:17, (알 수 없음) : ㅇㅋ...
2019. 11. 28. 16:17, (알 수 없음) : 그렇다면어절수업지
2019. 11. 28. 16:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:18, 정우 : cmf
2019. 11. 28. 16:18, 정우 : 뭔가 착착안감겨
2019. 11. 28. 16:18, 정우 : 맨날 pmf pdf로
2019. 11. 28. 16:18, 정우 : 먼저배워서그런지
2019. 11. 28. 16:18, 정우 : 먼저배운거 더 좋아함
2019. 11. 28. 16:18, 정우 : 이상
2019. 11. 28. 16:18, 정우 : 티엠아이
2019. 11. 28. 16:28, (알 수 없음) : 아니
2019. 11. 28. 16:28, (알 수 없음) : 아그러네
2019. 11. 28. 16:29, (알 수 없음) : 포아송은근데
2019. 11. 28. 16:29, (알 수 없음) : cmf 쥐리는거아님
2019. 11. 28. 16:29, (알 수 없음) : 아닌가
2019. 11. 28. 16:29, (알 수 없음) : 지수가 지리는건가
2019. 11. 28. 16:29, (알 수 없음) : 알못;
2019. 11. 28. 16:29, (알 수 없음) : 연구실형한테빌런짓함
2019. 11. 28. 16:29, (알 수 없음) : 사진
2019. 11. 28. 16:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅎㅋㅎㅋ
2019. 11. 28. 16:30, (알 수 없음) : 뭐라하지답장오면
2019. 11. 28. 16:30, (알 수 없음) : 저녁에술마시자할까
2019. 11. 28. 16:31, 경민 : ㅋㅋㅋㅋ
2019. 11. 28. 16:31, 경민 : ㄱ
2019. 11. 28. 16:31, (알 수 없음) : ㅇㅋㅋ
2019. 11. 28. 16:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:31, 정우 : ㄱ
2019. 11. 28. 16:31, 원준오빠 : 메리홀 계속 할걸 쓰바
2019. 11. 28. 16:31, 원준오빠 : ㅎㅇㅎㅇ
2019. 11. 28. 16:31, (알 수 없음) : ㅎㅇㅎㅇ
2019. 11. 28. 16:31, (알 수 없음) : 근데
2019. 11. 28. 16:31, (알 수 없음) : 12월
2019. 11. 28. 16:31, (알 수 없음) : 아
2019. 11. 28. 16:31, 정우 : ㅎㅇㅎㅇ
2019. 11. 28. 16:31, (알 수 없음) : 메리홀근데좋아;
2019. 11. 28. 16:31, (알 수 없음) : 알아?
2019. 11. 28. 16:32, 원준오빠 : 몰라 ㅠ
2019. 11. 28. 16:32, (알 수 없음) : 나도몰라
2019. 11. 28. 16:32, (알 수 없음) : 짜증나
2019. 11. 28. 16:32, 원준오빠 : 와 연구실 형
2019. 11. 28. 16:32, 원준오빠 : 개빡쳤으면 좋겠다
2019. 11. 28. 16:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:32, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:32, 원준오빠 : ㅎㅎ
2019. 11. 28. 16:32, (알 수 없음) : 요새
2019. 11. 28. 16:32, (알 수 없음) : 열일하신데
2019. 11. 28. 16:32, (알 수 없음) : 매일새벽들어가신대
2019. 11. 28. 16:32, (알 수 없음) : 같이뭐하는데
2019. 11. 28. 16:32, 원준오빠 : 헝 ㅠ
2019. 11. 28. 16:32, (알 수 없음) : 맨날
2019. 11. 28. 16:32, (알 수 없음) : 내각
2019. 11. 28. 16:32, (알 수 없음) : 뭐해와서
2019. 11. 28. 16:32, (알 수 없음) : 만나자고
2019. 11. 28. 16:32, (알 수 없음) : 담주까지
2019. 11. 28. 16:32, (알 수 없음) : 이러거든
2019. 11. 28. 16:32, (알 수 없음) : 형수업3개듣는데
2019. 11. 28. 16:32, (알 수 없음) : 그거까지하려면
2019. 11. 28. 16:32, 원준오빠 : ㅠ
2019. 11. 28. 16:32, (알 수 없음) : 새벽까지일해야지
2019. 11. 28. 16:32, 원준오빠 : 짱이다
2019. 11. 28. 16:32, (알 수 없음) : 소닉보내드려야겠다
2019. 11. 28. 16:33, 원준오빠 : 소닉
2019. 11. 28. 16:33, 원준오빠 : 영화나오자나
2019. 11. 28. 16:33, (알 수 없음) : 일해일해
2019. 11. 28. 16:33, (알 수 없음) : 귀여워졌던데
2019. 11. 28. 16:33, 원준오빠 : 마자
2019. 11. 28. 16:33, 정우 : 오
2019. 11. 28. 16:33, 정우 : 재밌겠다
2019. 11. 28. 16:33, 원준오빠 : 소닉이 하도 게임에서 굴러디녀서
2019. 11. 28. 16:33, (알 수 없음) : ㅁㅊ
2019. 11. 28. 16:34, 원준오빠 : 뛰어 댕기는거 어색함
2019. 11. 28. 16:34, (알 수 없음) : ㄹㅇ
2019. 11. 28. 16:34, (알 수 없음) : 나는그
2019. 11. 28. 16:34, (알 수 없음) : 주황이
2019. 11. 28. 16:34, (알 수 없음) : 날라다니느거
2019. 11. 28. 16:34, 원준오빠 : 근데 원작에선 뛰당김 알지
2019. 11. 28. 16:34, (알 수 없음) : 좋아햇는데
2019. 11. 28. 16:34, (알 수 없음) : 졸귀처럼생김
2019. 11. 28. 16:34, 원준오빠 : 테일즈
2019. 11. 28. 16:34, 원준오빠 : 그 좁밥
2019. 11. 28. 16:34, (알 수 없음) : 어맞아 테일즈
2019. 11. 28. 16:34, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:34, (알 수 없음) : ㅅㅂ
2019. 11. 28. 16:34, (알 수 없음) : 개약해
2019. 11. 28. 16:34, (알 수 없음) : ㅇㅈ
2019. 11. 28. 16:34, 원준오빠 : 너클즈가 짱이다
2019. 11. 28. 16:34, (알 수 없음) : 너클즈
2019. 11. 28. 16:34, (알 수 없음) : 그새끼
2019. 11. 28. 16:34, (알 수 없음) : 꼬라박기
2019. 11. 28. 16:34, (알 수 없음) : 존나잘해
2019. 11. 28. 16:34, 원준오빠 : 주먹에 가시 달림
2019. 11. 28. 16:34, (알 수 없음) : ㅇㅇ
2019. 11. 28. 16:34, (알 수 없음) : 주먹에가시달고
2019. 11. 28. 16:34, (알 수 없음) : 꼬라박아뿜
2019. 11. 28. 16:34, (알 수 없음) : 그냥
2019. 11. 28. 16:34, 원준오빠 : 그리고 벽 탄다
2019. 11. 28. 16:34, (알 수 없음) : 형도 탄다
2019. 11. 28. 16:34, 원준오빠 : 거진 날다람쥐다 이거야
2019. 11. 28. 16:34, 원준오빠 : 맞다
2019. 11. 28. 16:34, 원준오빠 : 어제 동백이 에필로그 봄?
2019. 11. 28. 16:34, (알 수 없음) : 아니
2019. 11. 28. 16:35, (알 수 없음) : 술마시고있었어
2019. 11. 28. 16:35, 원준오빠 : 맞네ㅋ집가서 봐야징
2019. 11. 28. 16:35, 원준오빠 : 난 엘사보고
2019. 11. 28. 16:36, (알 수 없음) : 사진
2019. 11. 28. 16:36, (알 수 없음) : 개꿀
2019. 11. 28. 16:36, (알 수 없음) : 술약속생김
2019. 11. 28. 16:36, 정우 : 개굿
2019. 11. 28. 16:36, 정우 : 갯귤
2019. 11. 28. 16:36, 재환오빠 : Central Mid Fielder?
2019. 11. 28. 16:37, 원준오빠 : 아니
2019. 11. 28. 16:37, 원준오빠 : 임기응변으로 술약을 잡네
2019. 11. 28. 16:37, 원준오빠 : 역시 술J
2019. 11. 28. 16:37, (알 수 없음) : 개뀰;
2019. 11. 28. 16:38, (알 수 없음) : cmf
2019. 11. 28. 16:38, (알 수 없음) : 미필
2019. 11. 28. 16:39, 원준오빠 : combat military force
2019. 11. 28. 16:39, (알 수 없음) : 원줒이ㅕㅎ
2019. 11. 28. 16:40, 원준오빠 : 이모티콘 
2019. 11. 28. 16:40, 원준오빠 : coke milk fanta
2019. 11. 28. 16:40, (알 수 없음) : i love milk
2019. 11. 28. 16:40, 정우 : 중미
2019. 11. 28. 16:40, 정우 : 임마
2019. 11. 28. 16:41, (알 수 없음) : 오늘
2019. 11. 28. 16:41, 원준오빠 : and I dont
2019. 11. 28. 16:41, (알 수 없음) : ㅏ깔끔하게
2019. 11. 28. 16:41, (알 수 없음) : 딱 2병조지고
2019. 11. 28. 16:41, (알 수 없음) : 헤어짐
2019. 11. 28. 16:41, 정우 : 왜
2019. 11. 28. 16:41, 원준오빠 : 😱
2019. 11. 28. 16:41, (알 수 없음) : 12시에
2019. 11. 28. 16:41, (알 수 없음) : 술먹기로햇거든
2019. 11. 28. 16:41, (알 수 없음) : 일해야한대
2019. 11. 28. 16:41, (알 수 없음) : ㅅㅂ
2019. 11. 28. 16:41, 정우 : 아
2019. 11. 28. 16:41, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:41, 정우 : ㅇㅋ
2019. 11. 28. 16:41, 원준오빠 : ㄷㄷ
2019. 11. 28. 16:41, 원준오빠 : 해어지고 다시 일하러가심???
2019. 11. 28. 16:41, (알 수 없음) : 아니
2019. 11. 28. 16:41, (알 수 없음) : 12시에학교에서나와서
2019. 11. 28. 16:41, (알 수 없음) : 술드시러오실듯?
2019. 11. 28. 16:41, 원준오빠 : ㅇㅋ
2019. 11. 28. 16:41, 원준오빠 : ㅎ
2019. 11. 28. 16:41, (알 수 없음) : 그렇게
2019. 11. 28. 16:41, (알 수 없음) : 빨리
2019. 11. 28. 16:41, (알 수 없음) : ㅇㅋ하지마
2019. 11. 28. 16:41, (알 수 없음) : ㅇㅋ
2019. 11. 28. 16:41, 원준오빠 : ........
2019. 11. 28. 16:41, 원준오빠 : ㅇㅋ
2019. 11. 28. 16:41, 원준오빠 : 느리게
2019. 11. 28. 16:41, 원준오빠 : 함
2019. 11. 28. 16:41, 원준오빠 : ㅇ
2019. 11. 28. 16:42, 원준오빠 : ㅋ
2019. 11. 28. 16:42, (알 수 없음) : 파마하고
2019. 11. 28. 16:42, (알 수 없음) : 머리
2019. 11. 28. 16:42, (알 수 없음) : 집에서
2019. 11. 28. 16:42, (알 수 없음) : 감아도되나
2019. 11. 28. 16:42, 원준오빠 : 하루 있다가
2019. 11. 28. 16:42, 원준오빠 : 감아야지
2019. 11. 28. 16:42, (알 수 없음) : 그치
2019. 11. 28. 16:42, (알 수 없음) : 9시에하러가야겟다
2019. 11. 28. 16:44, 원준오빠 : 아빠 생일 선물 사러가야징
2019. 11. 28. 16:44, 원준오빠 : 내일임
2019. 11. 28. 16:44, 원준오빠 : ㅊㅋㅊㅋ
2019. 11. 28. 16:45, 정우 : 오
2019. 11. 28. 16:45, 정우 : ㅊㅋㅊㅋ
2019. 11. 28. 16:45, 정우 : 드립니다
2019. 11. 28. 16:45, 양우성 : 생신축하드립니당
2019. 11. 28. 16:45, 양우성 : 효자네
2019. 11. 28. 16:45, 정우 : 이모티콘 
2019. 11. 28. 16:48, (알 수 없음) : vzczcz
2019. 11. 28. 16:48, (알 수 없음) : czzczc
2019. 11. 28. 16:50, 원준오빠 : ㄱㅅㄱㅅ
2019. 11. 28. 16:52, (알 수 없음) : 머리자르기예약햇다
2019. 11. 28. 16:52, 정우 : 잘라잘라
2019. 11. 28. 16:52, 원준오빠 : 사진
2019. 11. 28. 16:52, 원준오빠 : 으른들이 펭수 존나 사랑하는듯
2019. 11. 28. 16:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:54, (알 수 없음) : ㄹㅇ
2019. 11. 28. 16:54, (알 수 없음) : 근데
2019. 11. 28. 16:54, (알 수 없음) : 범죄자는
2019. 11. 28. 16:54, (알 수 없음) : ㄹㅇ
2019. 11. 28. 16:54, (알 수 없음) : 방송나오게하지말자
2019. 11. 28. 16:54, 정우 : ㅇㅈ
2019. 11. 28. 16:54, (알 수 없음) : 이수근 들어가
2019. 11. 28. 16:54, (알 수 없음) : ㅠ
2019. 11. 28. 16:54, 정우 : 근데그럼
2019. 11. 28. 16:55, (알 수 없음) : 존ㄴ나웃긴데
2019. 11. 28. 16:55, (알 수 없음) : 범죄자들
2019. 11. 28. 16:55, 정우 : 아형폐지
2019. 11. 28. 16:55, (알 수 없음) : 다들어갔으면
2019. 11. 28. 16:55, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 16:55, (알 수 없음) : 신서유기
2019. 11. 28. 16:55, (알 수 없음) : 바로폐지
2019. 11. 28. 16:55, 정우 : ㅇㅈ
2019. 11. 28. 16:55, (알 수 없음) : 근데진짜
2019. 11. 28. 16:55, (알 수 없음) : 범죄자는;
2019. 11. 28. 16:55, 정우 : 약간
2019. 11. 28. 16:55, (알 수 없음) : 한순간의잘못이아니라
2019. 11. 28. 16:55, (알 수 없음) : 인성임
2019. 11. 28. 16:55, (알 수 없음) : ㅅㅂ
2019. 11. 28. 16:55, 정우 : 나영석군단
2019. 11. 28. 16:55, (알 수 없음) : ㅇㅇ
2019. 11. 28. 16:55, 정우 : 애들이 약간
2019. 11. 28. 16:55, (알 수 없음) : 나영석이 이미지
2019. 11. 28. 16:55, (알 수 없음) : 다바꿔주잖아;
2019. 11. 28. 16:55, 정우 : ㅇㅇ
2019. 11. 28. 16:55, (알 수 없음) : 누가 실수했다고
2019. 11. 28. 16:55, (알 수 없음) : 범죄자돼
2019. 11. 28. 16:55, (알 수 없음) : ㅅㅂ
2019. 11. 28. 16:55, 정우 : 30억
2019. 11. 28. 16:55, 정우 : 주는이유가
2019. 11. 28. 16:55, 정우 : 있다
2019. 11. 28. 16:56, (알 수 없음) : 뭐지
2019. 11. 28. 16:56, (알 수 없음) : 무ㅓ얼마전에보니까
2019. 11. 28. 16:56, (알 수 없음) : 범죄자들
2019. 11. 28. 16:56, (알 수 없음) : 티비안나오는
2019. 11. 28. 16:56, (알 수 없음) : 법안
2019. 11. 28. 16:56, 정우 : 존나자연스럽게 이미지바꿈
2019. 11. 28. 16:56, 정우 : 어
2019. 11. 28. 16:56, (알 수 없음) : 그거
2019. 11. 28. 16:56, 정우 : 좋네
2019. 11. 28. 16:56, (알 수 없음) : 사진
2019. 11. 28. 16:56, (알 수 없음) : 방송법 일부 개정안이래
2019. 11. 28. 16:57, 정우 : 굿
2019. 11. 28. 16:57, (알 수 없음) : 사진
2019. 11. 28. 16:57, 정우 : 생을마칠때까지 금지당해야할까?
2019. 11. 28. 16:57, (알 수 없음) : 7월부터
2019. 11. 28. 16:57, 정우 : 네
2019. 11. 28. 16:57, (알 수 없음) : 말나왔었때
2019. 11. 28. 16:57, (알 수 없음) : 하이튼근데
2019. 11. 28. 16:57, 정우 : 지들 유리하면
2019. 11. 28. 16:57, (알 수 없음) : 꼴배긴싫음
2019. 11. 28. 16:57, 정우 : 공인이라고
2019. 11. 28. 16:57, (알 수 없음) : 직업의 자유라고 하는데
2019. 11. 28. 16:57, 정우 : 사생활보호
2019. 11. 28. 16:57, 정우 : 해달라하고
2019. 11. 28. 16:57, (알 수 없음) : 범죄자한테
2019. 11. 28. 16:57, (알 수 없음) : 직업의 자유
2019. 11. 28. 16:57, (알 수 없음) : 좀떨어지는거
2019. 11. 28. 16:57, (알 수 없음) : 당연한거아닙니까
2019. 11. 28. 16:57, (알 수 없음) : 빨간줄
2019. 11. 28. 16:57, (알 수 없음) : 있으면누가
2019. 11. 28. 16:57, 정우 : 불리하면 연예인도 인간이라고
2019. 11. 28. 16:57, (알 수 없음) : 직장에서도 잘안서주겟다
2019. 11. 28. 16:57, 정우 : 직장
2019. 11. 28. 16:57, 정우 : 못가지
2019. 11. 28. 16:57, 정우 : 바로 짤
2019. 11. 28. 16:58, 정우 : 진짜 연예인이라고
2019. 11. 28. 16:58, 정우 : 막 나오는데;;;;
2019. 11. 28. 16:58, (알 수 없음) : 하이턴
2019. 11. 28. 16:58, (알 수 없음) : 진심
2019. 11. 28. 16:58, (알 수 없음) : 사죄하겠다면서
2019. 11. 28. 16:58, 정우 : 솔직히 연예인이야말로
2019. 11. 28. 16:58, (알 수 없음) : 방송으로사죄한다는거
2019. 11. 28. 16:58, (알 수 없음) : 싸댁들
2019. 11. 28. 16:58, (알 수 없음) : 다처맞아야함
2019. 11. 28. 16:58, 정우 : ㅇㅈ
2019. 11. 28. 16:58, (알 수 없음) : 그게무슨사죄야
2019. 11. 28. 16:58, 정우 : 아니
2019. 11. 28. 16:58, 정우 : 시발
2019. 11. 28. 16:58, 정우 : 진짜
2019. 11. 28. 16:58, (알 수 없음) : 나도그럼 돈벌면서사죄하겟다
2019. 11. 28. 16:58, 정우 : ~로 보답하겤ㅅ다
2019. 11. 28. 16:58, 정우 : 다뒤져야함
2019. 11. 28. 16:58, (알 수 없음) : ㄹㅇ
2019. 11. 28. 16:58, (알 수 없음) : 범죄자
2019. 11. 28. 16:58, (알 수 없음) : 손절해야함
2019. 11. 28. 16:59, 정우 : 보답
2019. 11. 28. 16:59, 정우 : 하지마 씨바
2019. 11. 28. 16:59, 정우 : 안받아
2019. 11. 28. 16:59, 정우 : 얼마전에도
2019. 11. 28. 16:59, 정우 : 어떤 고딩축구선수샛기가
2019. 11. 28. 16:59, 정우 : 똑같은소리하던데
2019. 11. 28. 17:00, (알 수 없음) : 방송에서
2019. 11. 28. 17:00, (알 수 없음) : 보고배워서그렇지뭐
2019. 11. 28. 17:00, (알 수 없음) : 운동선수도
2019. 11. 28. 17:00, (알 수 없음) : 인성
2019. 11. 28. 17:00, (알 수 없음) : 망가진애들
2019. 11. 28. 17:00, (알 수 없음) : 존나많아
2019. 11. 28. 17:00, 정우 : 샵검색: #손흥민 최희원
2019. 11. 28. 17:00, (알 수 없음) : 봤찌봤지
2019. 11. 28. 17:00, (알 수 없음) : 그놈의소농민
2019. 11. 28. 17:00, 정우 : ㅇㅇ
2019. 11. 28. 17:00, (알 수 없음) : 건방진새끼가
2019. 11. 28. 17:00, (알 수 없음) : 으디으디;;
2019. 11. 28. 17:00, 정우 : ㄹㅇ
2019. 11. 28. 17:00, 정우 : 으디
2019. 11. 28. 17:00, 정우 : 시발
2019. 11. 28. 17:01, 정우 : 데뷔도못한게
2019. 11. 28. 17:01, (알 수 없음) : 으디으디
2019. 11. 28. 17:01, 정우 : 니는 바로ㅃㅇ임 샛기야
2019. 11. 28. 17:01, (알 수 없음) : 오늘 2논문 하고
2019. 11. 28. 17:01, (알 수 없음) : 집가서 청소하고
2019. 11. 28. 17:01, (알 수 없음) : 9시에 머리자르고
2019. 11. 28. 17:01, (알 수 없음) : 술먹기가능?
2019. 11. 28. 17:01, 정우 : 갯귤이네 니;;;
2019. 11. 28. 17:01, 정우 : ㄱㄴㄱㄴ
2019. 11. 28. 17:02, (알 수 없음) : 갯귤이지인생임마
2019. 11. 28. 17:02, (알 수 없음) : 뭐있나
2019. 11. 28. 17:02, 정우 : ㅇㅈㅇㅈ
2019. 11. 28. 17:02, 정우 : 아니
2019. 11. 28. 17:02, 정우 : 야
2019. 11. 28. 17:02, 정우 : 어제 펭수
2019. 11. 28. 17:02, 정우 : 이육대봤는데
2019. 11. 28. 17:02, 정우 : 진짜 이육대전후로부터
2019. 11. 28. 17:02, 정우 : 미친듯이 웃기던데
2019. 11. 28. 17:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 17:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 17:02, (알 수 없음) : 이육대
2019. 11. 28. 17:02, (알 수 없음) : 개웃김
2019. 11. 28. 17:02, (알 수 없음) : 복습할까
2019. 11. 28. 17:02, 정우 : 아니진짜
2019. 11. 28. 17:03, 정우 : 번개맨이랑
2019. 11. 28. 17:03, 정우 : 뚝딱좌
2019. 11. 28. 17:03, 정우 : 도른거같음
2019. 11. 28. 17:03, 정우 : ㅅㅂ
2019. 11. 28. 17:03, (알 수 없음) : ㅋ
2019. 11. 28. 17:03, (알 수 없음) : 뚝딱좌
2019. 11. 28. 17:03, (알 수 없음) : 부경보
2019. 11. 28. 17:03, (알 수 없음) : 최애캐릭터
2019. 11. 28. 17:03, (알 수 없음) : 잖아
2019. 11. 28. 17:03, (알 수 없음) : ㅠ
2019. 11. 28. 17:03, 정우 : 나는
2019. 11. 28. 17:03, (알 수 없음) : 부경보따서
2019. 11. 28. 17:03, 정우 : 번개맨
2019. 11. 28. 17:03, (알 수 없음) : 만든거다
2019. 11. 28. 17:03, 정우 : ㅠ
2019. 11. 28. 17:03, (알 수 없음) : 번개맨
2019. 11. 28. 17:03, (알 수 없음) : 인기 개조진다매
2019. 11. 28. 17:03, 정우 : 아니
2019. 11. 28. 17:03, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어린이들의 수ㅠ퍼스타래
2019. 11. 28. 17:03, 정우 : 그게너무웃겨
2019. 11. 28. 17:03, 정우 : 갑자기
2019. 11. 28. 17:03, 정우 : 저기요
2019. 11. 28. 17:03, 정우 : 이거 파란걸로좀
2019. 11. 28. 17:03, 정우 : ㅅㅂ
2019. 11. 28. 17:03, (알 수 없음) : 그게뭐지
2019. 11. 28. 17:03, (알 수 없음) : 보고와야지
2019. 11. 28. 17:03, 정우 : 이육대보셈
2019. 11. 28. 17:03, 정우 : 진짜 울면서봤다
2019. 11. 28. 17:03, 정우 : ㅅㅂ
2019. 11. 28. 17:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 17:04, (알 수 없음) : ㅇㅋ
2019. 11. 28. 17:04, (알 수 없음) : 이육대 2편보면
2019. 11. 28. 17:04, (알 수 없음) : 30분순사깅ㄴ데 ㅠ
2019. 11. 28. 17:04, 정우 : 집가서보셈
2019. 11. 28. 17:04, 정우 : 그러면
2019. 11. 28. 17:05, (알 수 없음) : 아
2019. 11. 28. 17:05, (알 수 없음) : 근데
2019. 11. 28. 17:05, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 28. 17:05, (알 수 없음) : 지금 보아 마이네임듣는데
2019. 11. 28. 17:05, (알 수 없음) : 개신나네
2019. 11. 28. 17:05, (알 수 없음) : ;
2019. 11. 28. 17:05, (알 수 없음) : 15년전 노래
2019. 11. 28. 17:05, (알 수 없음) : 근데 개샹명곡;
2019. 11. 28. 17:05, (알 수 없음) : 아뭔가이상한데
2019. 11. 28. 17:08, 원준오빠 : 왜
2019. 11. 28. 17:08, 원준오빠 : 바지 안입음?
2019. 11. 28. 17:11, (알 수 없음) : dd
2019. 11. 28. 17:11, (알 수 없음) : 아니
2019. 11. 28. 17:11, (알 수 없음) : 입었어
2019. 11. 28. 17:11, (알 수 없음) : 아
2019. 11. 28. 17:11, (알 수 없음) : 입어서이상
2019. 11. 28. 17:11, (알 수 없음) : 한덧;
2019. 11. 28. 17:17, 원준오빠 : 역시
2019. 11. 28. 17:17, 원준오빠 : 억압 ㄴㄴ
2019. 11. 28. 17:22, (알 수 없음) : ㅇㅋㅇㅋ,,
2019. 11. 28. 17:32, 원준오빠 : 사진
2019. 11. 28. 17:32, 원준오빠 : 경보 ㅎㅇ
2019. 11. 28. 17:34, (알 수 없음) : gd
2019. 11. 28. 17:34, (알 수 없음) : ㅎㅇ
2019. 11. 28. 17:35, (알 수 없음) : Describe the current status of your study
2019. 11. 28. 17:35, (알 수 없음) : 이게뭔말같으?ㅁ
2019. 11. 28. 17:36, 재환오빠 : 지금 연구 뭐하고있냐
2019. 11. 28. 17:36, (알 수 없음) : Report the major progress made for your study this year
2019. 11. 28. 17:36, 재환오빠 : +진행상황
2019. 11. 28. 17:36, (알 수 없음) : 두개르 구분해서적어야하는데
2019. 11. 28. 17:36, (알 수 없음) : 각각뭘까요
2019. 11. 28. 17:36, 재환오빠 : 첫번쩨는 지금 어디하고있는지
2019. 11. 28. 17:36, (알 수 없음) : ㅜ,ㅠ
2019. 11. 28. 17:37, (알 수 없음) : 어디하고있지;;;;그냥 관련연구조사인가
2019. 11. 28. 17:37, 재환오빠 : 두번째는 올해 너가 제일 히트친 연구가 먼지
2019. 11. 28. 17:37, (알 수 없음) : 존나할말없네..쨔베;
2019. 11. 28. 17:38, (알 수 없음) : 뭐하지
2019. 11. 28. 17:38, (알 수 없음) : personalized model
2019. 11. 28. 17:38, (알 수 없음) : 간다
2019. 11. 28. 17:39, (알 수 없음) : 입털기
2019. 11. 28. 17:39, (알 수 없음) : 개좋쥬
2019. 11. 28. 17:46, 원준오빠 : 개웃기넴 재환이형이랑 같이 공연하는 밴드중에 하나가
