Talk_2021.8.24 13:11-36.txt
저장한 날짜 : 2021. 8. 24. 13:11



2019년 2월 17일 일요일
2019. 2. 17. 21:33, Sekwang Ludan : 라틴 뮤직!!!!
2019. 2. 24. 09:12, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 09:12, 경민 : 말하는만큼만하자
2019. 2. 24. 09:12, 빠충 : 망나니고
2019. 2. 24. 09:12, 정우 : 존나 컴퓨터랑 대화해야돼 씨벌
2019. 2. 24. 09:12, 정우 : 아니 대화가아니지
2019. 2. 24. 09:12, 빠충 : 아 근데
2019. 2. 24. 09:12, 정우 : 앞에 컴터앉혀놓고
2019. 2. 24. 09:12, 빠충 : 여기 시험장
2019. 2. 24. 09:12, 빠충 : 히터 잘 나오네
2019. 2. 24. 09:12, 정우 : 이게 뭐하는짓인가싶어서 걍나옴
2019. 2. 24. 09:12, 정우 : 오씨 난 개추웠는제
2019. 2. 24. 09:13, 경민 : ㅇㅈㅇㅈ
2019. 2. 24. 09:13, 빠충 : 핫팩 괜히 사왔나
2019. 2. 24. 09:13, 정우 : 오늘
2019. 2. 24. 09:13, 정우 : 개따뜻하던데
2019. 2. 24. 09:13, 빠충 : 유병재 미니핫팩 두개 사서
2019. 2. 24. 09:13, 빠충 : 양 주머니에 넣었는데
2019. 2. 24. 09:13, 빠충 : 약간 불지옥 각
2019. 2. 24. 09:13, 정우 : 형 시험보고나오면
2019. 2. 24. 09:13, 정우 : 영상10도
2019. 2. 24. 09:13, 경민 : 어제개덥던데
2019. 2. 24. 09:13, 경민 : 오늘도덥나
2019. 2. 24. 09:13, 정우 : ㅇㅇ비슷하댔으
2019. 2. 24. 09:13, 빠충 : ㅇㅇ약간
2019. 2. 24. 09:13, 빠충 : 더움
2019. 2. 24. 09:14, 정우 : 여기어디냐
2019. 2. 24. 09:14, 정우 : 나어디지
2019. 2. 24. 09:14, 정우 : 시청지났나
2019. 2. 24. 09:14, 정우 : 맞군
2019. 2. 24. 09:15, 정우 : 요즘군인
2019. 2. 24. 09:15, 정우 : 탈모보행도 시켜줌?
2019. 2. 24. 09:15, 정우 : 말년들 존나 걍모자벗고다니네
2019. 2. 24. 09:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 09:59, 이석준 : ㅎㅇ
2019. 2. 24. 10:04, (알 수 없음) : ㅎㅇ
2019. 2. 24. 10:04, (알 수 없음) : 빠ㅊㅜㅇ토익
2019. 2. 24. 10:04, (알 수 없음) : 만점받는날이냐
2019. 2. 24. 10:05, (알 수 없음) : 사진
2019. 2. 24. 10:05, (알 수 없음) : 무료만남지렷네
2019. 2. 24. 10:06, 양우성 : 재훈오빠~
2019. 2. 24. 10:07, (알 수 없음) : 가악
2019. 2. 24. 10:14, 부그뷰 : 어 나도 왔ㄴ느데
2019. 2. 24. 10:14, 부그뷰 : 다보내네
2019. 2. 24. 10:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 10:16, (알 수 없음) : 개윳겨
2019. 2. 24. 10:20, 양우성 : 나도왓엇움
2019. 2. 24. 10:54, (알 수 없음) : ㅁ무료만남조리네...
2019. 2. 24. 10:55, 재환오빠 : ㅎㅇ
2019. 2. 24. 10:56, (알 수 없음) : 하이하이
2019. 2. 24. 10:56, (알 수 없음) : 암ㅆ하니
2019. 2. 24. 13:05, (알 수 없음) : 샵검색: #너가 신지야?
2019. 2. 24. 13:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:08, 정우 : ㅎㅇ
2019. 2. 24. 13:11, (알 수 없음) : ㅎㅇ빨래널기귀찮아쥭겟다
2019. 2. 24. 13:13, 경민 : ㄹㅇ
2019. 2. 24. 13:13, 경민 : 인조웅
2019. 2. 24. 13:13, (알 수 없음) : 후
2019. 2. 24. 13:13, 정우 : 나는 허벅지가 너무아프다
2019. 2. 24. 13:13, 정우 : 끊어질거같애
2019. 2. 24. 13:13, 정우 : 후
2019. 2. 24. 13:14, 경민 : ㅋㅋㅋ축구?
2019. 2. 24. 13:14, 정우 : ㅇㅇ.....
2019. 2. 24. 13:14, 정우 : 아니원래 그냥 힘들고 다리좀아프고
2019. 2. 24. 13:14, 정우 : 한 정돈데
2019. 2. 24. 13:14, 정우 : 오늘 처음부터 허벅지만 존나게아픔
2019. 2. 24. 13:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:14, 정우 : 망했어~~~~~~
2019. 2. 24. 13:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:19, (알 수 없음) : 님들
2019. 2. 24. 13:19, (알 수 없음) : 진짜웃긴거보녀드림
2019. 2. 24. 13:19, (알 수 없음) : https://www.instagram.com/p/BuGS9AQBfx-/?utm_source=ig_share_sheet&igshid=1tgkmg589irht
2019. 2. 24. 13:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:20, 정우 : 아니근데
2019. 2. 24. 13:20, 정우 : 샛긔야
2019. 2. 24. 13:20, 정우 : 니는 링크안타면서
2019. 2. 24. 13:20, 정우 : 링크로 보내네
2019. 2. 24. 13:20, 정우 : ㅡㅡ
2019. 2. 24. 13:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:22, 경민 : 짤려서잘안보임저거
2019. 2. 24. 13:29, (알 수 없음) : ㅎㅎ
2019. 2. 24. 13:29, (알 수 없음) : 저애기리액션이
2019. 2. 24. 13:29, (알 수 없음) : 너무귀요워;
2019. 2. 24. 13:35, 경민 : 윌렴
2019. 2. 24. 13:35, 경민 : 기욥지
2019. 2. 24. 13:36, (알 수 없음) : 냐하하하ㅏㅎ
2019. 2. 24. 13:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:38, 정우 : 아 날씨개좋다 진짜
2019. 2. 24. 13:38, (알 수 없음) : 날씨좋습니까
2019. 2. 24. 13:38, (알 수 없음) : 카페가도됩니까
2019. 2. 24. 13:38, 정우 : ㅇㅇ
2019. 2. 24. 13:38, 정우 : 가라
2019. 2. 24. 13:38, 정우 : 나도
2019. 2. 24. 13:38, (알 수 없음) : 이제때려도됩니까!@@~#!@#@
2019. 2. 24. 13:38, 정우 : 음료하나
2019. 2. 24. 13:38, 정우 : 사서들어가야지
2019. 2. 24. 13:39, 정우 : 아 피곤하구만
2019. 2. 24. 13:41, (알 수 없음) : 박성광이랑
2019. 2. 24. 13:41, (알 수 없음) : 박성광네개랑
2019. 2. 24. 13:41, (알 수 없음) : 닮음
2019. 2. 24. 13:41, (알 수 없음) : 광복이졸귀넴
2019. 2. 24. 13:42, (알 수 없음) : 샵검색: #광복이 해피스마일
2019. 2. 24. 13:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:46, 원준오빠 : 내가 빽가야
2019. 2. 24. 13:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 13:47, (알 수 없음) : 내가빽가야
2019. 2. 24. 14:20, 빠충 : 사진
2019. 2. 24. 14:20, 빠충 : 늦점
2019. 2. 24. 14:28, (알 수 없음) : 올
2019. 2. 24. 14:28, (알 수 없음) :  핏짜맛잇겟다
2019. 2. 24. 14:30, 정우 : 오
2019. 2. 24. 14:30, 정우 : 맛있겠다
2019. 2. 24. 14:30, 정우 : 그러면나도
2019. 2. 24. 14:30, 정우 : 늦공부 시작해봄
2019. 2. 24. 14:31, (알 수 없음) : 나도...
2019. 2. 24. 15:27, (알 수 없음) : 고딩래퍼하네
2019. 2. 24. 15:27, (알 수 없음) : ,,,
2019. 2. 24. 15:28, (알 수 없음) : 허세,,,조려벌이네,,,고딩,,,
2019. 2. 24. 15:41, 원준오빠 : 아나
2019. 2. 24. 15:42, 원준오빠 : 잠을 잘못잤나
2019. 2. 24. 15:42, 원준오빠 : 목아프네
2019. 2. 24. 15:45, 부그뷰 : 미세먼지마시면서잔거아님?
2019. 2. 24. 15:45, 원준오빠 : 그 목이 아니고
2019. 2. 24. 15:45, 원준오빠 : 모가지의 목이아파
2019. 2. 24. 15:45, 원준오빠 : 담걸렸나바
2019. 2. 24. 15:46, 원준오빠 : 마사지좀 부탁해
2019. 2. 24. 15:47, 부그뷰 : 넥슬라이스!
2019. 2. 24. 15:47, 부그뷰 : 뺌!
2019. 2. 24. 15:48, 원준오빠 : 오예에
2019. 2. 24. 15:48, 원준오빠 : 뚝딱!
2019. 2. 24. 15:49, (알 수 없음) : ㄹㅇ
2019. 2. 24. 15:49, (알 수 없음) : 나도
2019. 2. 24. 15:49, (알 수 없음) : 해줄게
2019. 2. 24. 15:49, (알 수 없음) : 생일선물로
2019. 2. 24. 15:49, (알 수 없음) : 마사지해드림
2019. 2. 24. 15:50, 원준오빠 : ㄱㅅ
2019. 2. 24. 15:51, 원준오빠 : 이모티콘 
2019. 2. 24. 15:54, (알 수 없음) : 대가리오지게박아버리넴!
2019. 2. 24. 15:55, 부그뷰 : 낼부터 금요일까지 훈련이니까
2019. 2. 24. 15:55, 부그뷰 : 치킨시켰다
2019. 2. 24. 15:55, 부그뷰 : 후후
2019. 2. 24. 15:55, (알 수 없음) : 오
2019. 2. 24. 15:56, 부그뷰 : 혹한기인데
2019. 2. 24. 15:56, 부그뷰 : 별루 안춥너
2019. 2. 24. 15:56, 부그뷰 : 개꿀~.~
2019. 2. 24. 15:57, 부그뷰 : 아근데이제진짜
2019. 2. 24. 15:57, 부그뷰 : 훈련하도많이해서
2019. 2. 24. 15:57, 부그뷰 : 별감흥이없음
2019. 2. 24. 15:58, 부그뷰 : 예전엔 막 전날에 긴장되서 잠못자고 아침에 엄청스트레스받았었는데
2019. 2. 24. 15:58, 부그뷰 : 이젠 뭐 걍 하면하고안하면안하고~ 이래되벌임
2019. 2. 24. 15:58, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 15:59, (알 수 없음) : 좋은태도다
2019. 2. 24. 16:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:05, 원준오빠 : 지금 혹한기?
2019. 2. 24. 16:05, 원준오빠 : 개따뜻한뎅
2019. 2. 24. 16:06, 정우 : 혹한기
2019. 2. 24. 16:06, 정우 : 개꿀
2019. 2. 24. 16:17, 정우 : 오 잠 오지게온다
2019. 2. 24. 16:17, 정우 : 실화냐
2019. 2. 24. 16:17, 정우 : 오아아으러아ㅔ
2019. 2. 24. 16:45, (알 수 없음) : 아
2019. 2. 24. 16:45, (알 수 없음) : 윤리와안전드디어하는데
2019. 2. 24. 16:45, (알 수 없음) : ㅋㅋㅋㅋㅋ존나많아
2019. 2. 24. 16:46, (알 수 없음) : 8시간해야해
2019. 2. 24. 16:46, (알 수 없음) : 시ㅣ벌;;
2019. 2. 24. 16:46, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ시험ㅈ도존나어렵네
2019. 2. 24. 16:46, (알 수 없음) : 윤리없이
2019. 2. 24. 16:46, (알 수 없음) : 살면안되냐
2019. 2. 24. 16:46, (알 수 없음) : ㅠ
2019. 2. 24. 16:46, (알 수 없음) : 와시바 학습중이라고
2019. 2. 24. 16:46, (알 수 없음) : 다음꺼 같이 못돌림
2019. 2. 24. 16:46, (알 수 없음) : ㅅㅂ
2019. 2. 24. 16:46, (알 수 없음) : 와ㅏㅏㅏㅏㅏㅏㅏㅏ
2019. 2. 24. 16:47, (알 수 없음) : 사진
2019. 2. 24. 16:52, 정우 : 아니
2019. 2. 24. 16:52, 정우 : 이게뭔데
2019. 2. 24. 16:52, 정우 : 그 시발 레이싱할라거 하는거?
2019. 2. 24. 16:52, 정우 : 아 아니구나그건
2019. 2. 24. 16:52, 정우 : 딴거였지
2019. 2. 24. 16:52, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:52, (알 수 없음) : 레이싱은
2019. 2. 24. 16:52, 정우 : 저게 학교꺼였나
2019. 2. 24. 16:52, (알 수 없음) : 리얼 게임
2019. 2. 24. 16:52, (알 수 없음) : ㅇㅇ
2019. 2. 24. 16:52, (알 수 없음) : 이거는 학교
2019. 2. 24. 16:52, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:52, (알 수 없음) : 시발 ㅠ
2019. 2. 24. 16:52, (알 수 없음) : 1
2019. 2. 24. 16:52, (알 수 없음) : 오늘
2019. 2. 24. 16:52, (알 수 없음) : 레이싱도
2019. 2. 24. 16:52, 정우 : 근데
2019. 2. 24. 16:52, 정우 : 피피티가
2019. 2. 24. 16:52, (알 수 없음) : 윤리강령듣고
2019. 2. 24. 16:52, 정우 : 존나게임같아서
2019. 2. 24. 16:52, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:52, 정우 : 착각함;;;;
2019. 2. 24. 16:53, 정우 : 솔직히 게임같이생겼다;;;
2019. 2. 24. 16:53, 정우 : 인정해주삼
2019. 2. 24. 16:53, (알 수 없음) : ㅇㅋ
2019. 2. 24. 16:53, (알 수 없음) : 이따
2019. 2. 24. 16:53, (알 수 없음) : 게임도 윤리강령
2019. 2. 24. 16:53, (알 수 없음) : 할거임
2019. 2. 24. 16:53, 정우 : 굿
2019. 2. 24. 16:53, (알 수 없음) : 오늘 윤리 왕 되는날
2019. 2. 24. 16:53, 정우 : 나는
2019. 2. 24. 16:53, 정우 : 원가회계 4챕터만더보면
2019. 2. 24. 16:53, 정우 : 시험범위 한번다돌림
2019. 2. 24. 16:53, (알 수 없음) : 욜
2019. 2. 24. 16:53, (알 수 없음) : 포트폴리오
2019. 2. 24. 16:53, (알 수 없음) : 짜서주나
2019. 2. 24. 16:53, (알 수 없음) : 이마
2019. 2. 24. 16:54, (알 수 없음) : 임마
2019. 2. 24. 16:54, 정우 : 저건 내일까지해야지......
2019. 2. 24. 16:54, 정우 : 아니그냥이제
2019. 2. 24. 16:54, 정우 : 문제존나풀거야
2019. 2. 24. 16:54, (알 수 없음) : 아니
2019. 2. 24. 16:54, (알 수 없음) : 문풀반 ㄱ
2019. 2. 24. 16:54, 정우 : 싫어임마
2019. 2. 24. 16:54, 정우 : 혼자하는게
2019. 2. 24. 16:54, 정우 : 짜세다
2019. 2. 24. 16:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:54, 정우 : 혼자깨닫는스타일
2019. 2. 24. 16:54, (알 수 없음) : ㅇㅈ
2019. 2. 24. 16:54, (알 수 없음) : 아아아아앙아아
2019. 2. 24. 16:54, (알 수 없음) : 존ㄴ
2019. 2. 24. 16:55, 정우 : 하기싫다
2019. 2. 24. 16:55, (알 수 없음) : 나도
2019. 2. 24. 16:55, (알 수 없음) : ㅠ
2019. 2. 24. 16:55, (알 수 없음) : 내일부터
2019. 2. 24. 16:55, (알 수 없음) : 개강이니까
2019. 2. 24. 16:55, (알 수 없음) : 새로운마음가짐으로
2019. 2. 24. 16:55, (알 수 없음) : 가야겠다 내일은..
2019. 2. 24. 16:55, 정우 : 술ㄱ
2019. 2. 24. 16:55, (알 수 없음) : ,,
2019. 2. 24. 16:55, (알 수 없음) : 않이야
2019. 2. 24. 16:55, (알 수 없음) : ;
2019. 2. 24. 16:55, (알 수 없음) : 그거않이야,,
2019. 2. 24. 16:55, 정우 : ㅠ
2019. 2. 24. 16:55, 정우 : ㅇㅋ
2019. 2. 24. 16:55, 정우 : 나도내일
2019. 2. 24. 16:56, 정우 : 신촌이나갔다옴
2019. 2. 24. 16:56, (알 수 없음) : 네티ㅔㅅ
2019. 2. 24. 16:56, (알 수 없음) : 네티켓
2019. 2. 24. 16:56, (알 수 없음) : 이런거 가르쳐주고 있음
2019. 2. 24. 16:56, (알 수 없음) : 죽일까
2019. 2. 24. 16:56, 정우 : 유익하네 샛긔야
2019. 2. 24. 16:56, (알 수 없음) : ㅠ
2019. 2. 24. 16:56, (알 수 없음) : 비속어쓰지말래
2019. 2. 24. 16:56, (알 수 없음) : 할말업쪄
2019. 2. 24. 16:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:56, 정우 : 님
2019. 2. 24. 16:56, (알 수 없음) : ?
2019. 2. 24. 16:56, 정우 : 나내일나가면
2019. 2. 24. 16:56, 정우 : 한달만에 처음으로
2019. 2. 24. 16:56, (알 수 없음) : ㅇㅇ
2019. 2. 24. 16:56, 정우 : 2일연속외출
2019. 2. 24. 16:56, 정우 : 축하해주삼
2019. 2. 24. 16:56, (알 수 없음) : 오,,,
2019. 2. 24. 16:56, 이석준 : ㅊㅋ
2019. 2. 24. 16:56, (알 수 없음) : ㅊㅋㅊㅋ
2019. 2. 24. 16:56, 정우 : ㄱㅅ
2019. 2. 24. 16:56, (알 수 없음) : 넞비돌ㅇ
2019. 2. 24. 16:56, 정우 : ㄱㅅㄱㅅ
2019. 2. 24. 16:56, (알 수 없음) : 너집돌이냐
2019. 2. 24. 16:56, (알 수 없음) : ;
2019. 2. 24. 16:56, (알 수 없음) : 강제집돌이
2019. 2. 24. 16:56, 정우 : ㅇㅇ......
2019. 2. 24. 16:56, 정우 : 완전집돌이다됨 진짜
2019. 2. 24. 16:57, 정우 : 한번나가면
2019. 2. 24. 16:57, 정우 : 힘들어
2019. 2. 24. 16:57, (알 수 없음) : 나갈때
2019. 2. 24. 16:57, 정우 : 한번나갈때
2019. 2. 24. 16:57, (알 수 없음) : 할거 다정하고 나가야함
2019. 2. 24. 16:57, 이석준 : 나도 오늘 4일연속으로나왔다
2019. 2. 24. 16:57, 정우 : 모든일
2019. 2. 24. 16:57, (알 수 없음) : ㅇㅇ..
2019. 2. 24. 16:57, (알 수 없음) : 나도집돌이라
2019. 2. 24. 16:57, 정우 : ㄹㅇ
2019. 2. 24. 16:57, (알 수 없음) : 동선부터
2019. 2. 24. 16:57, (알 수 없음) : 모든걸
2019. 2. 24. 16:57, 정우 : 아니난 집돌이아닌데
2019. 2. 24. 16:57, (알 수 없음) : 짜서 생각하고 가야함
2019. 2. 24. 16:57, 정우 : 강제
2019. 2. 24. 16:57, 정우 : 내일계획
2019. 2. 24. 16:57, 정우 : 이미세움
2019. 2. 24. 16:57, (알 수 없음) : 아니
2019. 2. 24. 16:57, (알 수 없음) : 이거근데뭐임
2019. 2. 24. 16:57, (알 수 없음) : 네티즌 윤리강령인데
2019. 2. 24. 16:57, (알 수 없음) : 사진
2019. 2. 24. 16:57, (알 수 없음) : 이런거왜알려줌
2019. 2. 24. 16:57, (알 수 없음) : 도란나
2019. 2. 24. 16:57, 정우 : 엥
2019. 2. 24. 16:58, (알 수 없음) : ㅠ
2019. 2. 24. 16:58, 정우 : 리얼에티켓을 알려주네
2019. 2. 24. 16:58, (알 수 없음) : 좆나슬모없어
2019. 2. 24. 16:58, 정우 : 너
2019. 2. 24. 16:58, 정우 : 잘지키냐
2019. 2. 24. 16:58, (알 수 없음) : 나
2019. 2. 24. 16:58, (알 수 없음) : 아니
2019. 2. 24. 16:58, 정우 : 임마
2019. 2. 24. 16:58, (알 수 없음) : 잘지킨다
2019. 2. 24. 16:58, (알 수 없음) : 나정도면
2019. 2. 24. 16:58, 정우 : 버스에서
2019. 2. 24. 16:58, 이석준 : 기본상식아니냐
2019. 2. 24. 16:58, (알 수 없음) : 잘지키지않나?
2019. 2. 24. 16:58, 정우 : 폰끄냐
2019. 2. 24. 16:58, (알 수 없음) : 버스에서폰꺼야하냐....
2019. 2. 24. 16:58, 정우 : 끄라잖냐
2019. 2. 24. 16:58, (알 수 없음) : 사진
2019. 2. 24. 16:58, (알 수 없음) : 앵
2019. 2. 24. 16:58, (알 수 없음) : 이거완전
2019. 2. 24. 16:58, (알 수 없음) : 익명성뒤에
2019. 2. 24. 16:58, (알 수 없음) : 숨어서
2019. 2. 24. 16:58, (알 수 없음) : 지랄하라는거아니냐
2019. 2. 24. 16:58, 정우 : ?
2019. 2. 24. 16:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 16:59, 정우 : 시발
2019. 2. 24. 16:59, (알 수 없음) : !
2019. 2. 24. 16:59, 정우 : 자료만든날짜
2019. 2. 24. 16:59, 정우 : 못찾아보냐
2019. 2. 24. 16:59, (알 수 없음) : ㄹㅇ
2019. 2. 24. 16:59, (알 수 없음) : 몇년전이냐ㅣㅇ거
2019. 2. 24. 16:59, 정우 : 2009년같은데
2019. 2. 24. 16:59, (알 수 없음) : 내생각도
2019. 2. 24. 16:59, (알 수 없음) : 2009년같은데
2019. 2. 24. 16:59, (알 수 없음) : 너어케2009년이라고생각함?
2019. 2. 24. 16:59, (알 수 없음) : 근데
2019. 2. 24. 16:59, (알 수 없음) : 7분23초짜리
2019. 2. 24. 16:59, (알 수 없음) : 7뿐9초에서멈춤
2019. 2. 24. 16:59, (알 수 없음) : 시발
2019. 2. 24. 16:59, 정우 : 지금이 19년이니까
2019. 2. 24. 16:59, 정우 : 그냥 1뺌
2019. 2. 24. 16:59, 정우 : 10년전을 가정하고
2019. 2. 24. 16:59, (알 수 없음) : 아
2019. 2. 24. 16:59, 정우 : 보통 십년전이란말 많이쓰지않냐
2019. 2. 24. 17:00, 정우 : 아님말고
2019. 2. 24. 17:00, 정우 : 이모티콘 
2019. 2. 24. 17:00, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 17:00, 이석준 : 도덕책에서
2019. 2. 24. 17:00, 이석준 : 배울듯한
2019. 2. 24. 17:00, 정우 : ㅇㅈㅇㅈ
2019. 2. 24. 17:00, 정우 : 재훈아 두번째줄음
2019. 2. 24. 17:00, 정우 : 잘지키자......
2019. 2. 24. 17:00, 정우 : 인생 훅가는지름길
2019. 2. 24. 17:00, 정우 : 이모티콘 
2019. 2. 24. 17:02, 이석준 : 카톡방중에 저런말하는곳 1도없는게 함정
2019. 2. 24. 17:02, 정우 : 나도
2019. 2. 24. 17:02, 정우 : 왜안하지
2019. 2. 24. 17:04, 이석준 : 끼리끼리논다고
2019. 2. 24. 17:04, 이석준 : 하는거지뭐
2019. 2. 24. 17:04, (알 수 없음) : zzzzzzzㅋㅋㅋㅋㅋ
2019. 2. 24. 17:04, (알 수 없음) : 나도옵오
2019. 2. 24. 17:04, (알 수 없음) : ㅎ
2019. 2. 24. 17:04, 정우 : 쩝쓰
2019. 2. 24. 17:04, 빠충 : 음란대화방
2019. 2. 24. 17:04, 정우 : 이런얘기 예에에에에전에도 한번
2019. 2. 24. 17:04, 정우 : 한적있는거같은데
2019. 2. 24. 17:04, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갸웃기네
2019. 2. 24. 17:05, 빠충 : 우린 보자
2019. 2. 24. 17:05, 빠충 : 음식얘기
2019. 2. 24. 17:05, 이석준 : 음식 ㅇㅈ
2019. 2. 24. 17:05, 정우 : 우리는 거의
2019. 2. 24. 17:05, 정우 : 인생~~~~
2019. 2. 24. 17:05, 정우 : 이러고 있는거같은데
2019. 2. 24. 17:05, 이석준 : 야 요새 술안마시니까 일어날때 개운하더라
2019. 2. 24. 17:05, 빠충 : 뇌내의식흐름
2019. 2. 24. 17:05, 빠충 : ㅁㅊ
2019. 2. 24. 17:05, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 17:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 17:05, 정우 : 아니근데진짜
2019. 2. 24. 17:05, 정우 : 술안마시면
2019. 2. 24. 17:05, 정우 : 존나건강해짐
2019. 2. 24. 17:05, 빠충 : 마
2019. 2. 24. 17:05, 이석준 : 그리고 이번에 생일이라 마셨는데
2019. 2. 24. 17:05, 이석준 : 조금마셨는데도
2019. 2. 24. 17:05, 빠충 : 다 절주하자
2019. 2. 24. 17:05, 이석준 : 힘듬
2019. 2. 24. 17:06, 정우 : ㅇㅈ
2019. 2. 24. 17:06, 정우 : 그래서
2019. 2. 24. 17:06, 정우 : 간혹 마셔줘야함
2019. 2. 24. 17:06, 정우 : ;;;;;(
2019. 2. 24. 17:06, 빠충 : ㅁㅊ
2019. 2. 24. 17:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 17:06, 정우 : 이상하게 결론내벌이기.....
2019. 2. 24. 17:10, 원준오빠 : 사진
2019. 2. 24. 17:10, 원준오빠 : 필요한 사람
2019. 2. 24. 17:10, (알 수 없음) : 와
2019. 2. 24. 17:10, (알 수 없음) : 카누다
2019. 2. 24. 17:10, 원준오빠 : ICE
2019. 2. 24. 17:10, (알 수 없음) : (한라산+토닉워터+레몬 슬라이스 넣어서 먹으니까
2019. 2. 24. 17:11, (알 수 없음) : 괜찮더라 레몬이 좋은듯)
2019. 2. 24. 17:11, 원준오빠 : 카누맛남?
2019. 2. 24. 17:11, 원준오빠 : ㅇㅋ
2019. 2. 24. 17:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 24. 17:20, (알 수 없음) : 아볼링치고싶당
2019. 2. 24. 17:22, 정우 : 볼링가악
2019. 2. 24. 17:23, 원준오빠 : 난
2019. 2. 24. 17:23, (알 수 없음) : ㅠㅜㅠ
2019. 2. 24. 17:25, 원준오빠 : 치주동까스 각
2019. 2. 24. 17:25, 원준오빠 : 미친 일요일 쉬네
2019. 2. 24. 17:25, 원준오빠 : ㅠ
2019. 2. 24. 17:26, 정우 : ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2019. 2. 24. 17:26, 정우 : 치돈
2019. 2. 24. 17:26, 정우 : 존맛각이었는데
2019. 2. 24. 17:26, 정우 : 아쉽군
2019. 2. 24. 17:28, 원준오빠 : ㅠ
2019. 2. 24. 17:28, 원준오빠 : 그래서
2019. 2. 24. 17:28, 원준오빠 : 대신 이삭 더블치즈돈까스토스트
2019. 2. 24. 17:28, 원준오빠 : 주문함ㅠ
2019. 2. 24. 17:30, 재환오빠 : 사진
2019. 2. 24. 17:30, 재환오빠 : 원피스뽑기 1등 뽑앗다
2019. 2. 24. 17:31, 빠충 : 옹
2019. 2. 24. 17:31, 양우성 : 헐
2019. 2. 24. 17:31, 이석준 : ...?
2019. 2. 24. 17:31, 양우성 : 운개쩌네
2019. 2. 24. 17:31, 이석준 : 금손이네
2019. 2. 24. 17:31, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개꿀
2019. 2. 24. 17:31, 이석준 : 요새 원랜디 하는데
2019. 2. 24. 17:31, 이석준 : ㅎ;
