Talk_2021.8.24 13:11-79.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 20일 수요일
2021. 1. 20. 10:56, 경민 : 10점받고싶누
2021. 1. 22. 10:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:10, abyss오재 : 근데 이플젝만하는것도아니니까;;;
2021. 1. 22. 10:10, 정우 : 아근데우리도
2021. 1. 22. 10:10, 정우 : 인력조리게쓰긴함
2021. 1. 22. 10:10, 정우 : 인력값이 제일크다ㄹㅇ
2021. 1. 22. 10:10, abyss오재 : 여기인력5-6명밖에
2021. 1. 22. 10:10, abyss오재 : 안들어감
2021. 1. 22. 10:10, 경민 : 근데
2021. 1. 22. 10:10, 경민 : 나
2021. 1. 22. 10:10, abyss오재 : 남는돈어디가
2021. 1. 22. 10:10, 경민 : 그거앎?플래닛에서일할때
2021. 1. 22. 10:10, 경민 : skt랑계약
2021. 1. 22. 10:10, 경민 : 맺었는데
2021. 1. 22. 10:10, 정우 : 어떻게든 써먹음
2021. 1. 22. 10:10, 경민 : 그때;;;나 인력수준?중급?이런거엿는데
2021. 1. 22. 10:10, 경민 : 1억넘게쳐서받고잇엇음
2021. 1. 22. 10:10, 경민 : ㅅㅂ
2021. 1. 22. 10:10, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:10, 정우 : 필요없는인력을 더넣는다던지
2021. 1. 22. 10:10, 경민 : 회사에서알게모르게 돈벌어다주고있었나보다누;
2021. 1. 22. 10:12, 빠충 : 나는 돈 얼마 들어가는지도 모르는데...니네 잘 아누....
2021. 1. 22. 10:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:12, 정우 : 엿듣는거 잘했누
2021. 1. 22. 10:13, 빠충 : 나 너무 잣밥이라 그런 거 모르누....
2021. 1. 22. 10:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도모르누
2021. 1. 22. 10:13, 경민 : 그냥
2021. 1. 22. 10:13, 경민 : 월급ㄳ하고
2021. 1. 22. 10:13, 경민 : 다니면되는거아니누
2021. 1. 22. 10:13, 빠충 : 아니 근데
2021. 1. 22. 10:13, 빠충 : 약간 빡치는거
2021. 1. 22. 10:13, 빠충 : 내 포지션 새로 생겨서 프로세스 하나도 안 잡혀있음
2021. 1. 22. 10:13, 빠충 : 왜이러누
2021. 1. 22. 10:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:14, 정우 : 시작부터
2021. 1. 22. 10:14, 정우 : 극한직업이네
2021. 1. 22. 10:14, 빠충 : 심지어 팀내부에서 해결도 못하고 다른 팀에서 업무진행 공유받아야되는데
2021. 1. 22. 10:14, 빠충 : 뭐가 이러누
2021. 1. 22. 10:14, 빠충 : 다 걍 두루뭉술한 소리만 잘하누시펄
2021. 1. 22. 10:15, abyss오재 : 니가
2021. 1. 22. 10:15, abyss오재 : 만들어야하누?
2021. 1. 22. 10:15, 빠충 : 나도 프로세스 잘 잡힌 데 가면 잘하는데
2021. 1. 22. 10:15, 빠충 : ㅇㅇ
2021. 1. 22. 10:15, 빠충 : 지금 뭐뭐 해야된다
2021. 1. 22. 10:15, 빠충 : 정도는 아는데
2021. 1. 22. 10:16, 빠충 : 이미 진행상황 공유 받는 미팅이 있는데 내가 뭘 더해야되는지 모르겠누
2021. 1. 22. 10:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:18, 정우 : 쉽지않누........
2021. 1. 22. 10:20, 빠충 : 아니 저쪽 팀장급한테 무턱대고 공유해달라고 찾아가야되누...?
2021. 1. 22. 10:20, 빠충 : 그거밖에 뭐 답이 없는데?
2021. 1. 22. 10:21, 빠충 : 일단 다음주의 내가 해결할거라 믿어봄
2021. 1. 22. 10:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:26, abyss오재 : 다음주에하면되지
2021. 1. 22. 10:26, abyss오재 : task-specific 한국말로ㅂ모라햐냐
2021. 1. 22. 10:26, abyss오재 : 테스크에 특화된?
2021. 1. 22. 10:26, abyss오재 : ㅇㅋ;
2021. 1. 22. 10:28, 경민 : 삽극혐이네ㅠ
2021. 1. 22. 10:32, Sekwang Ludan : '5일 만에 2조 벌었다' 최태원이 올해 첫 투자한 기업의 정체 출처 : 스마트인컴 | 네이버 포스트
2021. 1. 22. 10:32, Sekwang Ludan : ㄷㄷㄷ
2021. 1. 22. 10:33, 경민 : 지리뉴
2021. 1. 22. 10:33, Sekwang Ludan : 스크 잘하네 투자 ㄷㄷ
2021. 1. 22. 10:33, Sekwang Ludan : 쩐다
2021. 1. 22. 10:34, abyss오재 : 씨드
2021. 1. 22. 10:34, abyss오재 : 씨드가중요해
2021. 1. 22. 10:34, abyss오재 : 이지럴;
2021. 1. 22. 10:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 1. 22. 10:34, abyss오재 : 대한항공
2021. 1. 22. 10:34, abyss오재 : 수익률30%찍엇따
2021. 1. 22. 10:34, abyss오재 : 자랑어떰
2021. 1. 22. 10:34, abyss오재 : 삼전보다효자종목;
2021. 1. 22. 10:35, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 1. 22. 10:35, 경민 : 개지리네
2021. 1. 22. 10:35, 경민 : 오재훈;;
2021. 1. 22. 10:35, abyss오재 : 아 속안좋아
2021. 1. 22. 10:35, abyss오재 : 미친
2021. 1. 22. 10:35, abyss오재 : ㅠ
2021. 1. 22. 10:35, Sekwang Ludan : 그치 씨드가 중요해
2021. 1. 22. 10:36, Sekwang Ludan : 나도 중국 백신기업 36퍼 찍었는데
2021. 1. 22. 10:36, Sekwang Ludan : 십마넌 범
2021. 1. 22. 10:36, Sekwang Ludan : ㅠㅠ
2021. 1. 22. 10:40, abyss오재 : 중국 이랑 백신기업
2021. 1. 22. 10:40, abyss오재 : 같이있는거보고
2021. 1. 22. 10:40, abyss오재 : 욕박을번햇는데
2021. 1. 22. 10:40, abyss오재 : 괜찮음?
2021. 1. 22. 10:40, abyss오재 : 우쒸,,
2021. 1. 22. 10:40, abyss오재 : 근데
2021. 1. 22. 10:40, abyss오재 : ㄹㅇ 쫌ㄸ쫌따리면
2021. 1. 22. 10:40, abyss오재 : 씨드늘리고싶단생각밖에안듦
2021. 1. 22. 10:40, Sekwang Ludan : ㅋㅋ
2021. 1. 22. 10:41, Sekwang Ludan : 돈이나 벌어야지
2021. 1. 22. 10:41, abyss오재 : 늘리면
2021. 1. 22. 10:41, abyss오재 : 또 어휴하고있겠지
2021. 1. 22. 10:41, abyss오재 : 인생ㅇ
2021. 1. 22. 10:41, abyss오재 : ㅅㅂ
2021. 1. 22. 10:41, Sekwang Ludan : 후... 십마넌때기로 언제
2021. 1. 22. 10:41, Sekwang Ludan : 가즈아
2021. 1. 22. 10:51, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 10:51, abyss오재 : 아 흐
2021. 1. 22. 10:51, abyss오재 : 속아팡
2021. 1. 22. 11:07, abyss오재 : 오?아이유보컬선생이
2021. 1. 22. 11:07, abyss오재 : 하동균이엇대
2021. 1. 22. 12:17, abyss오재 : 사진 3장
2021. 1. 22. 12:18, 경민 : ㄷㄷ;존맛;
2021. 1. 22. 12:23, abyss오재 : 맛잇다
2021. 1. 22. 12:43, abyss오재 : 사진
2021. 1. 22. 12:56, 정우 : 와씨 존맛이겠다
2021. 1. 22. 12:56, abyss오재 : 우린
2021. 1. 22. 12:56, abyss오재 : 마늘에미친민족이
2021. 1. 22. 12:56, abyss오재 : 맞아요
2021. 1. 22. 12:56, abyss오재 : 쫀맛담에가자
2021. 1. 22. 13:06, 정우 : ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2021. 1. 22. 13:06, 정우 : 근데ㄹㅇ
2021. 1. 22. 13:06, 정우 : 매드포갈릭 맛잇음
2021. 1. 22. 13:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 13:30, 경민 : 245
2021. 1. 22. 13:36, abyss오재 : ㅊㅊ
2021. 1. 22. 13:36, abyss오재 : 머리도잘랏다휴
2021. 1. 22. 13:37, 경민 : ㄳㄳ
2021. 1. 22. 13:41, abyss오재 : 미용실 금액4마넌남앗다
2021. 1. 22. 13:41, abyss오재 : 두피관리받을까이걸로
2021. 1. 22. 13:41, abyss오재 : 흠
2021. 1. 22. 13:46, 정우 : ㅊㅋㅊㅋ
2021. 1. 22. 13:46, 정우 : ㄱㄱ
2021. 1. 22. 13:46, 정우 : 자라나라머리머리
2021. 1. 22. 13:46, 경민 : ㄱㄱ
2021. 1. 22. 13:46, 경민 : 오
2021. 1. 22. 13:46, 경민 : 미용실
2021. 1. 22. 13:46, 정우 : 해달라고하셈
2021. 1. 22. 13:46, 경민 : 이용권끈는
2021. 1. 22. 13:46, 경민 : 남자누?
2021. 1. 22. 13:48, abyss오재 : 아니저번에할인많이하길래
2021. 1. 22. 13:48, abyss오재 : 그리고이게한번에돈나가면 ㄱㅊ인데
2021. 1. 22. 13:48, abyss오재 : 매번자를때마다이마넌씩내면
2021. 1. 22. 13:48, abyss오재 : 고ㅑㄴ히기분나쁜거앎?
2021. 1. 22. 13:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 13:48, 경민 : ㅇㅈ
2021. 1. 22. 13:48, abyss오재 : 걍기분이안젛아
2021. 1. 22. 13:48, 경민 : 먼지알거같다
2021. 1. 22. 13:48, 경민 : 근데여자는
2021. 1. 22. 13:48, 경민 : 머리한번하면
2021. 1. 22. 13:48, abyss오재 : ㅠ
2021. 1. 22. 13:48, 경민 : 1020
2021. 1. 22. 13:48, 경민 : 그냥나가니가;
2021. 1. 22. 13:48, abyss오재 : 그르치
2021. 1. 22. 13:48, abyss오재 : 나도컷만해서
2021. 1. 22. 13:48, abyss오재 : 쥽쥽
2021. 1. 22. 13:49, 정우 : 우리집앞 머리만원짜리있음
2021. 1. 22. 13:49, 정우 : 개이득;;;
2021. 1. 22. 13:49, 경민 : 사진
2021. 1. 22. 13:49, 경민 : 스토리진행중;
2021. 1. 22. 13:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 13:49, abyss오재 : 245에도뭐가잇구나
2021. 1. 22. 13:49, abyss오재 : ㄹㅇ개이둑이네
2021. 1. 22. 13:49, 경민 : ㅇㅇ
2021. 1. 22. 13:49, 경민 : 뒤에계속있음
2021. 1. 22. 13:50, 경민 : 문브릿지
2021. 1. 22. 13:50, 경민 : 미궁
2021. 1. 22. 13:50, 경민 : 리멘
2021. 1. 22. 13:50, 경민 : 세르니움
2021. 1. 22. 13:50, 경민 : 등등..
2021. 1. 22. 13:50, abyss오재 : 길뚫해야겟누?
2021. 1. 22. 13:50, 경민 : ㅇㅇ;;지금하는중
2021. 1. 22. 13:50, 경민 : 아근데
2021. 1. 22. 13:50, 경민 : 일해야되는디;일좀하다올까
2021. 1. 22. 13:52, abyss오재 : 고도
2021. 1. 22. 14:02, 빠충 : 메린이삐삐삐
2021. 1. 22. 14:05, abyss오재 : 으아오늘개보람차네
2021. 1. 22. 14:05, abyss오재 : 머리도잘으고
2021. 1. 22. 14:05, abyss오재 : 💇‍♂️
2021. 1. 22. 14:05, abyss오재 : 밥도먹고
2021. 1. 22. 14:05, abyss오재 : 🍚
2021. 1. 22. 14:05, abyss오재 : 서울도가고기차타고
2021. 1. 22. 14:05, abyss오재 : 🚄
2021. 1. 22. 14:10, 정우 : 니오늘서울옴/
2021. 1. 22. 14:11, 정우 : ?
2021. 1. 22. 14:11, abyss오재 : ㅇㅇ
2021. 1. 22. 14:11, abyss오재 : 오늘가긴함
2021. 1. 22. 14:11, 경민 : 오늘은어디서잠그럼?
2021. 1. 22. 14:11, 빠충 : 길바닥
2021. 1. 22. 14:11, 경민 : ㅇㅈㅇㅈ
2021. 1. 22. 14:12, 빠충 : 자다가 택시타고
2021. 1. 22. 14:12, 빠충 : 어딘가로
2021. 1. 22. 14:12, 빠충 : 감
2021. 1. 22. 14:13, 정우 : 동민이형네
2021. 1. 22. 14:13, 정우 : 가겠지 뭐
2021. 1. 22. 14:13, 정우 : 니오늘 개알차네;;;
2021. 1. 22. 14:15, 경민 : ㄹㅇ
2021. 1. 22. 14:17, abyss오재 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 1. 22. 14:17, 정우 : 열재훈모드
2021. 1. 22. 14:17, abyss오재 : 오전에
2021. 1. 22. 14:17, abyss오재 : 일해야하는거 작성하고
2021. 1. 22. 14:17, abyss오재 : 점심먹고 머리자르고
2021. 1. 22. 14:17, abyss오재 : 잊세미나듣고
2021. 1. 22. 14:17, abyss오재 : 교수님미팅하고
2021. 1. 22. 14:17, abyss오재 : 서울감
2021. 1. 22. 14:17, abyss오재 : ㄹㅇ알차당
2021. 1. 22. 14:21, 정우 : 차다차다
2021. 1. 22. 14:21, 정우 : 알차다
2021. 1. 22. 14:24, 부그뷰 : 나서울못감
2021. 1. 22. 14:26, abyss오재 : 일하냐
2021. 1. 22. 14:26, abyss오재 : 주말출근확정?
2021. 1. 22. 14:30, abyss오재 : 교수님이또
2021. 1. 22. 14:30, abyss오재 : 조퇴도장안찍어주신다
2021. 1. 22. 14:30, abyss오재 : 힁구
2021. 1. 22. 14:31, 정우 : 가지말라는
2021. 1. 22. 14:31, 정우 : 교수님의계시
2021. 1. 22. 14:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:32, abyss오재 : 따쉿;
2021. 1. 22. 14:34, abyss오재 : ;
2021. 1. 22. 14:34, abyss오재 : 존나생각없었따
2021. 1. 22. 14:34, 경민 : 샵검색: #중국산 의자 폭발
2021. 1. 22. 14:34, abyss오재 : 담주세미나때 뭐발표하지
2021. 1. 22. 14:34, 경민 : 조심하자
2021. 1. 22. 14:34, abyss오재 : 으호허허헝
2021. 1. 22. 14:34, abyss오재 : 의자가 어케폭발해
2021. 1. 22. 14:34, abyss오재 : 진짜
2021. 1. 22. 14:34, abyss오재 : 거의 연금술
2021. 1. 22. 14:36, 빠충 : 나에 대해 발표해주셈
2021. 1. 22. 14:36, abyss오재 : ㅇㅋ
2021. 1. 22. 14:36, abyss오재 : 논문있어야하는데
2021. 1. 22. 14:36, abyss오재 : 써주셈
2021. 1. 22. 14:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:36, 빠충 : 나 논문 초안은 있는데
2021. 1. 22. 14:36, abyss오재 : 너에대한?
2021. 1. 22. 14:36, 빠충 : 그거라도...
2021. 1. 22. 14:37, 빠충 : 아니...
2021. 1. 22. 14:37, abyss오재 : 그럼
2021. 1. 22. 14:37, abyss오재 : 써주셈
2021. 1. 22. 14:37, 빠충 : 러브크래프트...
2021. 1. 22. 14:37, abyss오재 : 담주금요일날바료해야하니ㅏ
2021. 1. 22. 14:37, abyss오재 : 화욜까진
2021. 1. 22. 14:37, abyss오재 : 주도록
2021. 1. 22. 14:37, abyss오재 : 주도록
2021. 1. 22. 14:37, 빠충 : 러브크래프트에 대해 발표는 어때
2021. 1. 22. 14:37, abyss오재 : 좋아
2021. 1. 22. 14:37, abyss오재 : 주셈
2021. 1. 22. 14:37, abyss오재 : 초안읽어봄
2021. 1. 22. 14:37, 빠충 : 니 말 잘하셈
2021. 1. 22. 14:37, abyss오재 : ㅇㅋ
2021. 1. 22. 14:37, 빠충 : 나 리얼
2021. 1. 22. 14:37, 빠충 : 있음
2021. 1. 22. 14:37, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:37, abyss오재 : 읽기만하고
2021. 1. 22. 14:37, abyss오재 : 소감안말할거임
2021. 1. 22. 14:37, 빠충 : ㅅㅂ
2021. 1. 22. 14:37, abyss오재 : 그럼 읽었는지도 모르지?
2021. 1. 22. 14:37, abyss오재 : 갸꿀
2021. 1. 22. 14:38, abyss오재 : (우와)
2021. 1. 22. 14:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:40, 경민 : 티키타카조지누
2021. 1. 22. 14:40, abyss오재 : 교수님뭐회의있나보다
2021. 1. 22. 14:40, abyss오재 : 세미나도안오군
2021. 1. 22. 14:41, 경민 : 내일서울가서머리나할까나도머리하고싶누
2021. 1. 22. 14:41, 경민 : ?
2021. 1. 22. 14:41, abyss오재 : 좋네
2021. 1. 22. 14:41, abyss오재 : 와 마스크
2021. 1. 22. 14:41, abyss오재 : 얼굴에 붙이는거있는거앎?
2021. 1. 22. 14:41, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미용실용마스크가생겼더라
2021. 1. 22. 14:41, 빠충 : ?
2021. 1. 22. 14:41, 빠충 : 팩이냐?
2021. 1. 22. 14:41, 경민 : 엥
2021. 1. 22. 14:41, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:42, 경민 : 일회용임?
2021. 1. 22. 14:42, abyss오재 : https://blog.naver.com/thdud0212/222161163035
2021. 1. 22. 14:42, abyss오재 : ㅇㅇ 미용실에서
2021. 1. 22. 14:42, abyss오재 : 머리자를때만 하나주던데
2021. 1. 22. 14:42, 경민 : ㅁㅊ
2021. 1. 22. 14:42, 경민 : 끈업는마스ㅡㅋ
2021. 1. 22. 14:42, 경민 : 신기하넼ㅋㅋ
2021. 1. 22. 14:44, 빠충 : 개불편할거같은데
2021. 1. 22. 14:44, 빠충 : 나 지금 마스크 하루에도 네다섯번은 자리 옮기는데
2021. 1. 22. 14:44, 빠충 : 귀는 안 아프겠다
2021. 1. 22. 14:44, 빠충 : 아니 마스크
2021. 1. 22. 14:44, 빠충 : 코 너무 가려움
2021. 1. 22. 14:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:45, 정우 : 마스크
2021. 1. 22. 14:45, 정우 : 숨쉬기어려움
2021. 1. 22. 14:45, 정우 : ㅅㅂ
2021. 1. 22. 14:47, abyss오재 : 마
2021. 1. 22. 14:47, abyss오재 : 니 숨쉬기 어렵게해줄까
2021. 1. 22. 14:51, 정우 : 아니
2021. 1. 22. 14:51, 정우 : 이미어렵다니깐?
2021. 1. 22. 14:51, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:51, abyss오재 : 와얘는모지
2021. 1. 22. 14:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:51, abyss오재 : 교수님한테
2021. 1. 22. 14:51, abyss오재 : 전화가오네
2021. 1. 22. 14:52, abyss오재 : 아이
2021. 1. 22. 14:52, abyss오재 : 피곤하해
2021. 1. 22. 14:53, abyss오재 : 교수님결재안해조
2021. 1. 22. 14:53, 정우 : 우리도 교수님한테 전화와
2021. 1. 22. 14:53, abyss오재 : 한시간지나면자동으로되니까
2021. 1. 22. 14:53, 정우 : 피곤해
2021. 1. 22. 14:53, abyss오재 : 상관없긴한데
2021. 1. 22. 14:53, abyss오재 : 받지말자
2021. 1. 22. 14:53, 정우 : 아니근데거기는
2021. 1. 22. 14:53, 정우 : 자동시스템 잘돼있네;;;
2021. 1. 22. 14:53, 정우 : 한시간있으면 취소가돼야지
2021. 1. 22. 14:53, 정우 : 왜 승인이남
2021. 1. 22. 14:53, 정우 : 어이없게
2021. 1. 22. 14:53, abyss오재 : ㅎㅎ
2021. 1. 22. 14:54, abyss오재 : 교수님이랑 회의중에
2021. 1. 22. 14:54, abyss오재 : 휴대폰뒤로해서 승인올리고
2021. 1. 22. 14:54, abyss오재 : 한시간회의하면
2021. 1. 22. 14:54, abyss오재 : 개꿀딱;
2021. 1. 22. 14:54, 경민 : 사진
2021. 1. 22. 14:54, 경민 : ㅅㅂ개웃
2021. 1. 22. 14:54, abyss오재 : 송이가누군데!
2021. 1. 22. 14:54, abyss오재 : 막내딸
2021. 1. 22. 14:55, abyss오재 : 우리집아빠이름
2021. 1. 22. 14:55, abyss오재 : 알아?
2021. 1. 22. 14:55, abyss오재 : 유재석
2021. 1. 22. 14:55, abyss오재 : 지창균선생님!
2021. 1. 22. 14:55, abyss오재 : 저번편
2021. 1. 22. 14:55, abyss오재 : 개레전드임개웃김
2021. 1. 22. 14:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ
2021. 1. 22. 14:55, 경민 : 오재다아누;
2021. 1. 22. 14:55, abyss오재 : 개쥰잼,,,,,
2021. 1. 22. 14:55, abyss오재 : 요새런닝맨재밌어
2021. 1. 22. 14:55, abyss오재 : 근데 이광수땜에
2021. 1. 22. 14:55, abyss오재 : 좀 가끔식
2021. 1. 22. 14:55, abyss오재 : 빡침
2021. 1. 22. 14:55, abyss오재 : 너무과해서
2021. 1. 22. 14:55, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:55, abyss오재 : 그거존나웃기다고
2021. 1. 22. 14:55, 경민 : 과하면독이누
2021. 1. 22. 14:55, abyss오재 : 애들이
2021. 1. 22. 14:56, abyss오재 : 지석진개놀리니까
2021. 1. 22. 14:56, abyss오재 : 지석진존나욕하는거
2021. 1. 22. 14:56, abyss오재 : 대웃김
2021. 1. 22. 14:56, abyss오재 : ㅠ
2021. 1. 22. 14:57, abyss오재 : 오늘
2021. 1. 22. 14:57, abyss오재 : 나혼산에
2021. 1. 22. 14:57, abyss오재 : 로건리나옴
2021. 1. 22. 14:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ로건리
2021. 1. 22. 14:57, 경민 : 엥!
2021. 1. 22. 14:57, abyss오재 : 존나 바둑이처럼 생기지않음?
2021. 1. 22. 14:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ먼말인지
2021. 1. 22. 14:57, 경민 : 알겟누
2021. 1. 22. 14:57, abyss오재 : ㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 14:57, abyss오재 : 아씨
2021. 1. 22. 14:57, abyss오재 : 맞은편연구실공사하느라
2021. 1. 22. 14:57, abyss오재 : 시끄러워죽겟다;;;
2021. 1. 22. 14:57, 경민 : 하나는일준나하기시러
2021. 1. 22. 14:57, abyss오재 : 하지마랏!
2021. 1. 22. 14:57, 경민 : 맨낳일미루는중인데어캄 ㅜ
2021. 1. 22. 14:59, 빠충 : 나 이광수 조아
2021. 1. 22. 14:59, abyss오재 : 나도
2021. 1. 22. 14:59, abyss오재 : 과할때빼곤좋음
2021. 1. 22. 14:59, 빠충 : 난 양세찬이 가끔 과한듯
2021. 1. 22. 14:59, abyss오재 : 너무 폭력적이야
2021. 1. 22. 14:59, abyss오재 : 발로차고하늑네;
2021. 1. 22. 14:59, abyss오재 : 양세찬
2021. 1. 22. 14:59, abyss오재 : 모하지
2021. 1. 22. 14:59, 빠충 : 그냥 뭐라하지
2021. 1. 22. 14:59, 빠충 : 다른 사람들은 컨셉 개확실한데
2021. 1. 22. 15:00, 빠충 : 양세찬이 좀 컨셉 희미해서
2021. 1. 22. 15:00, abyss오재 : 어그거
2021. 1. 22. 15:00, 빠충 : 무리할때 있음
2021. 1. 22. 15:00, abyss오재 : 맞음나도그건
2021. 1. 22. 15:00, abyss오재 : ㅇㅈㅇㅈ
2021. 1. 22. 15:00, abyss오재 : 컨셉이
2021. 1. 22. 15:00, 빠충 : 뭔지 암?
2021. 1. 22. 15:00, abyss오재 : 딱안정해진
2021. 1. 22. 15:00, abyss오재 : 느낌
2021. 1. 22. 15:00, abyss오재 : ㅇㅇ
2021. 1. 22. 15:00, 빠충 : ㅇㅇㅇㅇ
2021. 1. 22. 15:00, abyss오재 : 들뜬느낌있음
2021. 1. 22. 15:00, 빠충 : 요새 그래도
2021. 1. 22. 15:00, 빠충 : 전소민이랑 엮여서
2021. 1. 22. 15:00, 빠충 : 조화롭게 묻어감
2021. 1. 22. 15:00, abyss오재 : ㄹㅇ
2021. 1. 22. 15:00, abyss오재 : 그거웃겨
2021. 1. 22. 15:00, 빠충 : 송지효가 좀 아쉬워 근데
2021. 1. 22. 15:00, abyss오재 : 걔너무
2021. 1. 22. 15:00, abyss오재 : 힘이없어보여
2021. 1. 22. 15:00, abyss오재 : 근데
2021. 1. 22. 15:00, 빠충 : 옛날에 개날아다녔는ㄷ0
2021. 1. 22. 15:01, abyss오재 : 저번주에웃김
2021. 1. 22. 15:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 15:01, 빠충 : 전소민한테 밀린
2021. 1. 22. 15:01, abyss오재 : 거기서
2021. 1. 22. 15:01, abyss오재 : 진짜개웃기다구
2021. 1. 22. 15:01, abyss오재 : 요새
2021. 1. 22. 15:01, 빠충 : 런닝맨 잘 안보긴 해
2021. 1. 22. 15:01, abyss오재 : 세상에 나가고있대
2021. 1. 22. 15:01, 정우 : 오재훈진짜
2021. 1. 22. 15:01, 정우 : 티비개열심히봐
2021. 1. 22. 15:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 15:01, abyss오재 : 그건그래
2021. 1. 22. 15:01, 빠충 : 옛날에 예능 개조졌는데
2021. 1. 22. 15:01, 빠충 : 아형 시작할때 졸라 예능 잘 조지던 때였는데
2021. 1. 22. 15:02, 빠충 : 무도 종영하고
2021. 1. 22. 15:02, 빠충 : 잘 안보게 됨
2021. 1. 22. 15:02, 빠충 : 놀면뭐하니 유산슬-환불원정대 이렇게 이어질때 슬슬 안본듯
2021. 1. 22. 15:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 22. 15:02, abyss오재 : 예능조저주셈 ㅠ
2021. 1. 22. 15:03, 빠충 : 아 무도 가져오라고오
2021. 1. 22. 15:03, 빠충 : ㅠ
2021. 1. 22. 15:03, 빠충 : 무도 2 아예 안한다고 못박았는데
2021. 1. 22. 15:03, 경민 : ㄹㅇ
2021. 1. 22. 15:03, 빠충 : 무도찾아벌이기
2021. 1. 22. 15:03, abyss오재 : 무도
2021. 1. 22. 15:03, abyss오재 : 유재석이
2021. 1. 22. 15:03, abyss오재 : 못박아벌임
2021. 1. 22. 15:03, 빠충 : ㅇㅇㅇ
2021. 1. 22. 15:03, abyss오재 : 라방에서
2021. 1. 22. 15:03, 빠충 : 유재석뿐만이 아니고
