Talk_2021.8.24 13:11-70.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 27일 수요일
2020. 5. 27. 13:22, 빠충 : 니 뭐했는데 이래 물렸냐
2020. 5. 30. 22:49, (알 수 없음) : 어딨는진모르겟지만;
2020. 5. 30. 22:54, 원준오빠 : 오
2020. 5. 30. 22:54, 원준오빠 : 라먄먹고싶다
2020. 5. 30. 22:54, 원준오빠 : 책- 라면받침
2020. 5. 30. 22:54, 원준오빠 : 의 논리전개임
2020. 5. 30. 22:54, 원준오빠 : 어떰
2020. 5. 30. 22:54, (알 수 없음) : 맘에안듦
2020. 5. 30. 22:55, 원준오빠 : ㅇㅋ
2020. 5. 30. 22:55, (알 수 없음) : 어떰
2020. 5. 30. 22:55, 원준오빠 : 책 찾으먄
2020. 5. 30. 22:55, 원준오빠 : 잘 두셈
2020. 5. 30. 22:55, 원준오빠 : ㅇㅋ?
2020. 5. 30. 22:55, 원준오빠 : 아니 찾지마셈
2020. 5. 30. 22:55, 원준오빠 : 잠을 깨우지 마셈
2020. 5. 30. 22:55, 원준오빠 : 어떰
2020. 5. 30. 22:55, (알 수 없음) : 평생못찾을거같긴함
2020. 5. 30. 22:55, (알 수 없음) : 아니 부산에있을거같긴한데
2020. 5. 30. 22:56, (알 수 없음) : 다담주인가
2020. 5. 30. 22:56, (알 수 없음) : 담주인가
2020. 5. 30. 22:56, (알 수 없음) : 부산감
2020. 5. 30. 22:56, (알 수 없음) : 그떄필요하면찾아봄
2020. 5. 30. 22:59, 정우 : 굿
2020. 5. 30. 22:59, 정우 : 내일
2020. 5. 30. 22:59, 정우 : 6시반기상간다
2020. 5. 30. 22:59, (알 수 없음) : 쥐기누
2020. 5. 30. 22:59, 정우 : 주말인데
2020. 5. 30. 22:59, 정우 : 개같네 진짜
2020. 5. 30. 22:59, 정우 : 하
2020. 5. 30. 23:00, 정우 : 열두시에 딱 잠
2020. 5. 30. 23:00, 정우 : 어떰
2020. 5. 30. 23:00, 정우 : 좋음
2020. 5. 30. 23:00, 정우 : 개굿
2020. 5. 30. 23:00, 정우 : 오재훈
2020. 5. 30. 23:01, 정우 : 삼성물산이 반포재건축 수주했대
2020. 5. 30. 23:01, 정우 : 8000억짜리
2020. 5. 30. 23:01, 정우 : 주식들어가누?
2020. 5. 30. 23:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:01, (알 수 없음) : ㄴㄴ
2020. 5. 30. 23:01, (알 수 없음) : 안되누
2020. 5. 30. 23:01, (알 수 없음) : 그런거
2020. 5. 30. 23:01, (알 수 없음) : 하나보고가는게아니라
2020. 5. 30. 23:01, (알 수 없음) : 그래프를봐야한다누
2020. 5. 30. 23:01, (알 수 없음) : ^^
2020. 5. 30. 23:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:01, 정우 : ㅁㅊ
2020. 5. 30. 23:01, 정우 : 전문가처럼
2020. 5. 30. 23:01, 정우 : 말하누
2020. 5. 30. 23:01, 정우 : ;;;;;;
2020. 5. 30. 23:01, (알 수 없음) : 패턴이있다누
2020. 5. 30. 23:01, (알 수 없음) : 실패하지않는패턴!
2020. 5. 30. 23:01, (알 수 없음) : ㅅㅂ
2020. 5. 30. 23:01, 정우 : 근데 수익률지리니까
2020. 5. 30. 23:01, (알 수 없음) : ^^
2020. 5. 30. 23:01, 정우 : 할말없누
2020. 5. 30. 23:02, (알 수 없음) : 아물산이
2020. 5. 30. 23:02, (알 수 없음) : 조금더 떨어지다가
2020. 5. 30. 23:02, (알 수 없음) : 상승세탈거같다누
2020. 5. 30. 23:02, (알 수 없음) : ^^:
2020. 5. 30. 23:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:04, 정우 : 개웃기네
2020. 5. 30. 23:04, (알 수 없음) : 이모티콘 
2020. 5. 30. 23:09, 정우 : 지려따
2020. 5. 30. 23:09, 정우 : 아
2020. 5. 30. 23:09, 정우 : 공부좀진작할걸그랬나
2020. 5. 30. 23:09, 정우 : ㅅㅂ
2020. 5. 30. 23:09, 정우 : 누울라니까 존나불안하네
2020. 5. 30. 23:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:12, 원준오빠 : 하하
2020. 5. 30. 23:12, 원준오빠 : ㅠ
2020. 5. 30. 23:13, 정우 : ㅠ
2020. 5. 30. 23:14, 정우 : ㅅㅂ
2020. 5. 30. 23:14, 정우 : 존나빠르게 스캔하고 눕는다
2020. 5. 30. 23:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:38, (알 수 없음) : 아니다정우야
2020. 5. 30. 23:38, (알 수 없음) : 잘할수잇어
2020. 5. 30. 23:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 30. 23:57, 정우 : 잘해야지
2020. 5. 30. 23:58, (알 수 없음) : 나는
2020. 5. 30. 23:58, (알 수 없음) : 확실히 혼나야하는
2020. 5. 30. 23:58, (알 수 없음) : 새끼인가봐
2020. 5. 30. 23:58, (알 수 없음) : 혼나면그래도하네ㅔ
2020. 5. 30. 23:58, (알 수 없음) : 다들그런가;
2020. 5. 30. 23:58, 정우 : ㅇㅇ;;;;
2020. 5. 30. 23:58, 정우 : 혼나면
2020. 5. 30. 23:58, 정우 : 시발시발하면서
2020. 5. 30. 23:59, 정우 : 하지
2020. 5. 30. 23:59, 정우 : 술먹으러가냐?
2020. 5. 30. 23:59, 원준오빠 : 오 혼났어 오재?
2020. 5. 30. 23:59, (알 수 없음) : 감
2020. 5. 30. 23:59, (알 수 없음) : ㅇㅏ니혼난건가
2020. 5. 30. 23:59, (알 수 없음) : 뭐
2020. 5. 30. 23:59, (알 수 없음) : 그냥
2020. 5. 30. 23:59, (알 수 없음) : 그래
2020. 5. 30. 23:59, (알 수 없음) : ㅎㅋ;
2020. 5. 30. 23:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ혼난건아니고;;;;그냥

2020년 5월 31일 일요일
2020. 5. 31. 00:00, (알 수 없음) : 뭐라해야할까
2020. 5. 31. 00:00, (알 수 없음) : 12시니까
2020. 5. 31. 00:00, (알 수 없음) : 술마시러간달까
2020. 5. 31. 00:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 00:00, 정우 : ㅅㅂ
2020. 5. 31. 00:00, 정우 : 존나 의식 흐르네 니
2020. 5. 31. 00:00, (알 수 없음) : ㅎㅎ;
2020. 5. 31. 00:00, (알 수 없음) : ^^
2020. 5. 31. 00:00, 정우 : 하
2020. 5. 31. 00:00, 정우 : 님
2020. 5. 31. 00:00, 정우 : 큰일남
2020. 5. 31. 00:00, 정우 : 잠이안옴 또
2020. 5. 31. 00:00, 정우 : 오전에 존나게잤다고
2020. 5. 31. 00:00, 정우 : 덜피곤한가봐
2020. 5. 31. 00:00, 정우 : ㅅㅂ
2020. 5. 31. 00:01, 원준오빠 : ㅎㅎ
2020. 5. 31. 00:02, 원준오빠 : 냇플릭스 ㄱ
2020. 5. 31. 00:02, 원준오빠 : 셤 먙시여?
2020. 5. 31. 00:02, 정우 : 10시
2020. 5. 31. 00:03, (알 수 없음) : ㅇㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 00:03, (알 수 없음) : ㅅㅂ
2020. 5. 31. 00:04, (알 수 없음) : 주말이문제여
2020. 5. 31. 00:04, (알 수 없음) : ~
2020. 5. 31. 00:05, 정우 : ㅅㅂㅠ
2020. 5. 31. 00:05, 정우 : 이렇게 기다려온 주말을
2020. 5. 31. 00:05, 정우 : 이렇게 쓰다니
2020. 5. 31. 00:05, 정우 : ㅅㅂ
2020. 5. 31. 00:05, 정우 : 나진짜 내일 아무도
2020. 5. 31. 00:05, 정우 : 점심안먹어주냐
2020. 5. 31. 00:05, 정우 : 인생헛살았네
2020. 5. 31. 00:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 00:07, (알 수 없음) : ㅅㅂ
2020. 5. 31. 00:07, (알 수 없음) : 이정우
2020. 5. 31. 00:07, (알 수 없음) : 개웃기다
2020. 5. 31. 00:07, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 00:07, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ시바
2020. 5. 31. 00:07, (알 수 없음) : 갑자기
2020. 5. 31. 00:07, (알 수 없음) : 개터지네
2020. 5. 31. 00:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 00:07, (알 수 없음) : 인ㅇ생헛살앗네드립
2020. 5. 31. 00:07, (알 수 없음) : 개ㅜㅇㅅ김
2020. 5. 31. 00:07, (알 수 없음) : ㅅㅂ
2020. 5. 31. 00:07, 정우 : 개이득
2020. 5. 31. 00:07, 정우 : 웃겼으면됐다
2020. 5. 31. 00:07, 정우 : 나하나희생해서
2020. 5. 31. 00:07, 정우 : ㅠ
2020. 5. 31. 00:07, 정우 : 웃기기라도해야지
2020. 5. 31. 00:10, 원준오빠 : 삭제된 메시지입니다. 
2020. 5. 31. 00:10, 원준오빠 : 부적절한 제안이었어
2020. 5. 31. 00:10, (알 수 없음) : ㅡㅡ
2020. 5. 31. 00:10, (알 수 없음) : 부적절한 접근입니다
2020. 5. 31. 00:10, (알 수 없음) : 아씨
2020. 5. 31. 00:10, (알 수 없음) : 술먹으러 못가고있어
2020. 5. 31. 00:11, 정우 : ㅠ
2020. 5. 31. 00:11, 정우 : 나는
2020. 5. 31. 00:11, 정우 : 잠시도해봄
2020. 5. 31. 00:16, (알 수 없음) : 넵조아요
2020. 5. 31. 00:16, (알 수 없음) : 이거 내 연구실 말투임 어떰
2020. 5. 31. 00:16, (알 수 없음) : 뭐만 하자하면
2020. 5. 31. 00:16, (알 수 없음) : 넵 좋아요
2020. 5. 31. 00:16, (알 수 없음) : 넵 조와요
2020. 5. 31. 00:16, (알 수 없음) : 넵
2020. 5. 31. 02:50, (알 수 없음) : 신나
2020. 5. 31. 02:50, (알 수 없음) : 술머거
2020. 5. 31. 03:11, (알 수 없음) : 쥡도착
2020. 5. 31. 03:27, (알 수 없음) : 사진
2020. 5. 31. 03:27, (알 수 없음) : 다들소개팅가면이렇게하세요
2020. 5. 31. 05:28, 경민 : 겜하다밤샜누
2020. 5. 31. 05:30, 정우 : ㅁㅊ
2020. 5. 31. 05:30, 정우 : 아 아직 한시간더잔다
2020. 5. 31. 05:30, 정우 : ㅠ
2020. 5. 31. 05:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 05:32, 경민 : 이정우시험
2020. 5. 31. 05:32, 경민 : ㅎㄹㅌ
2020. 5. 31. 05:32, 경민 : 나도이제자야지
2020. 5. 31. 05:37, 정우 : ㄱㅅㄱㅅ
2020. 5. 31. 08:10, 정우 : 아 저러고 개잤네
2020. 5. 31. 08:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 08:10, 정우 : 간다간다
2020. 5. 31. 09:07, 정우 : 왔다왔다
2020. 5. 31. 09:08, 정우 : 아이거 들어오는것부터 쉽지않네
2020. 5. 31. 09:16, 원준오빠 : 셤 잘보샘
2020. 5. 31. 09:16, 원준오빠 : 이모티콘 
2020. 5. 31. 09:16, 원준오빠 : 이모티콘 
2020. 5. 31. 09:16, 원준오빠 : 뒷사람공갺!
2020. 5. 31. 09:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 09:20, 정우 : 내가맨뒤임
2020. 5. 31. 09:20, 정우 : ㅅㅂ
2020. 5. 31. 09:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 09:20, 정우 : ㄱㅅㄱㅅ
2020. 5. 31. 09:40, (알 수 없음) : ㅎㅊㅎㅌ
2020. 5. 31. 09:40, 정우 : 몰랐는데
2020. 5. 31. 09:40, 정우 : 앞분도 이정우네
2020. 5. 31. 09:40, 정우 : 니 벌써일어남?
2020. 5. 31. 09:40, 정우 : 잠안자냐 리얼
2020. 5. 31. 09:44, (알 수 없음) : 삼십분만더자고
2020. 5. 31. 09:44, (알 수 없음) : 학겨감
2020. 5. 31. 09:48, 정우 : ㅁㅊ;;;;;;
2020. 5. 31. 09:48, 정우 : 오박사 존나열심히살아ㅠ
2020. 5. 31. 11:12, 정우 : ㅎㅇㅎㅇ
2020. 5. 31. 11:12, 정우 : 조짐조짐
2020. 5. 31. 11:15, 정우 : 아니 그래서
2020. 5. 31. 11:15, 정우 : 나 얌전히집가면 되는건가
2020. 5. 31. 11:15, 정우 : ㅠ
2020. 5. 31. 11:17, 정우 : 술
2020. 5. 31. 11:17, 정우 : 술술
2020. 5. 31. 11:17, 정우 : 맥주~~~~~~~~~
2020. 5. 31. 11:22, 정우 : 아니 해가 중천인데
2020. 5. 31. 11:22, 정우 : 다 자는거여뭐여
2020. 5. 31. 11:22, 정우 : ㅡㅡ
2020. 5. 31. 11:25, 정우 : 쩝
2020. 5. 31. 11:25, 정우 : 포기한다
2020. 5. 31. 11:26, 정우 : 이모티콘 
2020. 5. 31. 12:00, (알 수 없음) : 쩝
2020. 5. 31. 12:00, (알 수 없음) : 우리정우운다
2020. 5. 31. 12:00, (알 수 없음) : 이모티콘 
2020. 5. 31. 12:00, (알 수 없음) : ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2020. 5. 31. 12:00, (알 수 없음) : 집가냐
2020. 5. 31. 12:00, (알 수 없음) : 점심먹고맥주론자ㅡㅡㅡㅡㅡ먹어ㅏㄹ
2020. 5. 31. 12:01, 정우 : 집이다
2020. 5. 31. 12:01, 정우 : 울었다
2020. 5. 31. 12:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:01, 정우 : 이모티콘 
2020. 5. 31. 12:01, (알 수 없음) : ㅠ
2020. 5. 31. 12:01, (알 수 없음) : 점심뭐먹지
2020. 5. 31. 12:02, (알 수 없음) : 따쉿
2020. 5. 31. 12:02, 정우 : 나는뭐먹지
2020. 5. 31. 12:02, 정우 : 주는거먹어야지 뭐
2020. 5. 31. 12:03, (알 수 없음) : ㅊㅊ해주샂
2020. 5. 31. 12:04, 정우 : 흠
2020. 5. 31. 12:04, 정우 : 냉면
2020. 5. 31. 12:07, (알 수 없음) : 볶음밥먹으러옴
2020. 5. 31. 12:07, (알 수 없음) : ㅈㅅㅈㅅ
2020. 5. 31. 12:08, 정우 : ㅡㅡ
2020. 5. 31. 12:08, 정우 : ㄱㅊㄱㅊ
2020. 5. 31. 12:08, 정우 : 이제
2020. 5. 31. 12:09, 정우 : 카트달린다 나는
2020. 5. 31. 12:09, (알 수 없음) : ㅅㅂ
2020. 5. 31. 12:09, (알 수 없음) : 사진 2장
2020. 5. 31. 12:09, (알 수 없음) : 이효리게약서도랏나
2020. 5. 31. 12:10, (알 수 없음) : ㅅㅂ근데그래도 소속사들줄섯겟다
2020. 5. 31. 12:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:12, 정우 : 그렇겠지
2020. 5. 31. 12:12, 정우 : 어제보니까
2020. 5. 31. 12:13, 정우 : 여전하던데
2020. 5. 31. 12:14, 원준오빠 : ㄷㄷ 나도 볶음밥막음
2020. 5. 31. 12:16, 정우 : ㄷㄷㄷ
2020. 5. 31. 12:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:22, (알 수 없음) : ㄹㅇ
2020. 5. 31. 12:22, (알 수 없음) : 여전하다
2020. 5. 31. 12:22, (알 수 없음) : 놀토 간식타임이다
2020. 5. 31. 12:22, (알 수 없음) : 여기부터일단봐야짓
2020. 5. 31. 12:23, (알 수 없음) : 티비엔개꿀딲
2020. 5. 31. 12:23, (알 수 없음) : 아
2020. 5. 31. 12:23, (알 수 없음) : 근데
2020. 5. 31. 12:23, (알 수 없음) : 아
2020. 5. 31. 12:23, (알 수 없음) : 술
2020. 5. 31. 12:23, (알 수 없음) : 간만에먹엇더니
2020. 5. 31. 12:23, (알 수 없음) : 힘드네
2020. 5. 31. 12:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:23, 정우 : 집임?
2020. 5. 31. 12:23, (알 수 없음) : 응
2020. 5. 31. 12:23, (알 수 없음) : ㅎㅎ
2020. 5. 31. 12:23, (알 수 없음) : ㅎㅎ;
2020. 5. 31. 12:23, 정우 : 그럼이건뭐임
2020. 5. 31. 12:23, (알 수 없음) : 배달이
2020. 5. 31. 12:23, (알 수 없음) : 온다고
2020. 5. 31. 12:23, (알 수 없음) : ^^
2020. 5. 31. 12:23, 정우 : ㅇㅎ
2020. 5. 31. 12:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:24, (알 수 없음) : 배달의민족
2020. 5. 31. 12:24, (알 수 없음) : 아이겟십니가
2020. 5. 31. 12:24, 정우 : ㅅㅂ
2020. 5. 31. 12:24, 정우 : 말진짜 그냥 막하는구나
2020. 5. 31. 12:24, (알 수 없음) : 근데
2020. 5. 31. 12:24, (알 수 없음) : 일은하는중임
2020. 5. 31. 12:24, (알 수 없음) : 쩝
2020. 5. 31. 12:24, 정우 : 아니아까학교간다며
2020. 5. 31. 12:24, (알 수 없음) : 그때일어나서
2020. 5. 31. 12:24, (알 수 없음) : 일함
2020. 5. 31. 12:24, 정우 : ㅇㅋㅇㅋ
2020. 5. 31. 12:24, 정우 : 굿
2020. 5. 31. 12:24, (알 수 없음) : 오전
2020. 5. 31. 12:24, (알 수 없음) : 밥먹고씻고간다
2020. 5. 31. 12:24, (알 수 없음) : 레알류
2020. 5. 31. 12:24, (알 수 없음) : 헉
2020. 5. 31. 12:24, (알 수 없음) : 아이린치킨을못먹네
2020. 5. 31. 12:26, 정우 : ㅇㅇ
2020. 5. 31. 12:26, 정우 : 그렇대
2020. 5. 31. 12:26, 정우 : ㅠ
2020. 5. 31. 12:27, (알 수 없음) : 집가서
2020. 5. 31. 12:27, (알 수 없음) : 점심
2020. 5. 31. 12:27, (알 수 없음) : 먹고
2020. 5. 31. 12:27, (알 수 없음) : 맥주한잔해라
2020. 5. 31. 12:27, (알 수 없음) : 집앞ㅍ카페가서
2020. 5. 31. 12:27, (알 수 없음) : 커피+맥주파는카페 ㄱ
2020. 5. 31. 12:28, (알 수 없음) : ㅁㅊ
2020. 5. 31. 12:28, (알 수 없음) : 댄브
2020. 5. 31. 12:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:28, 정우 : 맥주그냥
2020. 5. 31. 12:28, (알 수 없음) : ㅅㅂ
2020. 5. 31. 12:28, 정우 : 안먹어
2020. 5. 31. 12:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:28, (알 수 없음) : 가방
2020. 5. 31. 12:28, (알 수 없음) : 돌리는거
2020. 5. 31. 12:28, (알 수 없음) : 개돌았나
2020. 5. 31. 12:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:28, 정우 : 혜리진짜
2020. 5. 31. 12:28, 정우 : ㅠ
2020. 5. 31. 12:29, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끊어진것도모르고
2020. 5. 31. 12:29, (알 수 없음) : 돌리는거봐소
2020. 5. 31. 12:29, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:29, (알 수 없음) : 아이린진짜존예긴존예네
2020. 5. 31. 12:30, 정우 : ㅇㅈㅇㅈ
2020. 5. 31. 12:30, 정우 : 나처음에
2020. 5. 31. 12:30, 정우 : 리본단것도몰랐음
2020. 5. 31. 12:31, (알 수 없음) : dpd
2020. 5. 31. 12:31, (알 수 없음) : f엥
2020. 5. 31. 12:31, 정우 : 얼굴구경하느라 바빠서
2020. 5. 31. 12:31, (알 수 없음) : 리본을어디닮
2020. 5. 31. 12:31, (알 수 없음) : 아이린 그거
2020. 5. 31. 12:31, 정우 : 머리에
2020. 5. 31. 12:31, (알 수 없음) : 귀걸이짤알지
2020. 5. 31. 12:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나웃긴데
2020. 5. 31. 12:31, 정우 : 존나큰리본
2020. 5. 31. 12:31, (알 수 없음) : 귀걸이를 그렇게 큰걸달아나도
2020. 5. 31. 12:31, (알 수 없음) : 하나도모름
2020. 5. 31. 12:31, (알 수 없음) : ㅅㅂ
2020. 5. 31. 12:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:31, (알 수 없음) : 나 방금
2020. 5. 31. 12:31, (알 수 없음) : 처음들음
2020. 5. 31. 12:31, (알 수 없음) : 한번봐볼게
2020. 5. 31. 12:31, 정우 : 뭘
2020. 5. 31. 12:31, (알 수 없음) : 리본매고있따는거
2020. 5. 31. 12:31, 정우 : 아
2020. 5. 31. 12:31, (알 수 없음) : ㄹㅇ그러네
2020. 5. 31. 12:31, 정우 : ㄱㄱ
2020. 5. 31. 12:31, (알 수 없음) : ㅅㅂ
2020. 5. 31. 12:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:31, 정우 : ㄹㅇ
2020. 5. 31. 12:31, (알 수 없음) : 키보드 아이린
2020. 5. 31. 12:31, 정우 : 다모름
2020. 5. 31. 12:31, 정우 : ㅅㅂ
2020. 5. 31. 12:31, (알 수 없음) : 쟤도제정신아니네
2020. 5. 31. 12:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:31, 정우 : 얼굴구경하느라
2020. 5. 31. 12:31, (알 수 없음) : 혜리랑ㄱ쿵짝이네
2020. 5. 31. 12:31, (알 수 없음) : ㄹㅇ 리본이제알았어
2020. 5. 31. 12:31, 정우 : ㅇㅇ존나웃겨
2020. 5. 31. 12:34, (알 수 없음) : 엽이에나컨셉도
2020. 5. 31. 12:34, (알 수 없음) : 진짜개찰땩;
2020. 5. 31. 12:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 12:34, 정우 : ㅇㅇㅈ
2020. 5. 31. 12:34, 정우 : ㅇㅈㅇㅈ
2020. 5. 31. 12:34, (알 수 없음) : 원더걸스소핫
2020. 5. 31. 12:34, (알 수 없음) : 핫핫~
2020. 5. 31. 12:36, 정우 : 핫핫!
2020. 5. 31. 12:39, (알 수 없음) : 방어구이가
2020. 5. 31. 12:39, (알 수 없음) : 그렇게 맛잇때
2020. 5. 31. 12:39, (알 수 없음) : 방어회 말고 안먹어봐서
2020. 5. 31. 12:39, (알 수 없음) : 궁금하네
2020. 5. 31. 12:43, 정우 : 오
2020. 5. 31. 12:43, 정우 : 신기하군
2020. 5. 31. 12:47, (알 수 없음) : 오우벌써한시얍
2020. 5. 31. 12:55, 정우 : ㄹㅇ
2020. 5. 31. 12:55, 정우 : 졸린데
2020. 5. 31. 12:57, (알 수 없음) : 아
2020. 5. 31. 12:57, (알 수 없음) : 볶음밥왔따
2020. 5. 31. 12:57, (알 수 없음) : 계란하나해서올려먹기가능
2020. 5. 31. 13:02, 정우 : ㄱㄴㄱㄴ
2020. 5. 31. 13:02, 정우 : 나는냉면
2020. 5. 31. 13:02, 정우 : 조짐
2020. 5. 31. 13:02, (알 수 없음) : ㅗ좋네
2020. 5. 31. 13:05, (알 수 없음) : 오
2020. 5. 31. 13:05, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 13:05, (알 수 없음) : 담주존잼각이네
2020. 5. 31. 13:05, (알 수 없음) : 문세윤
2020. 5. 31. 13:05, (알 수 없음) : 가운데로갔네
2020. 5. 31. 13:06, 원준오빠 : 님등 잘먹네
2020. 5. 31. 13:06, 원준오빠 : 굿굿
2020. 5. 31. 13:07, 원준오빠 : 혜리 진짜 짱귀
2020. 5. 31. 13:11, (알 수 없음) : fd;
2020. 5. 31. 13:14, 정우 : 어쩌다보니 점심에 소고기맛을봤네;;
2020. 5. 31. 13:14, 정우 : 맛있군
2020. 5. 31. 13:31, (알 수 없음) : ㅁㅊ
2020. 5. 31. 13:31, (알 수 없음) : 시험은
2020. 5. 31. 13:31, (알 수 없음) : 근데잘보고왔냐
2020. 5. 31. 13:31, (알 수 없음) : 어떰
2020. 5. 31. 13:32, 정우 : 그냥뭐
2020. 5. 31. 13:33, 정우 : 좀헷갈리는게많긴했음
2020. 5. 31. 13:33, 정우 : 그냥그랬음 리얼
2020. 5. 31. 13:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 13:39, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2020. 5. 31. 13:39, (알 수 없음) : 그럼
2020. 5. 31. 13:39, (알 수 없음) : 뜰떄까지
2020. 5. 31. 13:39, (알 수 없음) : 대기네
2020. 5. 31. 13:40, 정우 : ㅇㅇ.......
2020. 5. 31. 13:40, 정우 : 한달.......ㅅㅂ
2020. 5. 31. 13:40, 정우 : 까먹을듯
2020. 5. 31. 13:45, 원준오빠 : https://v.kakao.com/v/20200531120054779
2020. 5. 31. 13:45, 원준오빠 : 워,, 오븐용 로봇인줄,,
2020. 5. 31. 13:52, (알 수 없음) : 형
2020. 5. 31. 13:52, (알 수 없음) : 두두둥장한판만할래,,?
2020. 5. 31. 13:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
