Talk_2021.8.24 13:11-67.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 4월 22일 수요일
2020. 4. 22. 21:13, 이석준 : 2년계약...
2020. 4. 27. 19:45, (알 수 없음) : 몰라
2020. 4. 27. 19:45, (알 수 없음) : 힙이냐이게
2020. 4. 27. 19:45, (알 수 없음) : 히잘모르겟누
2020. 4. 27. 19:46, (알 수 없음) : 근데스테이투나잇
2020. 4. 27. 19:46, (알 수 없음) : 게속하는부분은
2020. 4. 27. 19:46, (알 수 없음) : 좀시끄러워
2020. 4. 27. 19:46, (알 수 없음) : ;;;
2020. 4. 27. 19:46, (알 수 없음) : 안들어야겟다
2020. 4. 27. 19:46, 빠충 : 오마이걸 노래
2020. 4. 27. 19:47, 빠충 : 이번 거 별로라 추천도 못하겠네
2020. 4. 27. 19:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:47, 빠충 : 비밀정원들으셈
2020. 4. 27. 19:47, (알 수 없음) : 비밀정원
2020. 4. 27. 19:47, (알 수 없음) : 그래
2020. 4. 27. 19:47, (알 수 없음) : 나도저거들으러갓다가
2020. 4. 27. 19:47, (알 수 없음) : 비밀정원듣눈즁;
2020. 4. 27. 19:47, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:47, 빠충 : 오마이걸 종착역
2020. 4. 27. 19:47, 빠충 : 갓밀정원
2020. 4. 27. 19:47, (알 수 없음) : 진짜대명곡
2020. 4. 27. 19:48, 빠충 : 라붐도 노래 좋은데
2020. 4. 27. 19:48, 빠충 : 상상더하기
2020. 4. 27. 19:48, (알 수 없음) : 상더
2020. 4. 27. 19:48, (알 수 없음) : 브레이브걸스롤린도좋음
2020. 4. 27. 19:48, (알 수 없음) : ;
2020. 4. 27. 19:48, (알 수 없음) : 에프엑스포월즈듣는중
2020. 4. 27. 19:48, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:49, (알 수 없음) : 이때
2020. 4. 27. 19:49, 빠충 : 이렇게 신곡을 안듣기 시작하나봐
2020. 4. 27. 19:49, (알 수 없음) : 크리스탈통넓은핑크바지인가
2020. 4. 27. 19:49, (알 수 없음) : 이뻣는데
2020. 4. 27. 19:49, 빠충 : ㅇㅇㅇㅇㅇ
2020. 4. 27. 19:49, 빠충 : 나팔바지
2020. 4. 27. 19:49, 빠충 : 뭔지암
2020. 4. 27. 19:49, (알 수 없음) : ㅇㅇ
2020. 4. 27. 19:49, 빠충 : 니 보는 눈 좀 있네
2020. 4. 27. 19:49, (알 수 없음) : ㄱㅅㄱㅅ
2020. 4. 27. 19:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:50, 정우 : 대화
2020. 4. 27. 19:50, 정우 : 뭔가웃기네
2020. 4. 27. 19:51, (알 수 없음) : 왜
2020. 4. 27. 19:51, (알 수 없음) : 진댄데
2020. 4. 27. 19:51, 정우 : 아 그냥
2020. 4. 27. 19:51, 정우 : 뭔가웃기다고
2020. 4. 27. 19:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 19:51, 정우 : 저녁
2020. 4. 27. 19:51, 정우 : 먹어봄 그럼
2020. 4. 27. 19:51, (알 수 없음) : ㅇㅋㅇㅋ
2020. 4. 27. 20:01, 원준오빠 : 나 오마이걸 아형 나온거 보고
2020. 4. 27. 20:01, 원준오빠 : 준나 재밌어서
2020. 4. 27. 20:01, 원준오빠 : 영상찾아봄ㅋㅋㅋㅋㅋ
2020. 4. 27. 20:01, 원준오빠 : 비밀정원 1따봉
2020. 4. 27. 20:01, (알 수 없음) : ㅌㅋㅌㅋㅌㅋㅌ
2020. 4. 27. 20:02, (알 수 없음) : 아잠오는데
2020. 4. 27. 20:04, 정우 : 잠ㄴㄴ
2020. 4. 27. 20:06, (알 수 없음) : 맥주도업소배부륵다
2020. 4. 27. 20:06, 부그뷰 : 사진
2020. 4. 27. 20:06, 부그뷰 : 동영상
2020. 4. 27. 20:07, 부그뷰 : 아 잘못올림
2020. 4. 27. 20:07, 부그뷰 : ㅇㅇ
2020. 4. 27. 20:07, 원준오빠 : 잘했음
2020. 4. 27. 20:07, 정우 : 올
2020. 4. 27. 20:07, 원준오빠 : 오마이걸 신곡 나왔는데
2020. 4. 27. 20:07, 원준오빠 : 여전히 정석좌 1등;
2020. 4. 27. 20:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 4. 27. 20:08, 정우 : 정석좌;;;;
2020. 4. 27. 20:08, 정우 : 오마이걸 그래도 이렇게 말나왔으니
2020. 4. 27. 20:08, 정우 : 뮤비한번은 봐주는게 예의인가
2020. 4. 27. 20:08, 정우 : 마침 유투브에 뜨는데?
2020. 4. 27. 20:08, 정우 : ㅇㅋ봐준다
2020. 4. 27. 20:10, (알 수 없음) : 잘햇다
2020. 4. 27. 20:10, (알 수 없음) : 부경보
2020. 4. 27. 20:10, (알 수 없음) : 고생이많다
2020. 4. 27. 20:12, 정우 : 갯굴
2020. 4. 27. 20:12, 정우 : 오마이걸노래
2020. 4. 27. 20:13, 정우 : 들을때 아 왠지 엠보곡 하고싶은데 했는데
2020. 4. 27. 20:13, 정우 : 진짜 랩 많이나오네
2020. 4. 27. 20:13, 정우 : ;;;;;;
2020. 4. 27. 20:14, (알 수 없음) : 그러게
2020. 4. 27. 20:14, (알 수 없음) : 파란머리내
2020. 4. 27. 20:14, (알 수 없음) : 많이나오더라
2020. 4. 27. 20:14, 정우 : ㅇㅇㅇ
2020. 4. 27. 20:15, 정우 : 뭐 어쨋든
2020. 4. 27. 20:15, 정우 : 다봤다
2020. 4. 27. 20:15, 정우 : 9시부터 운동해봄
2020. 4. 27. 20:16, (알 수 없음) : 아니
2020. 4. 27. 20:16, (알 수 없음) : 술한잔
2020. 4. 27. 20:16, (알 수 없음) : 안허냐
2020. 4. 27. 20:16, 정우 : 운동하고도
2020. 4. 27. 20:16, 정우 : ㄱㄴㄱㄴ
2020. 4. 27. 20:16, (알 수 없음) : ㅇㅋㅇㅋ
2020. 4. 27. 20:16, 정우 : 굿굿
2020. 4. 27. 20:17, 정우 : 아왜
2020. 4. 27. 20:17, 정우 : 먹자마자 배아프지
2020. 4. 27. 20:17, 정우 : 쩝
2020. 4. 27. 20:19, 경민 : 인스타
2020. 4. 27. 20:20, 경민 : 댓글이벤트같은거
2020. 4. 27. 20:20, 경민 : 참가하고싶은데
2020. 4. 27. 20:20, 경민 : ㅋㅌㅋㅋㅋㅋ짜고치는고스톱같아서못하게삳
2020. 4. 27. 20:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 20:30, 원준오빠 : 내가 짜드림
2020. 4. 27. 20:30, 원준오빠 : ㄷㄷㄷㅈ ㄱ?
2020. 4. 27. 20:30, (알 수 없음) : ㄴ
2020. 4. 27. 20:30, 원준오빠 : ㅇㅋ
2020. 4. 27. 20:30, (알 수 없음) : 나도하자
2020. 4. 27. 20:30, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 20:30, 정우 : ㅅㅂ
2020. 4. 27. 20:30, 원준오빠 : 나 두더지 사주셈 ㅡㅡ
2020. 4. 27. 20:30, 원준오빠 : 오 나중에 과제비 받으면 사야집
2020. 4. 27. 20:31, (알 수 없음) : 두더지..?
2020. 4. 27. 20:31, (알 수 없음) : 그게먼데
2020. 4. 27. 20:31, 원준오빠 : 아까 그 임티
2020. 4. 27. 20:31, (알 수 없음) : 사진
2020. 4. 27. 20:31, (알 수 없음) : 이거...?
2020. 4. 27. 20:31, 원준오빠 : ㅇㅇ
2020. 4. 27. 20:31, 원준오빠 : 두덪 아님..?
2020. 4. 27. 20:31, (알 수 없음) : akwdna
2020. 4. 27. 20:31, (알 수 없음) : 맞음
2020. 4. 27. 20:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 20:31, 원준오빠 : ㅅㅂ
2020. 4. 27. 20:31, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 20:31, 정우 : ㄷㄷㄷㅈ얘긴줄
2020. 4. 27. 20:31, 원준오빠 : 밀당 개잘하네
2020. 4. 27. 20:31, 원준오빠 : 아 ㅋㅋㅋㅋㅋ그런거군
2020. 4. 27. 20:31, 원준오빠 : 이해함ㅋ
2020. 4. 27. 20:32, (알 수 없음) : 사진
2020. 4. 27. 20:32, 정우 : 대가리박아라 다음대사가
2020. 4. 27. 20:32, 정우 : 나왔네
2020. 4. 27. 20:32, (알 수 없음) : 정우야
2020. 4. 27. 20:32, (알 수 없음) : 상스럽ㄱ9
2020. 4. 27. 20:32, (알 수 없음) : 대가리박아라가뭐니...
2020. 4. 27. 20:33, 정우 : ?
2020. 4. 27. 20:33, 정우 : 존나어이없네
2020. 4. 27. 20:33, 정우 : 다음에만나면
2020. 4. 27. 20:33, 정우 : 너부터대가리박아라
2020. 4. 27. 20:33, (알 수 없음) : 와
2020. 4. 27. 20:33, (알 수 없음) : 뮈첫다
2020. 4. 27. 20:33, (알 수 없음) : 이시간에플젝하는사람
2020. 4. 27. 20:33, (알 수 없음) : 연락옴
2020. 4. 27. 20:33, (알 수 없음) : 에트리에서
2020. 4. 27. 20:33, (알 수 없음) : 다덜
2020. 4. 27. 20:33, 정우 : 차단
2020. 4. 27. 20:33, 정우 : ㄱ
2020. 4. 27. 20:33, (알 수 없음) : 시간감각왜이래오?
2020. 4. 27. 20:33, (알 수 없음) : ㅠ
2020. 4. 27. 20:33, (알 수 없음) : 이러지마세오제발
2020. 4. 27. 20:33, 정우 : 손절
2020. 4. 27. 20:33, 정우 : ㄱ
2020. 4. 27. 20:33, 원준오빠 : 걔 이름이
2020. 4. 27. 20:33, 원준오빠 : 뚜지래
2020. 4. 27. 20:33, 원준오빠 : 뚜지뚜지
2020. 4. 27. 20:36, (알 수 없음) : ㅠ카톡으로오다니
2020. 4. 27. 20:36, (알 수 없음) : 문자도아니고
2020. 4. 27. 20:36, (알 수 없음) : 뚜지뚜지10시에답해야지
2020. 4. 27. 20:36, (알 수 없음) : ^^
2020. 4. 27. 20:36, 정우 : 굿
2020. 4. 27. 20:39, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:39, (알 수 없음) : 맥주가넝;?
2020. 4. 27. 20:40, 정우 : ㄱㄴㄱㄴ
2020. 4. 27. 20:41, (알 수 없음) : 님도 고소
2020. 4. 27. 20:41, (알 수 없음) : ㄱㄱ
2020. 4. 27. 20:41, 정우 : 고소.....?
2020. 4. 27. 20:42, (알 수 없음) : 고고 ..
2020. 4. 27. 20:42, (알 수 없음) : ㅜ
2020. 4. 27. 20:43, 원준오빠 : 뚜찌!
2020. 4. 27. 20:43, (알 수 없음) : 사진
2020. 4. 27. 20:43, 원준오빠 : ㅠ
2020. 4. 27. 20:44, 정우 : ㅠ
2020. 4. 27. 20:44, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:44, 정우 : 이모티콘 
2020. 4. 27. 20:46, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:46, (알 수 없음) : 사진
2020. 4. 27. 20:46, 정우 : 이모티콘 
2020. 4. 27. 20:46, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:50, 재환오빠 : 이모티콘 
2020. 4. 27. 20:50, 재환오빠 : 이모티콘 
2020. 4. 27. 20:51, 경민 : ㄷㄷㄷㅈ
2020. 4. 27. 20:51, 경민 : 말고다른거하는중
2020. 4. 27. 20:51, 경민 : 두더지먼데
2020. 4. 27. 20:51, 경민 : 사준다
2020. 4. 27. 20:52, 재환오빠 : 이모티콘 
2020. 4. 27. 20:54, (알 수 없음) : ㄱㄷㄷㅈ
2020. 4. 27. 20:56, 정우 : 배
2020. 4. 27. 20:56, 정우 : 왜케아프지
2020. 4. 27. 20:56, 정우 : 조졌다
2020. 4. 27. 20:56, 정우 : 쩝
2020. 4. 27. 20:56, 원준오빠 : 오;
2020. 4. 27. 20:56, 원준오빠 : 개이덕,,?
2020. 4. 27. 20:57, 원준오빠 : ㄷㄷㄷㅈ말고 뭐함 협곡?
2020. 4. 27. 20:57, 경민 : 칼바람;
2020. 4. 27. 20:58, 원준오빠 : 칼바람 머임?
2020. 4. 27. 20:58, 경민 : 칼바람나락
2020. 4. 27. 20:58, 경민 : 무작위총력전
2020. 4. 27. 20:58, 원준오빠 : 샵검색: #롤 칼바람
2020. 4. 27. 20:58, 원준오빠 : 아하
2020. 4. 27. 20:59, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:59, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:59, 원준오빠 : 헐
2020. 4. 27. 20:59, 원준오빠 : 새로나옴?
2020. 4. 27. 20:59, (알 수 없음) : ㅇㅇㅇ
2020. 4. 27. 20:59, 원준오빠 : 이모티콘 
2020. 4. 27. 20:59, (알 수 없음) : 이모티콘 
2020. 4. 27. 20:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 20:59, (알 수 없음) : 사진
2020. 4. 27. 20:59, 원준오빠 : 이모티콘 
2020. 4. 27. 21:00, 원준오빠 : 이유는 없어 그냥 해
2020. 4. 27. 21:00, 원준오빠 : 나오면좋겠더
2020. 4. 27. 21:00, 재환오빠 : 오
2020. 4. 27. 21:00, 재환오빠 : 이모티콘 
2020. 4. 27. 21:00, 재환오빠 : ㅎㅇㄹ
2020. 4. 27. 21:00, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:00, 재환오빠 : 이모티콘 
2020. 4. 27. 21:01, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:01, (알 수 없음) : 나도찐이야
2020. 4. 27. 21:01, (알 수 없음) : 찐찐찐찐찐이야
2020. 4. 27. 21:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:02, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:03, 재환오빠 : 오ㅋㅋㅋㅋㅋ
2020. 4. 27. 21:03, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:03, 재환오빠 : 이모티콘 ㅎㅇㄹ
2020. 4. 27. 21:03, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:03, 정우 : 개웃기네
2020. 4. 27. 21:03, 정우 : 두더지떼들
2020. 4. 27. 21:03, 재환오빠 : ㄷㄷㅈ
2020. 4. 27. 21:03, (알 수 없음) : 얘손발 핑크야
2020. 4. 27. 21:03, (알 수 없음) : ㄷㄷㄷㅈ
2020. 4. 27. 21:03, 재환오빠 : ㄷㄷㄷㅈ
2020. 4. 27. 21:03, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:03, 재환오빠 : 두두더지
2020. 4. 27. 21:03, 정우 : 이모티콘 
2020. 4. 27. 21:03, 정우 : 두더지잡기
2020. 4. 27. 21:03, 정우 : 빵
2020. 4. 27. 21:03, 정우 : 빵
2020. 4. 27. 21:03, 정우 : 이모티콘 
2020. 4. 27. 21:03, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:03, 재환오빠 : 이모티콘 
2020. 4. 27. 21:03, (알 수 없음) : 3두더지뭉치세요
2020. 4. 27. 21:03, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:03, 재환오빠 : 이모티콘 
2020. 4. 27. 21:03, 정우 : 이모티콘 
2020. 4. 27. 21:04, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:04, 정우 : 이모티콘 
2020. 4. 27. 21:04, 재환오빠 : 와 오재닮음 얘
2020. 4. 27. 21:05, (알 수 없음) : ㅋㅋㅌㅊㅌㅌㅌㅌㅌㅌ
2020. 4. 27. 21:05, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:05, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:05, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:05, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:12, 정우 : 절대안내려오쥬?
2020. 4. 27. 21:14, (알 수 없음) : 지금
2020. 4. 27. 21:14, (알 수 없음) : 집에와서치애에서
2020. 4. 27. 21:14, (알 수 없음) : 침대에서한밫자국도
2020. 4. 27. 21:14, (알 수 없음) : 안내려감
2020. 4. 27. 21:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:15, 정우 : 역시
2020. 4. 27. 21:18, (알 수 없음) : ㅎ헤헤헤헤이
2020. 4. 27. 21:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:21, 정우 : 좋냐
2020. 4. 27. 21:21, 정우 : 침대
2020. 4. 27. 21:21, (알 수 없음) : 좋지
2020. 4. 27. 21:21, 정우 : 좋지 당연히;;;;
2020. 4. 27. 21:21, 정우 : 시발
2020. 4. 27. 21:21, 정우 : 질문이라고 하냐
2020. 4. 27. 21:21, 정우 : 정우ㅑ
2020. 4. 27. 21:22, (알 수 없음) : ㅠ
2020. 4. 27. 21:22, (알 수 없음) : 정우이상헤짐
2020. 4. 27. 21:22, (알 수 없음) : 보아
2020. 4. 27. 21:22, (알 수 없음) : 보콬 코치로 나온다게굴디
2020. 4. 27. 21:22, (알 수 없음) : 보코나봐야지
2020. 4. 27. 21:22, (알 수 없음) : 샵검색: #보이스코리아 보아
2020. 4. 27. 21:22, (알 수 없음) : ㅁㅊ
2020. 4. 27. 21:22, (알 수 없음) : 성시경나오닙
2020. 4. 27. 21:22, (알 수 없음) : 나오넵;
2020. 4. 27. 21:23, (알 수 없음) : 성시경개조아:
2020. 4. 27. 21:23, (알 수 없음) : 샵검색: #보이스 코리아 2020 출연
2020. 4. 27. 21:23, (알 수 없음) : 약간이번에짬으로밀어붙이는거같은데
2020. 4. 27. 21:23, (알 수 없음) : 원래 백지영 강타
2020. 4. 27. 21:24, (알 수 없음) : 원래도짬이엇구나
2020. 4. 27. 21:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:30, 정우 : 짬바
2020. 4. 27. 21:30, 정우 : 지리겠누
2020. 4. 27. 21:31, (알 수 없음) : 내일할일
2020. 4. 27. 21:31, (알 수 없음) : 개명곡이뉴
2020. 4. 27. 21:32, 정우 : 그렇누
2020. 4. 27. 21:33, (알 수 없음) : 그렇뉴
2020. 4. 27. 21:33, (알 수 없음) : 성시경콘서트도해야하는데
2020. 4. 27. 21:33, 정우 : 안하누
2020. 4. 27. 21:34, (알 수 없음) : ㅠㅜㅠ밀렷누
2020. 4. 27. 21:37, 정우 : ㅠㅠㅠ안타깝누
2020. 4. 27. 21:38, (알 수 없음) : 술먹누
2020. 4. 27. 21:38, (알 수 없음) : 친구오누
2020. 4. 27. 21:38, (알 수 없음) : 세시간누워잇으니
2020. 4. 27. 21:38, (알 수 없음) : 술친구오고좋누
2020. 4. 27. 21:38, 정우 : ?
2020. 4. 27. 21:38, 정우 : 도랐누
2020. 4. 27. 21:38, (알 수 없음) : 이모티콘 
2020. 4. 27. 21:39, (알 수 없음) : ~?~?~
2020. 4. 27. 21:40, 정우 : 부럽누;;;
2020. 4. 27. 21:43, (알 수 없음) : 근데잠오누;
2020. 4. 27. 21:43, (알 수 없음) : 6시이후문자내일답장해도되누;;?
2020. 4. 27. 21:44, 정우 : ㅇㅇㅇㅇ
2020. 4. 27. 21:44, 정우 : ㄱㄴㄱㄴ
2020. 4. 27. 21:44, (알 수 없음) : 지금하려다가
2020. 4. 27. 21:44, (알 수 없음) : 귀찮아졋다누
2020. 4. 27. 21:44, 정우 : 늦게보낸사람
2020. 4. 27. 21:44, 정우 : 잘못이누
2020. 4. 27. 21:45, (알 수 없음) : 고맙누
2020. 4. 27. 21:46, 정우 : 당연하누
2020. 4. 27. 21:46, (알 수 없음) : 뭐하누?
2020. 4. 27. 21:47, 재환오빠 : 이모티콘 
2020. 4. 27. 21:49, 정우 : 운동하누
2020. 4. 27. 21:50, (알 수 없음) : 운동집에서머하누
2020. 4. 27. 21:50, 정우 : 맨몸운동하고
2020. 4. 27. 21:50, 정우 : 덤벨갖고 깔짝깔짝하누
2020. 4. 27. 21:50, (알 수 없음) : 깔짝충이누
2020. 4. 27. 21:50, (알 수 없음) : 세광처럼하라누
2020. 4. 27. 21:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:52, 정우 : 비교대상 잘못됐누;;;;
2020. 4. 27. 21:52, (알 수 없음) : ㅇㅈ하누...
2020. 4. 27. 21:52, (알 수 없음) : 오늘약간
2020. 4. 27. 21:52, (알 수 없음) : 12시전에취침가능한각나오눟ㅎ
2020. 4. 27. 21:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 21:53, 정우 : 난 안그러면
2020. 4. 27. 21:53, 정우 : 뒤지는데
2020. 4. 27. 21:53, 정우 : ㅅㅂ
2020. 4. 27. 21:54, (알 수 없음) : 내일그리고
2020. 4. 27. 21:54, (알 수 없음) : 개열일때리고
2020. 4. 27. 21:54, (알 수 없음) : 수욜칼퇴하고각나오누
2020. 4. 27. 21:57, 정우 : 놀계획
2020. 4. 27. 21:57, 정우 : 철저하누
2020. 4. 27. 22:02, 원준오빠 : ㅎㅇㅎㅇ ㅎㅎ
2020. 4. 27. 22:03, 원준오빠 : 이모티콘 
2020. 4. 27. 22:03, 재환오빠 : 이모티콘 
2020. 4. 27. 22:04, 원준오빠 : 그럼
2020. 4. 27. 22:04, 원준오빠 : 등장 한판 함
2020. 4. 27. 22:04, 정우 : ㄷㄷㄷㅈ
2020. 4. 27. 22:05, (알 수 없음) : 조와
2020. 4. 27. 22:06, 원준오빠 : ㄷㅈ!
2020. 4. 27. 22:06, 원준오빠 : 정우야
2020. 4. 27. 22:06, 원준오빠 : 오늘 예빈이랑은 어땠어
2020. 4. 27. 22:06, 원준오빠 : 어휴 예빈이래
2020. 4. 27. 22:06, 원준오빠 : 예빈씨
2020. 4. 27. 22:08, 정우 : 이모티콘 
2020. 4. 27. 22:08, 정우 : 예빈씨 누구냐
2020. 4. 27. 22:08, 정우 : 이쁘냐?
2020. 4. 27. 22:09, 원준오빠 : 예빈이 몰라?
2020. 4. 27. 22:09, (알 수 없음) : 누군데
2020. 4. 27. 22:09, 정우 : 난 모르는듯
2020. 4. 27. 22:09, 정우 : 소개좀;;;
2020. 4. 27. 22:09, 정우 : ㅎㅎ;;;
2020. 4. 27. 22:09, 원준오빠 : 나도 몰라;
2020. 4. 27. 22:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:09, (알 수 없음) : 에씅이냐
2020. 4. 27. 22:09, (알 수 없음) : 코머겅
2020. 4. 27. 22:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:09, (알 수 없음) : 뭐냐
2020. 4. 27. 22:09, (알 수 없음) : 나근데
2020. 4. 27. 22:09, (알 수 없음) : 예빈이알아
2020. 4. 27. 22:09, (알 수 없음) : 4쨜
2020. 4. 27. 22:09, 원준오빠 : 어 나도
2020. 4. 27. 22:09, (알 수 없음) : 아님?
2020. 4. 27. 22:09, 원준오빠 : 맞아
2020. 4. 27. 22:09, 원준오빠 : 어디나온 예빈이지?
2020. 4. 27. 22:10, (알 수 없음) : 샵검색: #예빈이 안돼요
2020. 4. 27. 22:10, (알 수 없음) : 이거
2020. 4. 27. 22:10, (알 수 없음) : ㅁㅊ이게14년
2020. 4. 27. 22:10, 원준오빠 : 아아아아앙아아
2020. 4. 27. 22:10, 원준오빠 : ㅁㅊ
2020. 4. 27. 22:11, 원준오빠 : 많이컷갰다
2020. 4. 27. 22:11, (알 수 없음) : ㄹㅇ
2020. 4. 27. 22:11, (알 수 없음) : 갑분예빈이
2020. 4. 27. 22:11, (알 수 없음) : ;
2020. 4. 27. 22:11, (알 수 없음) : 예빈이졸귀탱이넵
2020. 4. 27. 22:11, 원준오빠 : 강예빈이라면?
2020. 4. 27. 22:11, 정우 : 개이득
2020. 4. 27. 22:11, (알 수 없음) : 아니
2020. 4. 27. 22:11, 정우 : 감사합니다
2020. 4. 27. 22:11, 원준오빠 : ㅇㅋ
2020. 4. 27. 22:11, 재환오빠 : 나전여친 예빈이 있었는데
2020. 4. 27. 22:11, (알 수 없음) : 와우
2020. 4. 27. 22:11, 정우 : ㅁㅊ
2020. 4. 27. 22:11, 정우 : 혹시그때
2020. 4. 27. 22:11, 재환오빠 : 저번달에 결혼함
2020. 4. 27. 22:11, 정우 : 화학과
2020. 4. 27. 22:11, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:11, 재환오빠 : 어떰
2020. 4. 27. 22:11, 원준오빠 : 개웃기넵
2020. 4. 27. 22:12, (알 수 없음) : ㅊㅋㅊㅋ
2020. 4. 27. 22:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:12, 정우 : ㅊㅋㅊㅋ;;;
2020. 4. 27. 22:12, (알 수 없음) : 이모티콘 
2020. 4. 27. 22:12, (알 수 없음) : 결혼은축하해야하이가;;;
2020. 4. 27. 22:12, 원준오빠 : ㅊㅋㅊㅋㅊㅋ
2020. 4. 27. 22:12, 재환오빠 : 이모티콘 
2020. 4. 27. 22:12, 재환오빠 : 이모티콘 
2020. 4. 27. 22:12, 정우 : 다그런건아님;;;
2020. 4. 27. 22:12, (알 수 없음) : ㅇㅋ....,,,;;
2020. 4. 27. 22:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:12, (알 수 없음) : 맞아
2020. 4. 27. 22:13, (알 수 없음) : 이태오십새끼
2020. 4. 27. 22:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 27. 22:13, 원준오빠 : ㅁㅊ
2020. 4. 27. 22:13, (알 수 없음) : 여다경
