Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 15. 17:06, (알 수 없음) : 금요일
2019. 7. 15. 17:06, (알 수 없음) : 9시아닌가
2019. 7. 15. 17:06, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 17:06, (알 수 없음) : 하이튼 비긴어게인도 시작합니다고갱님
2019. 7. 15. 17:06, (알 수 없음) : 비긴어게인이랑 캠핑클럽
2019. 7. 15. 17:06, 재환오빠 : 샵검색: #비긴 어게인 3
2019. 7. 15. 17:06, (알 수 없음) : 매주볼수있어서행복화구요
2019. 7. 15. 17:06, 재환오빠 : 금9
2019. 7. 15. 17:06, (알 수 없음) : 엥
2019. 7. 15. 17:06, (알 수 없음) : 아
2019. 7. 15. 17:06, (알 수 없음) : 9시
2019. 7. 15. 17:06, 재환오빠 : 술마실 시간이네
2019. 7. 15. 17:06, (알 수 없음) : 저거뭐야
2019. 7. 15. 17:07, (알 수 없음) : 저두
2019. 7. 15. 17:07, (알 수 없음) : 프듀보면서 혼술하고있을때
2019. 7. 15. 17:07, (알 수 없음) : 프듀보고 재방봐야지
2019. 7. 15. 17:07, (알 수 없음) : 비긴어게인
2019. 7. 15. 17:07, 재환오빠 : 이번주시작이구나 개굳
2019. 7. 15. 17:07, (알 수 없음) : 개구두우우우우욷
2019. 7. 15. 17:08, 경민 : ㅋㅋㅋㅋ
2019. 7. 15. 17:09, (알 수 없음) : 아
2019. 7. 15. 17:09, (알 수 없음) : 피피티
2019. 7. 15. 17:09, (알 수 없음) : 만들기귀찮아
2019. 7. 15. 17:09, (알 수 없음) : 내일세미나
2019. 7. 15. 17:09, (알 수 없음) : 한시간안나올거같은데
2019. 7. 15. 17:09, (알 수 없음) : 아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ 즂댓다
2019. 7. 15. 17:09, (알 수 없음) : 내용이별로업는 논뭔이라
2019. 7. 15. 17:09, (알 수 없음) : 항ㅎㅇ후아후후아후
2019. 7. 15. 17:09, (알 수 없음) : 데충하고
2019. 7. 15. 17:09, (알 수 없음) : 넘겨야쥐
2019. 7. 15. 17:09, 경민 : 언니생일선물머사주지
2019. 7. 15. 17:09, 경민 : ㅏ갖고싶은게업데
2019. 7. 15. 17:09, 경민 : ,,,
2019. 7. 15. 17:09, 이석준 : 현금....?
2019. 7. 15. 17:10, 이석준 : 난 동생 생일 뭐사줄지모르겠어서
2019. 7. 15. 17:10, 이석준 : 돈으로주는뎅....
2019. 7. 15. 17:10, 경민 : 나도결국
2019. 7. 15. 17:10, 경민 : 돈이긴함,,,ㅠ
2019. 7. 15. 17:11, (알 수 없음) : 주지마
2019. 7. 15. 17:11, 원준오빠 : 현금이네
2019. 7. 15. 17:11, 원준오빠 : 주지마 ㅋㅋㅋㅋㅋㅅㅂ
2019. 7. 15. 17:13, 경민 : ㅇ엥
2019. 7. 15. 17:13, 경민 : ㅠ
2019. 7. 15. 17:13, 경민 : 안줄순없음
2019. 7. 15. 17:13, 경민 : 띄용
2019. 7. 15. 17:18, (알 수 없음) : dk
2019. 7. 15. 17:18, (알 수 없음) : 아미친,,,,,,,,,,,
2019. 7. 15. 17:19, (알 수 없음) : 혼나야함진짜
2019. 7. 15. 17:19, (알 수 없음) : 머슬구하러 갔따옴
2019. 7. 15. 17:19, (알 수 없음) : 머슬안구한지 3일됐음
2019. 7. 15. 17:19, 정우 : ㄱ
2019. 7. 15. 17:19, (알 수 없음) : 학교안나와서
2019. 7. 15. 17:19, 정우 : 어미친 내동생도 곧생일
2019. 7. 15. 17:19, 정우 : 안줍니다
2019. 7. 15. 17:19, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 17:20, (알 수 없음) : 힁,,
2019. 7. 15. 18:29, 재환오빠 : 사진
2019. 7. 15. 18:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:30, 경민 : 개웃겨ㅠ세광오빤가
2019. 7. 15. 18:30, 경민 : 남자스킨로션 추천죰
2019. 7. 15. 18:30, 경민 : 아빠사쥴라구하는디
2019. 7. 15. 18:30, 원준오빠 : ㅁㅊ
2019. 7. 15. 18:30, 원준오빠 : 오늘 가슴이네
2019. 7. 15. 18:31, 재환오빠 : 샵검색: #랩시리즈 워터로션
2019. 7. 15. 18:31, 재환오빠 : 요게역시 무난하지
2019. 7. 15. 18:32, (알 수 없음) : rㅅㅂ
2019. 7. 15. 18:32, (알 수 없음) : 가슴존나웃기네ㅣㅆ발
2019. 7. 15. 18:32, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:34, 경민 : ㄱㅅ
2019. 7. 15. 18:43, 정우 : 가슴?
2019. 7. 15. 18:44, (알 수 없음) : ㅁㅊ
2019. 7. 15. 18:46, 정우 : 오랜만에
2019. 7. 15. 18:46, 정우 : 자취시절을 떠올리며
2019. 7. 15. 18:46, 정우 : 컴터앞에서 그래놀라먹는중
2019. 7. 15. 18:46, 정우 : 저녁은 가난하게 먹어야지........
2019. 7. 15. 18:48, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:48, (알 수 없음) : ㅁㅊ
2019. 7. 15. 18:48, 재환오빠 : 그래놀라 부르주아 씨리얼인데
2019. 7. 15. 18:49, (알 수 없음) : 그래
2019. 7. 15. 18:49, (알 수 없음) : !
2019. 7. 15. 18:49, (알 수 없음) : 그래놀라
2019. 7. 15. 18:49, (알 수 없음) : 비싼데
2019. 7. 15. 18:49, (알 수 없음) : 맞아
2019. 7. 15. 18:49, 정우 : 맞아여
2019. 7. 15. 18:49, 정우 : 개비쌈
2019. 7. 15. 18:49, 정우 : ㄹㅇ
2019. 7. 15. 18:49, 정우 : 하지만 내돈아니니까
2019. 7. 15. 18:49, (알 수 없음) : ㅠ시발
2019. 7. 15. 18:49, (알 수 없음) : 그거생각난다
2019. 7. 15. 18:49, (알 수 없음) : 김종민이
2019. 7. 15. 18:49, (알 수 없음) : 신지용돈주면서하는말
2019. 7. 15. 18:49, (알 수 없음) : 어차피니가벌었는데잠시내주머니에있는 돈이라
2019. 7. 15. 18:49, (알 수 없음) : ㅅㅂ
2019. 7. 15. 18:49, (알 수 없음) : ㅠ
2019. 7. 15. 18:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ큐
2019. 7. 15. 18:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:49, 정우 : ㅁㅊ
2019. 7. 15. 18:50, 정우 : 아
2019. 7. 15. 18:50, 정우 : 김종민 레전드
2019. 7. 15. 18:50, 정우 : 한번더봐야겠다 오늘
2019. 7. 15. 18:51, 부그뷰 : ㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱㄱ
2019. 7. 15. 18:51, 부그뷰 : 요즘 마이프로틴에서 프로틴그래놀라팔던데
2019. 7. 15. 18:51, 부그뷰 : 성욱이네학교 회식
2019. 7. 15. 18:51, 부그뷰 : 조오오오오온나 노잼이다
2019. 7. 15. 18:51, 부그뷰 : 우리 성욱이 힘들게 돈버네 ㅜ
2019. 7. 15. 18:51, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:52, (알 수 없음) : 부경보멀뚱멀뚱
2019. 7. 15. 18:52, (알 수 없음) : 성욱이랑있냐
2019. 7. 15. 18:52, 부그뷰 : 멀뚱멀뚱있다가
2019. 7. 15. 18:52, 부그뷰 : 끝나고 어머님이랑 성욱이데꼬 나옴
2019. 7. 15. 18:52, (알 수 없음) : 아하
2019. 7. 15. 18:52, (알 수 없음) : 이제
2019. 7. 15. 18:52, 부그뷰 : 맥주한잔할듯
2019. 7. 15. 18:52, (알 수 없음) : 신촌가겠네
2019. 7. 15. 18:52, (알 수 없음) : 성욱이랑
2019. 7. 15. 18:52, (알 수 없음) : ?
2019. 7. 15. 18:52, 부그뷰 : ㅇㅇ
2019. 7. 15. 18:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:52, (알 수 없음) : 아하
2019. 7. 15. 18:52, 부그뷰 : 신촌은 이따
2019. 7. 15. 18:52, 정우 : 프로틴그래놀라는
2019. 7. 15. 18:52, 정우 : 뭐야
2019. 7. 15. 18:52, 정우 : 신기하네
2019. 7. 15. 18:52, 부그뷰 : 9 10시쯤
2019. 7. 15. 18:53, (알 수 없음) : 아하!
2019. 7. 15. 18:53, (알 수 없음) : ahahaha!
2019. 7. 15. 18:53, 부그뷰 : 샵검색: #마이프로틴 그래놀라
2019. 7. 15. 18:53, 부그뷰 : 단백단백하자!
2019. 7. 15. 18:54, 원준오빠 : 오면서 이기상 드립 몰아봤네
2019. 7. 15. 18:54, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 18:54, 원준오빠 : 기상이변 ㅅㅂ
2019. 7. 15. 18:55, 정우 : ㅇㅎ
2019. 7. 15. 18:55, 정우 : 아근데 우리집그래놀라가 더 맛있어보임
2019. 7. 15. 18:55, (알 수 없음) : 기상개웃기지
2019. 7. 15. 18:55, (알 수 없음) : 이기상
2019. 7. 15. 18:55, 정우 : 저런거까지 먹고싶진않은데
2019. 7. 15. 18:55, 정우 : ㅠ
2019. 7. 15. 18:55, (알 수 없음) : 존ㄴㄴ나웃ㄱ김?
2019. 7. 15. 18:55, (알 수 없음) : 레전드하나소개좀
2019. 7. 15. 19:28, (알 수 없음) : 아엉덩이조유ㅜㄴ나아파
2019. 7. 15. 19:28, (알 수 없음) : ㅠ
2019. 7. 15. 19:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:33, (알 수 없음) : 왜웃어
2019. 7. 15. 19:33, (알 수 없음) : 쉽새뀌야
2019. 7. 15. 19:33, 정우 : 아프다니까
2019. 7. 15. 19:33, 정우 : 기분좋아서
2019. 7. 15. 19:33, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:33, (알 수 없음) : ㅇㅋ, ,ㅠ
2019. 7. 15. 19:33, (알 수 없음) : 하
2019. 7. 15. 19:35, 정우 : ㅎㅎㅎㅎ
2019. 7. 15. 19:35, 정우 : 왜
2019. 7. 15. 19:36, (알 수 없음) : 하기싫어서
2019. 7. 15. 19:36, (알 수 없음) : 죽는중
2019. 7. 15. 19:36, (알 수 없음) : 근데하면
2019. 7. 15. 19:36, (알 수 없음) : 또몇주는안하니까
2019. 7. 15. 19:36, (알 수 없음) : 내일하는게낫거든
2019. 7. 15. 19:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:40, 정우 : ㄱㄱㄱㄱ
2019. 7. 15. 19:40, 정우 : 아니 먹는걸 그렇게조심해도
2019. 7. 15. 19:40, 정우 : 하루가만히있으니까
2019. 7. 15. 19:40, 정우 : 다시 저번주몸무게로 돌아오네
2019. 7. 15. 19:40, 정우 : ㅅㅂ
2019. 7. 15. 19:40, 정우 : 뭐 열흘만에 엄청난변화를바란건 아니지만
2019. 7. 15. 19:40, 정우 : ;;;;;
2019. 7. 15. 19:40, (알 수 없음) : zzzzzzzz
2019. 7. 15. 19:40, 정우 : 좀 현타오네 시벌
2019. 7. 15. 19:40, (알 수 없음) : 그럼오늘도 ㄱ
2019. 7. 15. 19:40, 정우 : 오늘
2019. 7. 15. 19:40, 정우 : 헬스장안염
2019. 7. 15. 19:40, 정우 : 그래서 가만히있는거임
2019. 7. 15. 19:40, 정우 : 열었으면 갔지ㅋㅋㅋㅋㅋ
2019. 7. 15. 19:41, 정우 : 하근데
2019. 7. 15. 19:41, 정우 : 공부하느라 어디 돌아다니질않으니까
2019. 7. 15. 19:41, 정우 : 진짜 칼로리 존나안쓰는듯
2019. 7. 15. 19:42, (알 수 없음) : ㅠ
2019. 7. 15. 19:42, (알 수 없음) : 윈종
2019. 7. 15. 19:42, (알 수 없음) : 아ㅏㅏㅏ존나하기싫다
2019. 7. 15. 19:42, (알 수 없음) : 그림다떄려박고
2019. 7. 15. 19:42, (알 수 없음) : 대본
2019. 7. 15. 19:42, (알 수 없음) : 언제쓰냐
2019. 7. 15. 19:42, (알 수 없음) : ㅅㅂ
2019. 7. 15. 19:42, (알 수 없음) : 그림때려박는거야 뭐 금방이지만
2019. 7. 15. 19:42, 정우 : 오 운동한거빼고
2019. 7. 15. 19:42, 정우 : 마지막으로 만보걸은거 찾을라면
2019. 7. 15. 19:42, 정우 : 두달전으로 가야함
2019. 7. 15. 19:42, 정우 : ㅅㅂ진짜
2019. 7. 15. 19:42, 정우 : 도랐나
2019. 7. 15. 19:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:43, 정우 : 하.......돌아다니면서 공부를할수도없고
2019. 7. 15. 19:43, 정우 : 그렇다고 가만히앉아서 뒤룩뒤룩 찔수도없고
2019. 7. 15. 19:43, 정우 : 공부는하기싫고
2019. 7. 15. 19:43, 정우 : 이모티콘 
2019. 7. 15. 19:47, (알 수 없음) : ?
2019. 7. 15. 19:47, (알 수 없음) : 너진짜안거데
2019. 7. 15. 19:47, (알 수 없음) : 안걷네
2019. 7. 15. 19:47, (알 수 없음) : 사진
2019. 7. 15. 19:48, (알 수 없음) : 이때머지존나돌아다님 만보이상이면초록거인데
2019. 7. 15. 19:48, (알 수 없음) : 사진
2019. 7. 15. 19:49, 정우 : 나진자
2019. 7. 15. 19:49, 정우 : 개안돌아다님
2019. 7. 15. 19:49, (알 수 없음) : ㄱㅊㄱㅊ
2019. 7. 15. 19:49, 정우 : 아니
2019. 7. 15. 19:49, (알 수 없음) : 나보다건강하지않음
2019. 7. 15. 19:49, 정우 : 갈데가없어
2019. 7. 15. 19:49, (알 수 없음) : ?
2019. 7. 15. 19:49, 정우 : ㅅㅂ
2019. 7. 15. 19:49, (알 수 없음) : 아
2019. 7. 15. 19:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:49, (알 수 없음) : 대전
2019. 7. 15. 19:49, (알 수 없음) : ㄱ
2019. 7. 15. 19:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:49, 정우 : ㄹㅇ
2019. 7. 15. 19:49, 정우 : 대전가서
2019. 7. 15. 19:50, 정우 : 매일 카이스트돌아다니고
2019. 7. 15. 19:50, 정우 : 운동하고
2019. 7. 15. 19:50, 정우 : 해야할판
2019. 7. 15. 19:50, 정우 : 아니근데 대전가면 맨날술퍼먹잖아
2019. 7. 15. 19:50, 정우 : ㅠ
2019. 7. 15. 19:50, (알 수 없음) : 그래서좋쟈나
2019. 7. 15. 19:50, (알 수 없음) : ㅠ
2019. 7. 15. 19:53, 정우 : 살이안빠지잖아ㅠ
2019. 7. 15. 19:55, (알 수 없음) : 미안하쟈나ㅠ
2019. 7. 15. 19:55, 정우 : 짭
2019. 7. 15. 19:55, 정우 : 아니뭐
2019. 7. 15. 19:55, 정우 : 또 미안할건있나
2019. 7. 15. 19:55, 정우 : 내가 내손으로 집어서 마시는데
2019. 7. 15. 19:55, 정우 : 손을짤라야지
2019. 7. 15. 19:57, (알 수 없음) : 아니
2019. 7. 15. 19:57, (알 수 없음) : 손절 하지마셈
2019. 7. 15. 19:57, (알 수 없음) : ㅠ
2019. 7. 15. 19:57, (알 수 없음) : ㄹㅇ 손절단하려구하넵;
2019. 7. 15. 19:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 19:58, 정우 : 손절각;;;
2019. 7. 15. 20:00, (알 수 없음) : 아
2019. 7. 15. 20:00, (알 수 없음) : 황은정이
2019. 7. 15. 20:00, (알 수 없음) : 막
2019. 7. 15. 20:00, (알 수 없음) : 막걸리랑
2019. 7. 15. 20:00, (알 수 없음) : 파전사진보내는데
2019. 7. 15. 20:00, (알 수 없음) : 어케함
2019. 7. 15. 20:01, 정우 : 무시하셈
2019. 7. 15. 20:01, 정우 : 차단ㄱ
2019. 7. 15. 20:01, 정우 : 손절ㄱ
2019. 7. 15. 20:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 20:02, (알 수 없음) : ㅅㅂ
2019. 7. 15. 20:02, (알 수 없음) : 개웃귀네
2019. 7. 15. 20:02, (알 수 없음) : ㅠ
2019. 7. 15. 20:02, 정우 : ㅎㅎ
2019. 7. 15. 20:02, 정우 : 웃기다니
2019. 7. 15. 20:02, 정우 : 뿌듯하군
2019. 7. 15. 20:04, (알 수 없음) : 쀼쀼쀼~
2019. 7. 15. 20:06, 정우 : 부부부부부부~
2019. 7. 15. 20:07, (알 수 없음) : 와우
2019. 7. 15. 20:07, (알 수 없음) : 하기싫음이
2019. 7. 15. 20:07, (알 수 없음) : 극에달하고있음
2019. 7. 15. 20:07, (알 수 없음) : 이번주일정말해조도됨?
2019. 7. 15. 20:07, 정우 : ㄱㄱ
2019. 7. 15. 20:09, (알 수 없음) : 내일오전10시 논문미팅(with학생)
내일오후2시 A플젝미팅(with학생)
내일오후4시 A플젝미팅(with교수)
내일오후9시 세미나발표
내일 논문 초안완성

수요일오전10시 논문미팅(with교수)
수요일점심 프로젝트점심식사(with외부사람)

목요일오전10시 스터디한거토론
목요일오후2시 학과회의

금요일오전10시 논문미팅(with학생)
2019. 7. 15. 20:09, (알 수 없음) : 이상
2019. 7. 15. 20:09, (알 수 없음) : 준비언제하지
2019. 7. 15. 20:09, (알 수 없음) : 씨바ㅏㅏㅏㅏㅏㅏㅏ어라ㅣㅓ이ㅏㅓ라ㅣ
2019. 7. 15. 20:11, 정우 : 오..........
2019. 7. 15. 20:11, 정우 : 이모티콘 
2019. 7. 15. 20:11, (알 수 없음) : 아 ㅏㅏㅏㅏ
2019. 7. 15. 20:12, (알 수 없음) : 집가고싶워용오오우오우오우 오우오~~~~~₩
2019. 7. 15. 20:12, (알 수 없음) : 안돼요오웅우오우오ㅜㅇ오우
2019. 7. 15. 20:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 20:13, 정우 : 후
2019. 7. 15. 20:13, 정우 : 공부를해볼까 다시
2019. 7. 15. 20:13, (알 수 없음) : 30분부터
2019. 7. 15. 20:13, (알 수 없음) : ㄱ
2019. 7. 15. 20:13, 정우 : 이미인강틀었는데
2019. 7. 15. 20:17, (알 수 없음) : 사진
2019. 7. 15. 20:34, 정우 : ?
2019. 7. 15. 20:35, 정우 : 개이득
2019. 7. 15. 20:39, (알 수 없음) : (:모지
2019. 7. 15. 20:44, 이석준 : 경보 끝남?
2019. 7. 15. 20:50, 부그뷰 : ㅇㅇ성욱이어머님기다리는중
2019. 7. 15. 20:50, 부그뷰 : 가는데 30분걸림
2019. 7. 15. 20:53, 이석준 : 끝나면 전화좀
2019. 7. 15. 20:54, 정우 : 이상한거
2019. 7. 15. 20:54, 정우 : 안나오네
2019. 7. 15. 20:54, 정우 : ㅠ
2019. 7. 15. 20:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 20:56, 부그뷰 : 야 근데
2019. 7. 15. 20:56, 부그뷰 : 3만원받음
2019. 7. 15. 20:56, 부그뷰 : 부담
2019. 7. 15. 20:56, 부그뷰 : 그래서 내가 맥주값냄
2019. 7. 15. 21:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:00, (알 수 없음) : 개웃기다
2019. 7. 15. 21:00, (알 수 없음) : 이정우
2019. 7. 15. 21:00, (알 수 없음) : 그새성인인증
2019. 7. 15. 21:00, (알 수 없음) : 해봤냐 ㅅㅂ
2019. 7. 15. 21:00, 정우 : 아니
2019. 7. 15. 21:00, 정우 : 구글 항상로그임
2019. 7. 15. 21:00, 정우 : 돼있어서
2019. 7. 15. 21:00, 정우 : ㅎ......
2019. 7. 15. 21:00, 정우 : 쳐보기만하면되니까
2019. 7. 15. 21:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:01, 정우 : 아니 존나궁금하잖아
2019. 7. 15. 21:01, 이석준 : 저게 왜 성인인증이 필요한거임?
2019. 7. 15. 21:01, 정우 : 그래서 궁금해서 해봤는데 아무것도 안나왔다고ㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:01, 이석준 : ㅇㅎ
2019. 7. 15. 21:01, 정우 : 짭
2019. 7. 15. 21:01, 정우 : 아쉽다
2019. 7. 15. 21:03, (알 수 없음) : ㅁㅊ
2019. 7. 15. 21:03, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:03, (알 수 없음) : 너무웃김
2019. 7. 15. 21:03, (알 수 없음) : 아
2019. 7. 15. 21:03, (알 수 없음) : 다했다
2019. 7. 15. 21:03, (알 수 없음) : 집가서
2019. 7. 15. 21:03, (알 수 없음) : 대본짠다
2019. 7. 15. 21:03, (알 수 없음) : 그림만처넣으니까 금방이구만₩
2019. 7. 15. 21:07, 부그뷰 : 오후 09시 28분 이대역에 도착할 예정입니다. 목적지에 약 22분 후 도착합니다.
2019. 7. 15. 21:07, 이석준 : 니가 나보다 빠를수도있겠는데...?
2019. 7. 15. 21:07, 부그뷰 : 그럼 너네 집가서 짐놓고옴
2019. 7. 15. 21:07, 부그뷰 : ㅎㅎㅎㅎ
2019. 7. 15. 21:07, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:07, 이석준 : 아
2019. 7. 15. 21:07, 부그뷰 : 아
2019. 7. 15. 21:07, 부그뷰 : 비번
2019. 7. 15. 21:07, 부그뷰 : 머였냐
2019. 7. 15. 21:07, 이석준 : 나도 짐놓고올라했는데
2019. 7. 15. 21:07, 이석준 : ㅡㅡ
2019. 7. 15. 21:07, 부그뷰 : 1285
2019. 7. 15. 21:07, 이석준 : 굳
2019. 7. 15. 21:07, 부그뷰 : 맞나
2019. 7. 15. 21:07, 부그뷰 : ㅇㅇ
2019. 7. 15. 21:07, 부그뷰 : 굿
2019. 7. 15. 21:08, 부그뷰 : 내꺼 개무겁
2019. 7. 15. 21:08, 이석준 : 굳
2019. 7. 15. 21:20, 이석준 : 내가 좀더 빠르군
2019. 7. 15. 21:20, 이석준 : 다행이다
2019. 7. 15. 21:20, 부그뷰 : 동대문문화역사공원임지금
2019. 7. 15. 21:21, 이석준 : 짐 무거우면
2019. 7. 15. 21:21, 이석준 : 집 들렸다가 ㄱㄱ
2019. 7. 15. 21:21, 부그뷰 : ㅇㅋ
2019. 7. 15. 21:24, (알 수 없음) : 나도간다
2019. 7. 15. 21:24, 부그뷰 : 아벌구
2019. 7. 15. 21:24, (알 수 없음) : 내집
2019. 7. 15. 21:24, (알 수 없음) : 간다고
2019. 7. 15. 21:24, (알 수 없음) : ㅠ
2019. 7. 15. 21:24, 부그뷰 : ㅠ
2019. 7. 15. 21:25, (알 수 없음) : ㅜㅜ
2019. 7. 15. 21:26, 재환오빠 : https://www.instagram.com/p/Bz7sdtPjM1W/?igshid=1o8k2l3f6rr39
2019. 7. 15. 21:26, 재환오빠 : ㅠㅠ
2019. 7. 15. 21:33, 원준오빠 : ㅠㅠㅠ
2019. 7. 15. 21:35, 정우 : 으으으으으으으으으ㅡ으응
2019. 7. 15. 21:35, 정우 : 이모티콘 
2019. 7. 15. 21:35, 정우 : 으 보기만해도괴로워
2019. 7. 15. 21:35, (알 수 없음) : 아ㅓ씨바
2019. 7. 15. 21:35, (알 수 없음) : ㅠ
2019. 7. 15. 21:35, (알 수 없음) : 머하는거야
2019. 7. 15. 21:35, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:35, (알 수 없음) : 왜저래;;;;;
2019. 7. 15. 21:35, (알 수 없음) : 아10초도못보고
2019. 7. 15. 21:35, (알 수 없음) : 끔
2019. 7. 15. 21:35, (알 수 없음) : ㅅㅂ
2019. 7. 15. 21:35, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 15. 21:36, 부그뷰 : 이대역옴
2019. 7. 15. 21:37, 이석준 : 느려
2019. 7. 15. 21:37, 재환오빠 : 콜라는 마실줄알앗는데 콜라도 냄새맡음ㅠㅠㅅㅂ
2019. 7. 15. 21:38, 원준오빠 : 근데 저거 사과같은데
2019. 7. 15. 21:38, 원준오빠 : ㅠ
2019. 7. 15. 21:52, 빠충 : 야
2019. 7. 15. 21:52, 빠충 : 좆돼따
2019. 7. 15. 21:52, 빠충 : 비존나온다
2019. 7. 15. 21:52, 빠충 : 우산없는데
2019. 7. 15. 21:52, 이석준 : 어디냐
2019. 7. 15. 21:52, 빠충 : 양재
2019. 7. 15. 21:52, 빠충 : ㅠ
2019. 7. 15. 21:53, 이석준 : 이대는 안오겠지...ㅎㅎ
2019. 7. 15. 21:53, 빠충 : 세상 다른 방향이다야...
2019. 7. 15. 21:55, 원준오빠 : 내칭구는 먹구름에 우산을 씌워 주고 있써어
2019. 7. 15. 21:55, 원준오빠 : 힘내빠충
2019. 7. 15. 22:01, 부그뷰 : 사진
2019. 7. 15. 22:01, (알 수 없음) : ghd
2019. 7. 15. 22:01, (알 수 없음) : gd
2019. 7. 15. 22:01, (알 수 없음) : ㅎㅇ
2019. 7. 15. 22:01, 원준오빠 : 마루에몽?
2019. 7. 15. 22:01, (알 수 없음) : 너만
2019. 7. 15. 22:01, (알 수 없음) : 맥주먹니?
