Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 8. 13:19, 이석준 : 샵검색: #크리스탈 melody
2020. 5. 8. 13:19, (알 수 없음) : 모데라또우
2020. 5. 8. 13:19, 이석준 : 쌉 명곡
2020. 5. 8. 13:19, (알 수 없음) : 명곡감별사
2020. 5. 8. 13:19, (알 수 없음) : 출동함
2020. 5. 8. 13:19, 정우 : 오재훈
2020. 5. 8. 13:19, (알 수 없음) : ?
2020. 5. 8. 13:19, (알 수 없음) : 왜
2020. 5. 8. 13:19, 정우 : 내일옴?
2020. 5. 8. 13:19, (알 수 없음) : 니왜 서강대사람들한테
2020. 5. 8. 13:19, (알 수 없음) : 내이름안팜
2020. 5. 8. 13:19, 이석준 : 볼빵이가 안좋아할거같은 느낌임
2020. 5. 8. 13:19, 이석준 : 왜팜
2020. 5. 8. 13:19, (알 수 없음) : 그럼안들어야지
2020. 5. 8. 13:19, 정우 : 아맞다
2020. 5. 8. 13:19, (알 수 없음) : 아니
2020. 5. 8. 13:19, (알 수 없음) : 저기사람들이랑도
2020. 5. 8. 13:19, (알 수 없음) : 놀게
2020. 5. 8. 13:19, 정우 : 아니
2020. 5. 8. 13:19, 정우 : 오냐고
2020. 5. 8. 13:20, (알 수 없음) : 안감
2020. 5. 8. 13:20, (알 수 없음) : 돈업어;
2020. 5. 8. 13:20, 정우 : ㅇㅋ
2020. 5. 8. 13:20, 이석준 : 올리가없지
2020. 5. 8. 13:20, 이석준 : 그치그치
2020. 5. 8. 13:20, (알 수 없음) : 왜또
2020. 5. 8. 13:20, (알 수 없음) : 준코갈거면
2020. 5. 8. 13:20, 정우 : 자극하지마셈
2020. 5. 8. 13:20, (알 수 없음) : 올라감
2020. 5. 8. 13:20, (알 수 없음) : 그러게
2020. 5. 8. 13:20, (알 수 없음) : 이석준
2020. 5. 8. 13:20, 이석준 : 돈없다며
2020. 5. 8. 13:20, (알 수 없음) : 자극하지마셈
2020. 5. 8. 13:20, 원준오빠 : 준코에서
2020. 5. 8. 13:20, (알 수 없음) : 돈?
2020. 5. 8. 13:20, (알 수 없음) : 돈이야
2020. 5. 8. 13:20, (알 수 없음) : 많음
2020. 5. 8. 13:20, 정우 : 자극하면 올라옴
2020. 5. 8. 13:20, 이석준 : ??
2020. 5. 8. 13:20, 원준오빠 : 노래만 부르기 가느유?
2020. 5. 8. 13:20, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:20, (알 수 없음) : ㄱㄴ
2020. 5. 8. 13:20, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:20, (알 수 없음) : 쌉가능;;;;;;;;;;;;
2020. 5. 8. 13:20, (알 수 없음) : 근데6시간
2020. 5. 8. 13:20, (알 수 없음) : 해야함...
2020. 5. 8. 13:20, 이석준 : 목터진다
2020. 5. 8. 13:20, (알 수 없음) : ㄱㅊ
2020. 5. 8. 13:20, 원준오빠 : 쌉가능;;;;;
2020. 5. 8. 13:20, (알 수 없음) : 그담날부터말안하면됨
2020. 5. 8. 13:20, (알 수 없음) : 목그렇게쉽게안감
2020. 5. 8. 13:21, (알 수 없음) : 목빵빵
2020. 5. 8. 13:21, 원준오빠 : 탑골히팝돌리면 금방임
2020. 5. 8. 13:21, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 5. 8. 13:21, (알 수 없음) : 금지
2020. 5. 8. 13:21, (알 수 없음) : 밴임
2020. 5. 8. 13:21, (알 수 없음) : 탑골힙팝
2020. 5. 8. 13:21, 원준오빠 : ㅠ
2020. 5. 8. 13:21, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:21, 원준오빠 : 그람
2020. 5. 8. 13:21, 원준오빠 : bts
2020. 5. 8. 13:21, (알 수 없음) : 그람슈미트
2020. 5. 8. 13:21, (알 수 없음) : 하
2020. 5. 8. 13:21, (알 수 없음) : bts좋지
2020. 5. 8. 13:21, 원준오빠 : 비밀의 숲
2020. 5. 8. 13:21, 원준오빠 : 아니 비밀정원
2020. 5. 8. 13:21, 원준오빠 : 덤더럼
2020. 5. 8. 13:22, 원준오빠 : 줄줄줄
2020. 5. 8. 13:22, (알 수 없음) : 에이핑크 = 1시간
2020. 5. 8. 13:22, 이석준 : 볼빵이의숲
2020. 5. 8. 13:22, (알 수 없음) : 씨스타 = 1시간
2020. 5. 8. 13:22, (알 수 없음) : bts = 1시간
2020. 5. 8. 13:22, (알 수 없음) : 동방신기 = 1시간
2020. 5. 8. 13:22, (알 수 없음) : ;
2020. 5. 8. 13:22, 원준오빠 : 씨스타 별롬데
2020. 5. 8. 13:22, 이석준 : god =5시간
2020. 5. 8. 13:22, (알 수 없음) : god=3시간까지
2020. 5. 8. 13:22, (알 수 없음) : 선지켜
2020. 5. 8. 13:22, (알 수 없음) : 씨바
2020. 5. 8. 13:22, 이석준 : ㅇㅋ;
2020. 5. 8. 13:22, 이석준 : 성시경 1시간
2020. 5. 8. 13:22, (알 수 없음) : 씨스타
2020. 5. 8. 13:22, (알 수 없음) : 밴하고 그럼
2020. 5. 8. 13:22, 이석준 : 조성모도 1시간해주셈
2020. 5. 8. 13:22, 원준오빠 : 너무 탑골
2020. 5. 8. 13:22, 원준오빠 : 자제좀
2020. 5. 8. 13:22, (알 수 없음) : 조성모모름
2020. 5. 8. 13:22, (알 수 없음) : ㅡㅡ
2020. 5. 8. 13:22, (알 수 없음) : 성시경신곡나왔으니까
2020. 5. 8. 13:22, (알 수 없음) : 성시경 이제 탑골에서 깨어남
2020. 5. 8. 13:22, (알 수 없음) : 8년만에 앨범낸대
2020. 5. 8. 13:22, (알 수 없음) : ㅅㅂ
2020. 5. 8. 13:23, (알 수 없음) : 일해성시경
2020. 5. 8. 13:23, (알 수 없음) : 짜증나게
2020. 5. 8. 13:23, (알 수 없음) : 일안하네
2020. 5. 8. 13:23, (알 수 없음) : 누가 성시경
2020. 5. 8. 13:23, (알 수 없음) : 노래할때빼고
2020. 5. 8. 13:23, (알 수 없음) : 입막아야한다고그랫는데
2020. 5. 8. 13:23, 이석준 : 샵검색: #조성모 신곡
2020. 5. 8. 13:23, (알 수 없음) : 그거보고갵터짐 ㅅㅂ
2020. 5. 8. 13:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:23, (알 수 없음) : 싫음
2020. 5. 8. 13:23, 이석준 : 조성모 탑골 아님 ㅜ
2020. 5. 8. 13:23, 원준오빠 : 아니 상시경
2020. 5. 8. 13:23, (알 수 없음) : 주 안사랑함
2020. 5. 8. 13:23, (알 수 없음) : ㅡㅡ
2020. 5. 8. 13:23, (알 수 없음) : 씨댕
2020. 5. 8. 13:23, 이석준 : 작년에도
2020. 5. 8. 13:23, 이석준 : 냈다
2020. 5. 8. 13:23, 원준오빠 : 탑골 맞음
2020. 5. 8. 13:23, 이석준 : 성시경이
2020. 5. 8. 13:23, 이석준 : 탑골이다
2020. 5. 8. 13:23, (알 수 없음) : 보아
2020. 5. 8. 13:23, (알 수 없음) : 할거임
2020. 5. 8. 13:23, (알 수 없음) : 다꺼지셈
2020. 5. 8. 13:23, (알 수 없음) : 보아6시간하고
2020. 5. 8. 13:23, (알 수 없음) : ㄱ쫑냄
2020. 5. 8. 13:23, 이석준 : 탑골
2020. 5. 8. 13:23, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:23, 이석준 : 보아 신곡언제냐
2020. 5. 8. 13:23, 원준오빠 : 성시경 옛말에
2020. 5. 8. 13:24, (알 수 없음) : 보아신곡?
2020. 5. 8. 13:24, (알 수 없음) : 몰라
2020. 5. 8. 13:24, (알 수 없음) : 20주년인데
2020. 5. 8. 13:24, 원준오빠 : 라디오 할때는 좋았는제
2020. 5. 8. 13:24, (알 수 없음) : 코로나씹새끼떄문에
2020. 5. 8. 13:24, (알 수 없음) : 갴패고싶누
2020. 5. 8. 13:24, (알 수 없음) : 보이스코리아
2020. 5. 8. 13:24, 원준오빠 : 옴앤오프 나온거 보니까
2020. 5. 8. 13:24, (알 수 없음) : 나오니까 봐야지
2020. 5. 8. 13:24, (알 수 없음) : ㅇㅇ
2020. 5. 8. 13:24, (알 수 없음) : 근데 온앤오프뭐하는프로야
2020. 5. 8. 13:24, 원준오빠 : 말하는거좀
2020. 5. 8. 13:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:24, (알 수 없음) : 개웃거 ㅠ
2020. 5. 8. 13:24, 원준오빠 : 재수없더라
2020. 5. 8. 13:24, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:24, (알 수 없음) : 걔
2020. 5. 8. 13:24, (알 수 없음) : 주변에 서울대생 집합시켜서
2020. 5. 8. 13:24, (알 수 없음) : 강강수월래
2020. 5. 8. 13:24, 원준오빠 : 뭔가 뭐만라면 다 아는척함
2020. 5. 8. 13:24, (알 수 없음) : 시켜야한다니까진짜
2020. 5. 8. 13:25, (알 수 없음) : 현역 고대
2020. 5. 8. 13:25, (알 수 없음) : 재수 고대
2020. 5. 8. 13:25, (알 수 없음) : 삼수 고대
2020. 5. 8. 13:25, (알 수 없음) : 아니
2020. 5. 8. 13:25, (알 수 없음) : 고대걸러야함;
2020. 5. 8. 13:25, 원준오빠 : 아는척 해봐야 아무 쓸모없는것을
2020. 5. 8. 13:25, 원준오빠 : ㅇㅈ
2020. 5. 8. 13:25, (알 수 없음) : 약간
2020. 5. 8. 13:25, (알 수 없음) : 고대
2020. 5. 8. 13:25, (알 수 없음) : 들어가면 걸러야한다는게
2020. 5. 8. 13:25, (알 수 없음) : ㄹㅇ 고파스
2020. 5. 8. 13:25, (알 수 없음) : 수준
2020. 5. 8. 13:25, (알 수 없음) : 개쌉저질이던데
2020. 5. 8. 13:25, 원준오빠 : 고패스 ㅅㅂ
2020. 5. 8. 13:25, (알 수 없음) : 남자 고대 한 80%일단
2020. 5. 8. 13:25, (알 수 없음) : 거르고봄
2020. 5. 8. 13:25, 원준오빠 : 고파스다 무야
2020. 5. 8. 13:25, (알 수 없음) : 고파스한다
2020. 5. 8. 13:25, (알 수 없음) : = 거름
2020. 5. 8. 13:25, (알 수 없음) : 서담을 안해서
2020. 5. 8. 13:25, (알 수 없음) : 서담 수준이어느정도인지모르겟는데
2020. 5. 8. 13:26, 이석준 : 이제부터 해보고 알려주셈
2020. 5. 8. 13:26, (알 수 없음) : 사진
2020. 5. 8. 13:26, (알 수 없음) : 며칠전고파스수준
2020. 5. 8. 13:26, 빠충 : 오마이걸 신곡 나왓네
2020. 5. 8. 13:26, (알 수 없음) : ?
2020. 5. 8. 13:26, (알 수 없음) : 엥?
2020. 5. 8. 13:26, (알 수 없음) : 오마이걸
2020. 5. 8. 13:26, (알 수 없음) : 돌핀
2020. 5. 8. 13:26, 빠충 : 착한 친구네
2020. 5. 8. 13:27, 이석준 : 살짝설렜어
2020. 5. 8. 13:27, 빠충 : ㅇㅇ
2020. 5. 8. 13:27, (알 수 없음) : 개명곡임
2020. 5. 8. 13:27, 원준오빠 : ㅅㅂ
2020. 5. 8. 13:27, 빠충 : 아니 글 목록에
2020. 5. 8. 13:27, 빠충 : 보이길래
2020. 5. 8. 13:27, (알 수 없음) : 아
2020. 5. 8. 13:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:27, 원준오빠 : 저거 존마
2020. 5. 8. 13:27, (알 수 없음) : 오마이걸 돌핀
2020. 5. 8. 13:27, (알 수 없음) : 그거
2020. 5. 8. 13:27, 원준오빠 : 드럽다
2020. 5. 8. 13:27, (알 수 없음) : 고파스수준임;
2020. 5. 8. 13:27, (알 수 없음) : 고대거르는거
2020. 5. 8. 13:27, (알 수 없음) : 솔직히
2020. 5. 8. 13:27, (알 수 없음) : ㅇㅈ;
2020. 5. 8. 13:27, (알 수 없음) : 근데
2020. 5. 8. 13:27, (알 수 없음) : 오마이걸돌핀
2020. 5. 8. 13:27, (알 수 없음) : 모든멤버가한번씩한다며
2020. 5. 8. 13:27, (알 수 없음) : 그거좀덕포인트;
2020. 5. 8. 13:28, 원준오빠 : 유아
2020. 5. 8. 13:28, 원준오빠 : 눈하고
2020. 5. 8. 13:28, 원준오빠 : 진짜 이뻐졌는대
2020. 5. 8. 13:28, 원준오빠 : 약간
2020. 5. 8. 13:28, 원준오빠 : 박한별 느낌난다 아님?
2020. 5. 8. 13:29, (알 수 없음) : 유아얼굴
2020. 5. 8. 13:29, (알 수 없음) : 잘모르겠따
2020. 5. 8. 13:29, (알 수 없음) : 얼굴이 화장에따라
2020. 5. 8. 13:29, (알 수 없음) : 진짜많이바뀌는거같은느낌?
2020. 5. 8. 13:29, (알 수 없음) : 뭔가 나는되게귀여운얼굴이라 생각해왔었는데
2020. 5. 8. 13:30, (알 수 없음) : 언젠가 보니까 아니더라
2020. 5. 8. 13:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:31, 이석준 : 문제야문제~
2020. 5. 8. 13:31, 원준오빠 : 또 예리 고아성인가
2020. 5. 8. 13:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:31, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:31, (알 수 없음) : ㅅㅂ
2020. 5. 8. 13:31, (알 수 없음) : 또 예리 고아성
2020. 5. 8. 13:31, (알 수 없음) : 존나웃기네
2020. 5. 8. 13:31, 원준오빠 : ㅎ,,
2020. 5. 8. 13:31, (알 수 없음) : ㅎㅔ이원준
2020. 5. 8. 13:31, (알 수 없음) : 내일머함
2020. 5. 8. 13:31, 이석준 : 오재바보
2020. 5. 8. 13:31, (알 수 없음) : ㅡㅡ
2020. 5. 8. 13:31, (알 수 없음) : 바보아닌데
2020. 5. 8. 13:31, 원준오빠 : 이젠 그려러니 함
2020. 5. 8. 13:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:32, 원준오빠 : 후배도
2020. 5. 8. 13:32, 원준오빠 : 그
2020. 5. 8. 13:32, 원준오빠 : 기생충 아들
2020. 5. 8. 13:32, 원준오빠 : 준나 닮았는데
2020. 5. 8. 13:32, 원준오빠 : 공감 못삼
2020. 5. 8. 13:32, 원준오빠 : 아하 내눈이
2020. 5. 8. 13:32, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:32, (알 수 없음) : 우식ㅇ이
2020. 5. 8. 13:32, (알 수 없음) : ?
2020. 5. 8. 13:32, 원준오빠 : 독턱하구나;;해벌임
2020. 5. 8. 13:32, (알 수 없음) : 우식이;;;;;
2020. 5. 8. 13:32, 원준오빠 : 우식이
2020. 5. 8. 13:32, (알 수 없음) : 우식이
2020. 5. 8. 13:32, 원준오빠 : 내일 나
2020. 5. 8. 13:32, (알 수 없음) : 존나
2020. 5. 8. 13:32, (알 수 없음) : ㅇㅇ
2020. 5. 8. 13:32, 원준오빠 : 겅부함
2020. 5. 8. 13:32, (알 수 없음) : 좋아
2020. 5. 8. 13:32, 원준오빠 : 캬컄
2020. 5. 8. 13:32, (알 수 없음) : 준코도가고
2020. 5. 8. 13:32, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:33, 원준오빠 : 준코 전까지 공부람
2020. 5. 8. 13:33, (알 수 없음) : 갞귤
2020. 5. 8. 13:34, (알 수 없음) : 어트로트
2020. 5. 8. 13:34, (알 수 없음) : 잘부르고싶다
2020. 5. 8. 13:34, (알 수 없음) : 어케부르는거야 트로트는;
2020. 5. 8. 13:34, 원준오빠 : 백예린부터
2020. 5. 8. 13:34, 원준오빠 : 잘불러
2020. 5. 8. 13:34, 원준오빠 : ;
2020. 5. 8. 13:34, (알 수 없음) : 백예린
2020. 5. 8. 13:34, (알 수 없음) : 형백예린
2020. 5. 8. 13:34, (알 수 없음) : 진짜
2020. 5. 8. 13:34, (알 수 없음) : 너무힘들어
2020. 5. 8. 13:34, (알 수 없음) : 백예린이 요즘가수중
2020. 5. 8. 13:34, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:34, (알 수 없음) : 따라하기젤힘들어;
2020. 5. 8. 13:34, 원준오빠 : 인죵
2020. 5. 8. 13:34, (알 수 없음) : 힘없는데힘있고
2020. 5. 8. 13:34, (알 수 없음) : 음낮은데음높음
2020. 5. 8. 13:34, (알 수 없음) : ㅅㅂ
2020. 5. 8. 13:34, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 5. 8. 13:34, (알 수 없음) : 뭔지알거같지
2020. 5. 8. 13:34, (알 수 없음) : ㅠ
2020. 5. 8. 13:35, 원준오빠 : 쌉 이해
2020. 5. 8. 13:35, 원준오빠 : 어ㅐ 창법 바꾸냐 예린 ㅠ
2020. 5. 8. 13:35, (알 수 없음) : 예린.....
2020. 5. 8. 13:35, (알 수 없음) : 백예린 창법
2020. 5. 8. 13:35, (알 수 없음) : 물고구마창법이라
2020. 5. 8. 13:35, 원준오빠 : 배계린
2020. 5. 8. 13:35, (알 수 없음) : 힘듦
2020. 5. 8. 13:35, 원준오빠 : 츄츄
2020. 5. 8. 13:35, (알 수 없음) : 악뮤노래좀들을까
2020. 5. 8. 13:35, 원준오빠 : ㄴㄴ
2020. 5. 8. 13:35, (알 수 없음) : 김민경
2020. 5. 8. 13:35, (알 수 없음) : 개쩐다
2020. 5. 8. 13:36, 원준오빠 : 백예린들어줘
2020. 5. 8. 13:36, 원준오빠 : 김민경
2020. 5. 8. 13:36, 원준오빠 : 힘세짐?
2020. 5. 8. 13:36, (알 수 없음) : 개쎔
2020. 5. 8. 13:36, (알 수 없음) : 백예린
2020. 5. 8. 13:36, (알 수 없음) : 뭐듣지
2020. 5. 8. 13:36, (알 수 없음) : ?!
2020. 5. 8. 13:36, 원준오빠 : 포포
2020. 5. 8. 13:36, (알 수 없음) : 오늘도
2020. 5. 8. 13:36, (알 수 없음) : 딘-21이울리는중
2020. 5. 8. 13:37, (알 수 없음) : 포포좋지
2020. 5. 8. 13:37, (알 수 없음) : 포포라이브버전하나보고
2020. 5. 8. 13:37, (알 수 없음) : 공부해야겟답;
2020. 5. 8. 13:37, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:37, 원준오빠 : 아주머니??
2020. 5. 8. 13:37, (알 수 없음) : 예압
2020. 5. 8. 13:37, (알 수 없음) : 코노가고싶다
2020. 5. 8. 13:37, (알 수 없음) : 집가기전에
2020. 5. 8. 13:37, (알 수 없음) : 코노갔다갈까
2020. 5. 8. 13:38, 원준오빠 : 나 지금감
2020. 5. 8. 13:38, (알 수 없음) : 좋궷다;
2020. 5. 8. 13:38, 원준오빠 : 부롭지
2020. 5. 8. 13:38, (알 수 없음) : 마이크하고
2020. 5. 8. 13:38, (알 수 없음) : 나한테
2020. 5. 8. 13:38, (알 수 없음) : 넘겨
2020. 5. 8. 13:38, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:38, (알 수 없음) : 연구ㅡ실ㅇ-ㅔ서불러야겟다]
2020. 5. 8. 13:38, 원준오빠 : 수화기에
2020. 5. 8. 13:38, 원준오빠 : 대줌
2020. 5. 8. 13:39, (알 수 없음) : ㄱㅅㄱㅅ
2020. 5. 8. 13:39, (알 수 없음) : 좋돠
2020. 5. 8. 13:40, (알 수 없음) : 백예린
2020. 5. 8. 13:40, (알 수 없음) : 샹들리에한번불러주면좋겟다
2020. 5. 8. 13:40, (알 수 없음) : 최ㅚ근버전이업네
2020. 5. 8. 13:41, (알 수 없음) : 부를수없어
2020. 5. 8. 13:41, (알 수 없음) : 연구실이라..
2020. 5. 8. 13:41, 원준오빠 : 나약하네
2020. 5. 8. 13:43, 부그뷰 : 형 언제일어남?
2020. 5. 8. 13:44, 원준오빠 : 저엽
2020. 5. 8. 13:44, 원준오빠 : 11시욥
2020. 5. 8. 13:44, 원준오빠 : 쿠카카
2020. 5. 8. 13:45, (알 수 없음) : 샹들리엥해줘
2020. 5. 8. 13:45, (알 수 없음) : 형 샹들리에해주셍
2020. 5. 8. 13:45, 원준오빠 : ㅅㅂ
2020. 5. 8. 13:45, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:46, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:46, (알 수 없음) : 라이브켜줘
2020. 5. 8. 13:46, (알 수 없음) : 학교컴터로볼래
2020. 5. 8. 13:46, (알 수 없음) : ㅠ
2020. 5. 8. 13:46, (알 수 없음) : 샹둘리에
2020. 5. 8. 13:47, (알 수 없음) : 갑자기샹둘리에 개꽂혇
2020. 5. 8. 13:50, 원준오빠 : 라이브톡 시작
2020. 5. 8. 13:50, (알 수 없음) : 뭐지
2020. 5. 8. 13:51, (알 수 없음) : 인터넷으로안보이나
2020. 5. 8. 13:51, (알 수 없음) : 아니
2020. 5. 8. 13:51, 원준오빠 : 라이브톡 종료 1:27
2020. 5. 8. 13:51, 원준오빠 : 안되겠어
2020. 5. 8. 13:51, (알 수 없음) : 뭐야
2020. 5. 8. 13:51, (알 수 없음) : 다시
2020. 5. 8. 13:51, 원준오빠 : 500원 날렸다
2020. 5. 8. 13:51, 원준오빠 : 아니 못해
2020. 5. 8. 13:51, (알 수 없음) : Zzzzzzzz
2020. 5. 8. 13:51, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:52, (알 수 없음) : 샹들리에연숩하자
2020. 5. 8. 13:52, (알 수 없음) : 어떰
2020. 5. 8. 13:52, 원준오빠 : 객기 넘쳤다
2020. 5. 8. 13:52, (알 수 없음) : 썅재밋겟다
2020. 5. 8. 13:52, 원준오빠 : 오 그라면
2020. 5. 8. 13:52, 원준오빠 : 내ㅜ성대와 바꾸는거?
2020. 5. 8. 13:52, (알 수 없음) : 쭌코에서세시간내내
2020. 5. 8. 13:52, (알 수 없음) : 샹들리에랑
2020. 5. 8. 13:52, (알 수 없음) : 부르면됨
2020. 5. 8. 13:52, 원준오빠 : 시바
2020. 5. 8. 13:52, 원준오빠 : 스트랩실 사들고감
2020. 5. 8. 13:52, (알 수 없음) : 목이랑바꿔야지
2020. 5. 8. 13:52, (알 수 없음) : 그정도읜력업이
2020. 5. 8. 13:53, (알 수 없음) : 노력업이샹들리에는안돼
2020. 5. 8. 13:53, 원준오빠 : ㅇㅋ
2020. 5. 8. 13:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:53, 정우 : 노오오력이필요해
2020. 5. 8. 13:53, 원준오빠 : 넌 야생화
2020. 5. 8. 13:53, 원준오빠 : 연습해
2020. 5. 8. 13:54, (알 수 없음) : 아니저오?
2020. 5. 8. 13:54, (알 수 없음) : 아지금코노가야겟다
2020. 5. 8. 13:54, (알 수 없음) : 근무지이탈때림
2020. 5. 8. 13:55, 정우 : ;;;;;;;
2020. 5. 8. 13:55, 정우 : 스레기야
2020. 5. 8. 13:55, 정우 : 아 두시간
2020. 5. 8. 13:55, 정우 : 잘쉬었다
2020. 5. 8. 13:56, (알 수 없음) : 난오늘날리기들어가야겟다
2020. 5. 8. 13:56, 정우 : 난이미
2020. 5. 8. 13:56, 정우 : 날렸어
2020. 5. 8. 13:57, (알 수 없음) : ㅋㅋㅌㅌㅌㅌㅋ
2020. 5. 8. 13:57, (알 수 없음) : 아이아직두시임
2020. 5. 8. 13:57, (알 수 없음) : 오늘또달리냐
2020. 5. 8. 13:57, 정우 : ㄴㄴ;;;;
2020. 5. 8. 13:57, 정우 : 오늘은
2020. 5. 8. 13:57, 정우 : 쉬자
2020. 5. 8. 13:58, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:58, 원준오빠 : 샹들리에ㅜ가자ㅠ!
2020. 5. 8. 13:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 13:59, (알 수 없음) : 샹들리에가자 ㅠ
2020. 5. 8. 13:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:00, (알 수 없음) : 사진
2020. 5. 8. 14:00, (알 수 없음) : 석대님한테
2020. 5. 8. 14:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:00, (알 수 없음) : 농락당하는중
2020. 5. 8. 14:00, 정우 : ㅅㅂ
2020. 5. 8. 14:00, 정우 : 똑같네
2020. 5. 8. 14:00, 정우 : 오짱구
2020. 5. 8. 14:00, 정우 : ㅎㅇ
2020. 5. 8. 14:00, (알 수 없음) : ㅎㅇ;;
2020. 5. 8. 14:00, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:00, 이석준 : 오구오구
2020. 5. 8. 14:00, (알 수 없음) : 쨥
2020. 5. 8. 14:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:00, 정우 : 진짜개웃기다
2020. 5. 8. 14:00, 이석준 : 프사 ㄱ
2020. 5. 8. 14:00, 정우 : ㄱ
2020. 5. 8. 14:00, (알 수 없음) : 쨥
2020. 5. 8. 14:00, 정우 : 배경에
2020. 5. 8. 14:00, 정우 : 올려라
2020. 5. 8. 14:00, 이석준 : 저 프사한다음에
2020. 5. 8. 14:00, (알 수 없음) : 아니
2020. 5. 8. 14:01, 이석준 : 교수님한테 카톡 ㄱ
2020. 5. 8. 14:01, (알 수 없음) : ㅜ
2020. 5. 8. 14:01, (알 수 없음) : 안댐
2020. 5. 8. 14:01, 정우 : 배경ㄱ
2020. 5. 8. 14:01, (알 수 없음) : 안댐
2020. 5. 8. 14:01, (알 수 없음) : ㅠ
2020. 5. 8. 14:01, (알 수 없음) : 쨥
2020. 5. 8. 14:01, (알 수 없음) : 쨥슬랭구네
2020. 5. 8. 14:01, (알 수 없음) : 밤편지존나
2020. 5. 8. 14:01, (알 수 없음) : 좋아근데
2020. 5. 8. 14:01, (알 수 없음) : 개어렵네
2020. 5. 8. 14:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:02, 정우 : 아
2020. 5. 8. 14:02, 정우 : 갑자기
2020. 5. 8. 14:02, 정우 : 핵피곤
2020. 5. 8. 14:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 8. 14:02, 정우 : 다음쉬는시간은
