Talk_2021.8.24 13:11-81.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 3월 21일 일요일
2021. 3. 21. 19:27, abyss오재 : 미텻음어제꺼보고잇음?
2021. 3. 25. 20:35, 정우 : 뭐하냐 시발 진짜?
2021. 3. 25. 20:35, 정우 : 와씨
2021. 3. 25. 20:35, 정우 : 안먹힌거 개뽀록
2021. 3. 25. 20:35, 정우 : 진짜이거 안정환한테
2021. 3. 25. 20:36, 정우 : 단체로 쳐맞아도 무죄
2021. 3. 25. 20:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 20:39, 이석준 : 후
2021. 3. 25. 20:40, 경민 : 내려욧
2021. 3. 25. 20:41, 경민 : ㅇ야오재훈
2021. 3. 25. 20:41, 경민 : 산책좀하다드가기가능;;너무배불러
2021. 3. 25. 20:41, 경민 : 또먹으려면배를꺼뜨려애해
2021. 3. 25. 20:43, 정우 : 어휴 간만에 기회였는데
2021. 3. 25. 20:43, abyss오재 : ㅇㅋㅇㅋ
2021. 3. 25. 20:43, abyss오재 : 이석준끝낫냐
2021. 3. 25. 20:43, abyss오재 : 산책하면서
2021. 3. 25. 20:43, abyss오재 : 우성이
2021. 3. 25. 20:43, abyss오재 : 케잌좀사와주기가능
2021. 3. 25. 20:43, 경민 : ㅅㅂ
2021. 3. 25. 20:43, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 20:44, 경민 : 대놓고
2021. 3. 25. 20:44, 경민 : 말하누
2021. 3. 25. 20:44, abyss오재 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 3. 25. 20:44, abyss오재 : 그냥카페같은데서
2021. 3. 25. 20:44, 경민 : 사감
2021. 3. 25. 20:44, abyss오재 : 조각케잌으로사자
2021. 3. 25. 20:44, abyss오재 : 어떻누?
2021. 3. 25. 20:44, abyss오재 : 두세조각이면
2021. 3. 25. 20:44, abyss오재 : 케이크는
2021. 3. 25. 20:44, 경민 : 니지금머하는데
2021. 3. 25. 20:44, 경민 : 나와ㅏㄹ
2021. 3. 25. 20:44, abyss오재 : 충분띄아니겟누
2021. 3. 25. 20:44, 경민 : 같이가
2021. 3. 25. 20:44, abyss오재 : 누워잇는데
2021. 3. 25. 20:44, 경민 : ;
2021. 3. 25. 20:44, abyss오재 : ㅇㅋ
2021. 3. 25. 20:44, abyss오재 : 반바진데
2021. 3. 25. 20:44, abyss오재 : ㄱㅊ?
2021. 3. 25. 20:44, 경민 : ㄱㅊㄱㅊ
2021. 3. 25. 20:44, 경민 : 니뭐
2021. 3. 25. 20:44, abyss오재 : 어딘데니
2021. 3. 25. 20:44, 경민 : 니ekfl
2021. 3. 25. 20:44, 경민 : Skghlrl
2021. 3. 25. 20:44, 경민 : Dur
2021. 3. 25. 20:44, abyss오재 : 니대리
2021. 3. 25. 20:44, abyss오재 : 나회기
2021. 3. 25. 20:44, abyss오재 : 역
2021. 3. 25. 20:44, abyss오재 : 니다리
2021. 3. 25. 20:44, abyss오재 : ㅅㅂ
2021. 3. 25. 20:44, abyss오재 : 그래내다리지
2021. 3. 25. 20:45, abyss오재 : 똥마렵네
2021. 3. 25. 20:45, 경민 : ㅇㅇ;;
2021. 3. 25. 20:45, abyss오재 : 💩
2021. 3. 25. 20:45, 경민 : 똥싸그럼
2021. 3. 25. 20:45, abyss오재 : 어디로나감
2021. 3. 25. 20:45, 경민 : 혼자감
2021. 3. 25. 20:45, 경민 : 몰라
2021. 3. 25. 20:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 3. 25. 20:45, abyss오재 : 경희대그
2021. 3. 25. 20:45, abyss오재 : 사거리
2021. 3. 25. 20:45, abyss오재 : 잇잖아
2021. 3. 25. 20:45, abyss오재 : 기다려봐
2021. 3. 25. 20:45, abyss오재 : 나똥싸고내려감
2021. 3. 25. 20:45, abyss오재 : 조금기다리고잇기 ㄱㄴ?
2021. 3. 25. 20:45, 경민 : 올영
2021. 3. 25. 20:45, 경민 : 잇는대?
2021. 3. 25. 20:45, abyss오재 : ㅇㅇㅇㅇㅇ
2021. 3. 25. 20:45, abyss오재 : 거기
2021. 3. 25. 20:45, 경민 : ㅇㅌ
2021. 3. 25. 20:45, 경민 : ㅅㅈ이제
2021. 3. 25. 20:45, 경민 : 척하면
2021. 3. 25. 20:45, abyss오재 : 우리집앞쪽으로신호등
2021. 3. 25. 20:45, 경민 : 척이야
2021. 3. 25. 20:45, abyss오재 : 건너와잇으셈
2021. 3. 25. 20:45, 경민 : 킹받게ㅠ
2021. 3. 25. 20:45, abyss오재 : 휘기마스터누
2021. 3. 25. 20:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 20:46, abyss오재 : 케잌이랑술사오자
2021. 3. 25. 20:46, abyss오재 : ㄱㄷㄱㄷ
2021. 3. 25. 20:46, abyss오재 : 기달기달
2021. 3. 25. 20:46, 경민 : ㅇㅇ
2021. 3. 25. 20:47, 정우 : 개이득
2021. 3. 25. 20:47, abyss오재 : 흠
2021. 3. 25. 20:47, abyss오재 : 똥못싸겟다
2021. 3. 25. 20:48, 정우 : 왜못싸
2021. 3. 25. 20:48, 경민 : 나벌써사거리
2021. 3. 25. 20:48, 경민 : 윔마,,,
2021. 3. 25. 20:48, abyss오재 : ㅈㅅㅈㅅ
2021. 3. 25. 20:48, 정우 : 저새끼 왜 코너킥 저따구로차지
2021. 3. 25. 20:48, 경민 : 여기사주타로보는곳잇누
2021. 3. 25. 20:48, 정우 : 존나이해할수없네
2021. 3. 25. 20:48, abyss오재 : 그렇누
2021. 3. 25. 20:48, abyss오재 : 거기이자카야처럼생겻는ㄷ
2021. 3. 25. 20:48, abyss오재 : 사주보는데더라고
2021. 3. 25. 20:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 20:48, 정우 : ㅅㅂ
2021. 3. 25. 20:49, 경민 : 니
2021. 3. 25. 20:49, 경민 : 나올거냐
2021. 3. 25. 20:49, 경민 : 똥살걸냐
2021. 3. 25. 20:49, 경민 : 똥싸명걍혼자다녀오게
2021. 3. 25. 20:49, 경민 : ;
2021. 3. 25. 20:49, abyss오재 : 나감이제
2021. 3. 25. 20:49, 경민 : ㅇㅋㅇㅋ
2021. 3. 25. 20:49, abyss오재 : ㅇㅅㅈ출발햇냐
2021. 3. 25. 20:52, abyss오재 : ㅏ내일
2021. 3. 25. 20:52, abyss오재 : 내일오전반차해야겟다
2021. 3. 25. 20:52, abyss오재 : 병원갓다출근해야겟어;;
2021. 3. 25. 20:52, abyss오재 : 아점쌔리고
2021. 3. 25. 20:52, 경민 : 얌마
2021. 3. 25. 20:52, abyss오재 : 왓지왓지
2021. 3. 25. 20:59, 이석준 : 나 가는거임?
2021. 3. 25. 21:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅈ
2021. 3. 25. 21:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:06, abyss오재 : ㅇㅇ
2021. 3. 25. 21:06, abyss오재 : 대기중
2021. 3. 25. 21:07, 정우 : 축구
2021. 3. 25. 21:07, 정우 : 왜할까?
2021. 3. 25. 21:07, 재환오빠 : 개발리네
2021. 3. 25. 21:08, 원준오빠 : 우리가 개못하는것도 맞는데
2021. 3. 25. 21:09, 원준오빠 : 일본이 잘하는거임??
2021. 3. 25. 21:09, 정우 : 그게
2021. 3. 25. 21:09, 정우 : 우리가 적당히못해야 판별이되는데
2021. 3. 25. 21:09, 정우 : 너무못해서 잘모르겠음
2021. 3. 25. 21:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:09, 원준오빠 : ㅇㅈㅇㅈ
2021. 3. 25. 21:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:09, 원준오빠 : 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:10, 정우 : 근데 잘하긴하네
2021. 3. 25. 21:10, 정우 : 잘하긴하는데
2021. 3. 25. 21:10, 정우 : 하
2021. 3. 25. 21:10, 정우 : 진짜이게뭔지
2021. 3. 25. 21:10, 정우 : 모르겠넵
2021. 3. 25. 21:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:11, 정우 : 해설진짜 안쓰럽다
2021. 3. 25. 21:11, 정우 : 커버쳐주느라고 너무노력하는데
2021. 3. 25. 21:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:13, 정우 : 아니
2021. 3. 25. 21:13, 정우 : 와우
2021. 3. 25. 21:13, 원준오빠 : 안정환 답답해하는거 개느껴져
2021. 3. 25. 21:13, 원준오빠 : 와 방금 날린거 뭐냠 ㅎㅋ
2021. 3. 25. 21:13, 원준오빠 : 날려버릴꼬얌
2021. 3. 25. 21:14, 정우 : 진짜 월드컵같은소리하고있네
2021. 3. 25. 21:14, 정우 : ㅅㅂ
2021. 3. 25. 21:17, 정우 : 아이거 먹혔어야하는데
2021. 3. 25. 21:17, 정우 : 무슨
2021. 3. 25. 21:17, 정우 : ㅇ기고있는애들도 저렇게 열심히뛰는데
2021. 3. 25. 21:18, 정우 : 역대급 쓰레기같은 축구였다
2021. 3. 25. 21:18, 정우 : 이모티콘 
2021. 3. 25. 21:34, 원준오빠 : ㄹㅇ
2021. 3. 25. 21:34, 원준오빠 : 진짜
2021. 3. 25. 21:35, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 21:38, 경민 : 미몽피부과의원 서울 동대문구 이문로 30 3층 (휘경1동)
2021. 3. 25. 21:38, 경민 : 가라누
2021. 3. 25. 21:44, 정우 : 샵검색 : #황교익 조선구마사
2021. 3. 25. 21:44, 정우 : 이 씨발새끼진짜
2021. 3. 25. 21:44, 정우 : 존나맘에안들어 씨발
2021. 3. 25. 21:44, abyss오재 : 아니한국말왜해쟤
2021. 3. 25. 21:45, 정우 : ㄹㅇ일본보내
2021. 3. 25. 21:45, 정우 : 시발
2021. 3. 25. 21:45, 정우 : 꺼지세요 진짜
2021. 3. 25. 21:45, abyss오재 : 쟤가저러는거보니 잘못됐다는거알겠네
2021. 3. 25. 21:45, 정우 : ㅇㅇ
2021. 3. 25. 21:46, 정우 : 아주 올바른방향으러 일이진행되고있다
2021. 3. 25. 21:46, 정우 : 교익이 시발 진짜
2021. 3. 25. 21:46, 정우 : 뒤졌으면
2021. 3. 25. 21:46, 부그뷰 : ㅌㄱㄸ
2021. 3. 25. 21:47, 정우 : 왜케늦게함
2021. 3. 25. 21:47, 정우 : ㅠ
2021. 3. 25. 21:53, 부그뷰 : tcp 패킷보내고 받는거 성공시키고 퇴근
2021. 3. 25. 21:53, 부그뷰 : 뚫는건쉬운데 데이터직접보내는게 헬이었음
2021. 3. 25. 21:53, 부그뷰 : 소켓통신 마스터함
2021. 3. 25. 21:54, abyss오재 : ㅌㅌㄱㄸ
2021. 3. 25. 21:57, 정우 : ㅊㅋㅊㅋ
2021. 3. 25. 21:57, abyss오재 : ㅊㅊㅋㄸ
2021. 3. 25. 22:08, 경민 : 학겨에
2021. 3. 25. 22:08, 경민 : 코로나확진자나왔대
2021. 3. 25. 22:08, 경민 : 곤플 스벅 조지게갔다는데
2021. 3. 25. 22:09, 부그뷰 : 방심 ㄴㄴ친구들
2021. 3. 25. 22:10, 경민 : 조심해야겟뉴...
2021. 3. 25. 22:16, 양우성 : ㅜㅜ 학교난리낫겟누
2021. 3. 25. 22:16, 양우성 : 11시즘도착각
2021. 3. 25. 22:18, abyss오재 : 어케어케
2021. 3. 25. 22:40, abyss오재 : 어푸푸
2021. 3. 25. 22:41, abyss오재 : 이거 놀토나오면개조지겟다
2021. 3. 25. 22:49, 양우성 : 경의선개오래기다려서 ㅠ
2021. 3. 25. 22:50, 양우성 : 이제왕십리에서탐
2021. 3. 25. 22:50, 양우성 : 다들죽엇누?
2021. 3. 25. 22:52, 이석준 : 아직 덜뒤졌누
2021. 3. 25. 22:53, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 22:53, abyss오재 : 우리안달림아직
2021. 3. 25. 22:53, 경민 : ㅇㅇ
2021. 3. 25. 22:53, 경민 : 멀쩡
2021. 3. 25. 22:54, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 22:56, 양우성 : 회기역도착!
2021. 3. 25. 22:58, abyss오재 : 이모티콘 
2021. 3. 25. 23:13, 경민 : 사진 3장
2021. 3. 25. 23:13, 경민 : 동영상
2021. 3. 25. 23:14, 경민 : 사진
2021. 3. 25. 23:14, 원준오빠 : 이야
2021. 3. 25. 23:15, 원준오빠 : 우성이 샹축생축이당
2021. 3. 25. 23:15, 원준오빠 : 이모티콘 
2021. 3. 25. 23:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 25. 23:31, 정우 : 아 잘노네
2021. 3. 25. 23:31, 정우 : 부럽구만

2021년 3월 26일 금요일
2021. 3. 26. 00:02, abyss오재 : 사진
2021. 3. 26. 00:10, 양우성 : 이모티콘 
2021. 3. 26. 00:10, 양우성 : 다들고맙다누
2021. 3. 26. 04:41, abyss오재 : ㅇㅅㅈ
2021. 3. 26. 04:41, abyss오재 : 튀튀하누
2021. 3. 26. 04:51, 이석준 : 바위바위
2021. 3. 26. 07:10, 부그뷰 : 우축우축
2021. 3. 26. 07:39, 원준오빠 : ㅊㅋㅊㅋㅊㅋㅌㅋ
2021. 3. 26. 07:40, 원준오빠 : 기름칠 잘해서 만수무강 봇이 되길
2021. 3. 26. 08:17, 양우성 : 감사하다눙
2021. 3. 26. 08:17, 양우성 : 봇학습시켜야겠눙
2021. 3. 26. 08:20, 정우 : ㅊㅋㅊㅋ
2021. 3. 26. 08:20, 정우 : ㅎㅇㅎㅇ
2021. 3. 26. 08:23, 양우성 : ㅎㅇㅎㅇㅎ
2021. 3. 26. 08:23, 양우성 : 요거 연락주구 오라눙
2021. 3. 26. 08:23, 양우성 : 고기먹고시픈분은
2021. 3. 26. 08:30, 원준오빠 : 몇시누??
2021. 3. 26. 08:33, 양우성 : 편할때오라누
2021. 3. 26. 08:33, 양우성 : 행당역이랑 왕십리역 중간임
2021. 3. 26. 08:38, abyss오재 : 최거애
2021. 3. 26. 08:38, abyss오재 : 나왜간줄도몰랏누
2021. 3. 26. 08:38, abyss오재 : ㅎ
2021. 3. 26. 08:39, abyss오재 : 헤헿헤헤ㅔㅎㅎ
2021. 3. 26. 08:40, 원준오빠 : 와 마싯겠다
2021. 3. 26. 08:40, 원준오빠 : 오 오늘 누구누구오냡
2021. 3. 26. 08:40, 원준오빠 : 부경보와라
2021. 3. 26. 08:41, 양우성 : 어재인사햇눈뎈ㅋㅋㅋㅋ
2021. 3. 26. 08:41, 양우성 : 기억목하누
2021. 3. 26. 08:42, abyss오재 : 우성이가재워줌
2021. 3. 26. 08:42, abyss오재 : 기억항다ㅡㅡ구라인
2021. 3. 26. 08:42, abyss오재 : 집조산히
2021. 3. 26. 08:42, abyss오재 : 가하구
2021. 3. 26. 08:42, 양우성 : 웅융 어제고맙다누 ㅠㅠ
2021. 3. 26. 08:42, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 08:42, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 08:42, 원준오빠 : 밀당 ㅡㅡ
2021. 3. 26. 08:42, 경민 : 힘이드누
2021. 3. 26. 08:43, 경민 : 피곤따리해버리누
2021. 3. 26. 08:43, 양우성 : 삐도 출근인데 와줘서 고맙다눙 ㅠㅠ
2021. 3. 26. 08:43, 경민 : 어제왜케늦게잣누
2021. 3. 26. 08:43, 경민 : 행하보내라누
2021. 3. 26. 08:43, 양우성 : 융융ㅎㅎㅎ
2021. 3. 26. 08:43, 원준오빠 : 어제 화끈했누
2021. 3. 26. 08:43, 원준오빠 : 어제 축구보다가
2021. 3. 26. 08:43, 원준오빠 : 폭소하고
2021. 3. 26. 08:43, 원준오빠 : 지쳐서
2021. 3. 26. 08:43, 원준오빠 : 잠듬
2021. 3. 26. 08:43, 원준오빠 : 11시에 ㅎ
2021. 3. 26. 08:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 08:43, 경민 : 개웃
2021. 3. 26. 08:43, 양우성 : 축구보면 지칠만;;
2021. 3. 26. 08:44, 원준오빠 : 사진
2021. 3. 26. 08:44, 원준오빠 : 구냥 먹고싶어서 올림
2021. 3. 26. 08:44, 원준오빠 : 페퍼로니 존맛
2021. 3. 26. 08:44, 원준오빠 : 저여자는 회사동기
2021. 3. 26. 08:44, 양우성 : 동기랑 썸 ㄱㄱ
2021. 3. 26. 08:45, 양우성 : 피자치즈 쫙늘어나누
2021. 3. 26. 08:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 08:46, 경민 : 사진보자마자딱
2021. 3. 26. 08:46, 경민 : 각인가햇난데
2021. 3. 26. 08:47, 경민 : 왼손에 커플링이잇군
2021. 3. 26. 08:49, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 08:49, 양우성 : 그렇다면 넌즌 왼손?
2021. 3. 26. 08:54, 원준오빠 : 후후
2021. 3. 26. 08:54, 원준오빠 : 비밀
2021. 3. 26. 09:21, 정우 : ㅎ거리두기 또연장
2021. 3. 26. 09:21, 정우 : 뭐 그럴줄알았지만
2021. 3. 26. 09:22, 부그뷰 : 나 가면 10시될듯 ㅋㅋㅋㅋ
2021. 3. 26. 09:22, 부그뷰 : 오산러는 불금 힘들다
2021. 3. 26. 09:41, 양우성 : 10시면 식당문닫믄데 ㅠㅠ
2021. 3. 26. 09:44, 양우성 : 뿌는 다음에따로보자구럼
2021. 3. 26. 09:45, 재환오빠 : 이모티콘 우성이 생일축하 !!
2021. 3. 26. 09:46, 양우성 : 횽아 고마웅 ㅎㅎㅎㅎ
2021. 3. 26. 09:46, 양우성 : 쉬면서 아이유앨범 들어야지
2021. 3. 26. 09:48, Sekwang Ludan : 우성쓰 생축!!!
2021. 3. 26. 09:48, 양우성 : 광아 오늘뭐함
2021. 3. 26. 09:49, 양우성 : 담주에는뭐함
2021. 3. 26. 09:49, 양우성 : 광못본지오래댐
2021. 3. 26. 09:51, Sekwang Ludan : ㅠㅠ 오늘 네트워킹디너랜다~
2021. 3. 26. 09:54, 양우성 : 한턱미뤄야하나
2021. 3. 26. 09:54, 양우성 : 넌준과디너도 좋긴함
2021. 3. 26. 09:54, 양우성 : 이모티콘 
2021. 3. 26. 10:01, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 10:01, 원준오빠 : 오 독대 개꿀
2021. 3. 26. 10:01, 원준오빠 : 정우는 바쁨??
2021. 3. 26. 10:01, 양우성 : 독대면 먹고 더블로가
2021. 3. 26. 10:01, 원준오빠 : 어디가
2021. 3. 26. 10:01, 원준오빠 : 어딜로가
2021. 3. 26. 10:02, 양우성 : 샵검색 : #푸줏간생고기
2021. 3. 26. 10:02, 양우성 : 샵검색 : #푸줏간생고기
2021. 3. 26. 10:02, 양우성 : 여기당
2021. 3. 26. 10:06, 원준오빠 : ㅋㅋㅋㅋㅋ아니
2021. 3. 26. 10:06, 원준오빠 : 더블로어디가냐고
2021. 3. 26. 10:06, 원준오빠 : 드립이었움
2021. 3. 26. 10:06, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅌ개윳
2021. 3. 26. 10:07, 원준오빠 : 일단 두고봅시다리 ㅎㅎ
2021. 3. 26. 10:09, 정우 : 나 면접보고 간단하게 근처집들도 구경할거같아서
2021. 3. 26. 10:09, 정우 : 바쁠듯
2021. 3. 26. 10:09, 정우 : ㅠ
2021. 3. 26. 10:14, 빠충 : 엥
2021. 3. 26. 10:14, 양우성 : 생파는 어제했으니까
2021. 3. 26. 10:14, 양우성 : 넌준이랑 부담없이 밥약가자
2021. 3. 26. 10:14, 양우성 : ㅎㅎ
2021. 3. 26. 10:14, 빠충 : 우성이 생일이야?
2021. 3. 26. 10:14, 양우성 : 옹옹
2021. 3. 26. 10:14, 빠충 : 축하축하해
2021. 3. 26. 10:14, 양우성 : 빼츙고마웅 ㅠ
2021. 3. 26. 10:14, 빠충 : 아주추카해
2021. 3. 26. 10:14, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 10:14, 양우성 : 아주고마옹
2021. 3. 26. 10:14, 양우성 : 이모티콘 
2021. 3. 26. 10:27, 경민 : 츄카포카
2021. 3. 26. 10:27, 경민 : 주글거같누
2021. 3. 26. 10:27, 경민 : 자고시픈데자지도못훼
2021. 3. 26. 10:36, 양우성 : ㅜㅜ
2021. 3. 26. 10:36, 양우성 : 미아냉 나때뭉에 무리했누
2021. 3. 26. 10:39, 경민 : 노노
2021. 3. 26. 10:39, 경민 : 내가벌레누
2021. 3. 26. 10:39, 경민 : 이모티콘 
2021. 3. 26. 10:39, 경민 : 오재훈아직도잠;
2021. 3. 26. 10:39, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 10:39, 양우성 : 오재훈어제
2021. 3. 26. 10:39, 양우성 : 혼자 소주 3병::
2021. 3. 26. 10:39, 양우성 : ;;
2021. 3. 26. 10:40, 정우 : 오재훈 출근안함?
2021. 3. 26. 10:40, 정우 : 개꿀이네
2021. 3. 26. 10:40, 경민 : 뱡원간다고
2021. 3. 26. 10:40, 경민 : 반차써놓고
2021. 3. 26. 10:40, 양우성 : 갯굴빠네
2021. 3. 26. 10:40, 경민 : 계속잠
2021. 3. 26. 10:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 10:40, 경민 : 나는누어서컴키고
2021. 3. 26. 10:40, 경민 : 일하다쉬다
2021. 3. 26. 10:40, 경민 : 일하다쉬다
2021. 3. 26. 10:40, 경민 : 하는중
2021. 3. 26. 10:40, 경민 : ㅜ
2021. 3. 26. 10:40, 경민 : 자고시 ㅓ
2021. 3. 26. 10:40, 경민 : ㄹㅇ광기
2021. 3. 26. 10:41, 양우성 : 누컴 갯굴
2021. 3. 26. 10:48, 원준오빠 : 음 그럼 그냥 나중에 같이 보는거 어떰
2021. 3. 26. 10:49, 원준오빠 : ㅎㅋㅎ
2021. 3. 26. 10:49, 원준오빠 : 님들 근데 java.library.path 어딘지 어케 봄?
2021. 3. 26. 10:50, 경민 : 윈더우?
2021. 3. 26. 10:50, 양우성 : 난모름 구글링 ㄱㄱ
2021. 3. 26. 10:50, 경민 : https://macchiato.tistory.com/m/9
2021. 3. 26. 10:50, 원준오빠 : 윈도우!
2021. 3. 26. 10:50, 경민 : 여기요
2021. 3. 26. 10:51, 양우성 : ㅇㅋㅇㅋ 다음으로 미루자구럼
2021. 3. 26. 10:51, 양우성 : 담주 광생파하려고했는데
2021. 3. 26. 10:51, 양우성 : 광이가 주말바쁘다네
2021. 3. 26. 10:51, 양우성 : ㅠㅠ
2021. 3. 26. 10:52, 양우성 : 광이왜바쁨 ㅠ
2021. 3. 26. 10:52, 양우성 : 톡게시판 '공지': 광이왜바쁨 ㅠ
2021. 3. 26. 10:55, 원준오빠 : 쉬박 ㅠ 오라클 쓰시는분 없쥬,,?
2021. 3. 26. 10:56, 양우성 : 아직안써봄 ㅠ
2021. 3. 26. 10:56, 경민 : 같이찾아줌
2021. 3. 26. 10:56, 경민 : 먼뎅
2021. 3. 26. 10:57, 경민 : https://wakestand.tistory.com/311
2021. 3. 26. 10:57, 경민 : 여기요
2021. 3. 26. 10:58, 경민 : Cmd ㄱㄱ
2021. 3. 26. 11:01, 양우성 : 5년차경력 넘든든따리
2021. 3. 26. 11:01, 양우성 : ㅠ
2021. 3. 26. 11:01, 양우성 : 멋지다
2021. 3. 26. 11:01, 양우성 : 난 다시생신입인데
2021. 3. 26. 11:01, 경민 : 엥ㄴㄴ
2021. 3. 26. 11:01, 양우성 : 멋져부러
2021. 3. 26. 11:01, 경민 : 갓글이다해주는거지;;
2021. 3. 26. 11:01, 경민 : 오재훈대체언제까지자냐근데
2021. 3. 26. 11:01, 경민 : 깨워도다시자
2021. 3. 26. 11:09, 원준오빠 : no ocijdbc21 in java.library.path
2021. 3. 26. 11:09, 원준오빠 : 이 오류 뜨느데
2021. 3. 26. 11:09, 원준오빠 : 구글링해도 모르겠당 ㅎ
2021. 3. 26. 11:10, 경민 : 오빠
2021. 3. 26. 11:10, 경민 : Classpath 설정 했어?
2021. 3. 26. 11:10, 원준오빠 : 몰라...
2021. 3. 26. 11:10, 원준오빠 : 뭐야 그게 ㅠ
2021. 3. 26. 11:10, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 26. 11:11, 경민 : 이거
2021. 3. 26. 11:11, 경민 : 오빠가설치한곳
2021. 3. 26. 11:11, 경민 : 환경병수
2021. 3. 26. 11:11, 경민 : 세팅해조야해
2021. 3. 26. 11:11, 원준오빠 : 오케이 해봄
2021. 3. 26. 11:11, 경민 : Cmd켜서 echo해보셈
2021. 3. 26. 11:12, 경민 : 안나올덧
2021. 3. 26. 11:42, 양우성 : 경민어재석준
2021. 3. 26. 11:42, 양우성 : 정산부탁함
2021. 3. 26. 11:42, 양우성 : 어제정산 ㄱㄱ
2021. 3. 26. 11:42, 경민 : 오재가해야하는데
