Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 6. 29. 21:43, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:43, 경민 : ㅎ
2021. 6. 29. 21:43, 원준오빠 : 도라버리는 부분
2021. 6. 29. 21:43, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:43, abyss오재 : ㄹㅇ오반데
2021. 6. 29. 21:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:43, 원준오빠 : 아니 이부분
2021. 6. 29. 21:43, abyss오재 : 아니그게말이돼?
2021. 6. 29. 21:43, 경민 : ㅅㅂ또좆같은
2021. 6. 29. 21:43, 정우 : ㄹㅇ도라버리네
2021. 6. 29. 21:43, 원준오빠 : 나이는 중요하지 않음
2021. 6. 29. 21:43, 경민 : 슈리햇겟네
2021. 6. 29. 21:43, 부그뷰 : 울부장님은 나 점심안먹은다고 하니까
2021. 6. 29. 21:44, 원준오빠 : 남친이 있음
2021. 6. 29. 21:44, 경민 : 딸램생각난다~이지랄한거
2021. 6. 29. 21:44, 경민 : 아니겟지
2021. 6. 29. 21:44, 경민 : 엥
2021. 6. 29. 21:44, 경민 : 남침?ㅎ
2021. 6. 29. 21:44, abyss오재 : 저여자가 원준이형
2021. 6. 29. 21:44, 경민 : 도라이고
2021. 6. 29. 21:44, 부그뷰 : 한창클나인데 왜안먹냐고
2021. 6. 29. 21:44, abyss오재 : 여친
2021. 6. 29. 21:44, abyss오재 : 말하는거자나
2021. 6. 29. 21:44, 원준오빠 : 정답
2021. 6. 29. 21:44, 경민 : 설마
2021. 6. 29. 21:44, 경민 : 드라만데
2021. 6. 29. 21:44, 경민 : 헐미친
2021. 6. 29. 21:44, 부그뷰 : 머라하긴한는데
2021. 6. 29. 21:44, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:44, 부그뷰 : 아니
2021. 6. 29. 21:44, 부그뷰 : 형
2021. 6. 29. 21:44, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:44, 부그뷰 : 여친
2021. 6. 29. 21:44, abyss오재 : 근데여자는
2021. 6. 29. 21:44, 부그뷰 : 이면
2021. 6. 29. 21:44, 원준오빠 : 하 여친님
2021. 6. 29. 21:44, 부그뷰 : 가서
2021. 6. 29. 21:44, abyss오재 : 지금눈치도없이그러고
2021. 6. 29. 21:44, abyss오재 : 잇어서
2021. 6. 29. 21:44, 부그뷰 : 부장 싸다구
2021. 6. 29. 21:44, abyss오재 : 지금ㅇㄴ준이형
2021. 6. 29. 21:44, 원준오빠 : 생각 안맞는다
2021. 6. 29. 21:44, 경민 : ㅠ바보아니가
2021. 6. 29. 21:44, 부그뷰 : 때리고
2021. 6. 29. 21:44, abyss오재 : 킹받는중인거고
2021. 6. 29. 21:44, 경민 : 오재훈너눈치
2021. 6. 29. 21:44, abyss오재 : 부장싸다구보다 지금여자애가걸러야하는데
2021. 6. 29. 21:44, 경민 : 뱃단인네?
2021. 6. 29. 21:44, abyss오재 : 안거르니까
2021. 6. 29. 21:44, 경민 : 지린다
2021. 6. 29. 21:44, abyss오재 : 열받은거아니누
2021. 6. 29. 21:44, abyss오재 : 아님말고
2021. 6. 29. 21:44, 부그뷰 : 여자애어려서그런거아님?
2021. 6. 29. 21:44, abyss오재 : 아니
2021. 6. 29. 21:45, 경민 : ㄴㄴ위에
2021. 6. 29. 21:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:45, 경민 : 인정햇잔아
2021. 6. 29. 21:45, 원준오빠 : 28살임
2021. 6. 29. 21:45, 부그뷰 : 아니
2021. 6. 29. 21:45, abyss오재 : 남여
2021. 6. 29. 21:45, 부그뷰 : 그래?
2021. 6. 29. 21:45, 경민 : 정답
2021. 6. 29. 21:45, 원준오빠 : 암튼 나이 그런게
2021. 6. 29. 21:45, abyss오재 : 나이차보다중요한게
2021. 6. 29. 21:45, 원준오빠 : 중여한게 아님
2021. 6. 29. 21:45, abyss오재 : 그개아니라고
2021. 6. 29. 21:45, abyss오재 : 그래
2021. 6. 29. 21:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:45, 원준오빠 : 21살도 아는애들은 알아
2021. 6. 29. 21:45, abyss오재 : 원준이형지금
2021. 6. 29. 21:45, abyss오재 : 답답해죽는다
2021. 6. 29. 21:45, 경민 : 아니친해도 ㅎ 단둘이만나는거불편할판에
2021. 6. 29. 21:45, 원준오빠 : 그니까 애가
2021. 6. 29. 21:45, abyss오재 : 이게수작인걸왜몰라
2021. 6. 29. 21:45, 원준오빠 : 너무 다 친하고
2021. 6. 29. 21:45, abyss오재 : ㅜ
2021. 6. 29. 21:45, 원준오빠 : 발랄하고
2021. 6. 29. 21:45, 부그뷰 : ㅇㅎ
2021. 6. 29. 21:46, 원준오빠 : 짖궂은 장난도
2021. 6. 29. 21:46, 원준오빠 : 웃으면서 넘기는
2021. 6. 29. 21:46, 경민 : 아직데여본적이업나보네
2021. 6. 29. 21:46, 원준오빠 : ㄴㄴ
2021. 6. 29. 21:46, 원준오빠 : 그것도 아님
2021. 6. 29. 21:46, 경민 : 엥
2021. 6. 29. 21:46, 경민 : 그럼어째서...
2021. 6. 29. 21:46, 원준오빠 : 몰롸
2021. 6. 29. 21:46, 원준오빠 : 걍 케릭터임 ㅠ
2021. 6. 29. 21:46, 원준오빠 : ㅎㅎ
2021. 6. 29. 21:46, 경민 : 한번데이면정신차려지던데
2021. 6. 29. 21:46, 경민 : 이상
2021. 6. 29. 21:46, 경민 : 경험담
2021. 6. 29. 21:46, 원준오빠 : 소개 못해주겠당 푸헹
2021. 6. 29. 21:47, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:47, 원준오빠 : 하 그래서
2021. 6. 29. 21:47, 경민 : 그래서
2021. 6. 29. 21:47, 원준오빠 : 잘 얘기 하긴 함
2021. 6. 29. 21:47, 경민 : 먹엇다는가임
2021. 6. 29. 21:47, 경민 : 거임
2021. 6. 29. 21:47, 원준오빠 : ㄴㄴ
2021. 6. 29. 21:47, 경민 : 안먹엇다는거임
2021. 6. 29. 21:47, 원준오빠 : 안목었지
2021. 6. 29. 21:47, 경민 : 5만7천퍼오바긴한데
2021. 6. 29. 21:47, 원준오빠 : 그걸 모르시는게
2021. 6. 29. 21:48, 원준오빠 : 내가빡치는 부분인걸 모르는게
2021. 6. 29. 21:48, 원준오빠 : 빡쳐서
2021. 6. 29. 21:48, 원준오빠 : 근데 화 1도안내고 잘 얘기함
2021. 6. 29. 21:48, 원준오빠 : 납득시킴
2021. 6. 29. 21:48, abyss오재 : 훌륭하네
2021. 6. 29. 21:48, 경민 : 잘햇누
2021. 6. 29. 21:48, 부그뷰 : 훌륭하네
2021. 6. 29. 21:48, 원준오빠 : 신원준 성장함
2021. 6. 29. 21:48, 부그뷰 : 1 훌륭 드림
2021. 6. 29. 21:48, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:48, 원준오빠 : ㄱㅅㄱㅅ
2021. 6. 29. 21:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:48, abyss오재 : 와인
2021. 6. 29. 21:48, 경민 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 6. 29. 21:48, abyss오재 : 한잔해야겠다
2021. 6. 29. 21:48, abyss오재 : 시발
2021. 6. 29. 21:48, 원준오빠 : 진짜 뿌긋한건
2021. 6. 29. 21:48, 원준오빠 : 그와중에
2021. 6. 29. 21:48, 부그뷰 : 와인 노훌륭
2021. 6. 29. 21:48, abyss오재 : 재택할날며칠도안남앗는데
2021. 6. 29. 21:48, 경민 : ㅅㅂ
2021. 6. 29. 21:48, 원준오빠 : 8등아닌거
2021. 6. 29. 21:48, 원준오빠 : 6등라는중
2021. 6. 29. 21:48, abyss오재 : 재택기간응
2021. 6. 29. 21:48, 경민 : 니 핑계고
2021. 6. 29. 21:48, abyss오재 : 이딴씩으오
2021. 6. 29. 21:48, abyss오재 : 좆밥처엄
2021. 6. 29. 21:48, abyss오재 : 쓸수없음
2021. 6. 29. 21:48, abyss오재 : ㅇㅈ?
2021. 6. 29. 21:49, 경민 : 사진
2021. 6. 29. 21:49, 경민 : 부겅보ㅗㅜㄹ령하다고
2021. 6. 29. 21:49, 경민 : 해조
2021. 6. 29. 21:49, abyss오재 : 지금 2주동안에
2021. 6. 29. 21:49, 부그뷰 : 2 훌륭 드림
2021. 6. 29. 21:49, 경민 : ㄱㅅㄱㅅ
2021. 6. 29. 21:49, abyss오재 : 술 짘짜
2021. 6. 29. 21:49, 경민 : 오예
2021. 6. 29. 21:49, abyss오재 : 안먹음
2021. 6. 29. 21:49, 경민 : 1등이다
2021. 6. 29. 21:49, abyss오재 : 재택이엇으면 ㄹㅇ
2021. 6. 29. 21:49, 경민 : 지랄 ㄴ
2021. 6. 29. 21:49, 경민 : 주말에
2021. 6. 29. 21:49, abyss오재 : 맨날처먹엇어야하는데
2021. 6. 29. 21:49, 경민 : 마신건
2021. 6. 29. 21:49, 경민 : 뭐냐
2021. 6. 29. 21:49, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㄱㅋㅋㄱ
2021. 6. 29. 21:49, 부그뷰 : 지랄 ㄴ 개웃기네
2021. 6. 29. 21:49, abyss오재 : 진짜 안먹은편이다
2021. 6. 29. 21:49, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:49, 경민 : ㅎ
2021. 6. 29. 21:49, 경민 : 그건
2021. 6. 29. 21:49, abyss오재 : 라는의미인데
2021. 6. 29. 21:49, 경민 : 인정
2021. 6. 29. 21:49, 경민 : 해줌
2021. 6. 29. 21:49, abyss오재 : ㅠ
2021. 6. 29. 21:49, 경민 : 그래도
2021. 6. 29. 21:49, 경민 : 근데
2021. 6. 29. 21:49, 경민 : 이해가긴함
2021. 6. 29. 21:49, 경민 : 재택...일때
2021. 6. 29. 21:49, 경민 : 만이놀아둬야지
2021. 6. 29. 21:50, abyss오재 : ㄹㅇ담주면닷학교가야한
2021. 6. 29. 21:50, abyss오재 : ㅅㅂ
2021. 6. 29. 21:50, abyss오재 : 개같은,,,,,,,,,
2021. 6. 29. 21:50, 경민 : 다리한번
2021. 6. 29. 21:50, 경민 : 더뿌시자
2021. 6. 29. 21:50, 부그뷰 : 오재 깁스
2021. 6. 29. 21:50, 경민 : 어떰
2021. 6. 29. 21:50, 부그뷰 : 낙서자리
2021. 6. 29. 21:50, abyss오재 : 좋음나는
2021. 6. 29. 21:50, 부그뷰 : 남겨두라
2021. 6. 29. 21:50, 부그뷰 : ㅇㅋ?
2021. 6. 29. 21:50, abyss오재 : ㅇㅋㅇㅋ
2021. 6. 29. 21:50, 부그뷰 : 내가 1빠임
2021. 6. 29. 21:50, abyss오재 : 부경보아까잔화와서
2021. 6. 29. 21:50, 부그뷰 : ㅇㅋ?
2021. 6. 29. 21:50, 경민 : 이제푸는거아밈?
2021. 6. 29. 21:50, abyss오재 : 낙서할거라고
2021. 6. 29. 21:50, abyss오재 : ㅇㅋㅇㅋ
2021. 6. 29. 21:50, abyss오재 : 아님
2021. 6. 29. 21:50, abyss오재 : 내일결과를봐야함
2021. 6. 29. 21:50, 경민 : 이번에하지왜안햇음
2021. 6. 29. 21:50, abyss오재 : 다리금가잇다
2021. 6. 29. 21:50, abyss오재 : 가러면
2021. 6. 29. 21:50, abyss오재 : 이삼주
2021. 6. 29. 21:50, abyss오재 : 더해야함
2021. 6. 29. 21:50, abyss오재 : ㅎㅎ
2021. 6. 29. 21:50, 부그뷰 : 부모님본다고 하지말랬음
2021. 6. 29. 21:50, 경민 : 그럼더하는거임
2021. 6. 29. 21:50, 경민 : 오
2021. 6. 29. 21:50, 경민 : 금내자
2021. 6. 29. 21:50, abyss오재 : 근데
2021. 6. 29. 21:50, abyss오재 : 이건
2021. 6. 29. 21:50, abyss오재 : 재택목해
2021. 6. 29. 21:50, abyss오재 : 깁스하고출퇴근해야함이제
2021. 6. 29. 21:50, 경민 : 아하
2021. 6. 29. 21:51, abyss오재 : 비도오고존나
2021. 6. 29. 21:51, abyss오재 : 제발,,,,
2021. 6. 29. 21:51, 부그뷰 : 그래서생각이났어
2021. 6. 29. 21:51, abyss오재 : 이모티콘 
2021. 6. 29. 21:51, 부그뷰 : 생각이나써~~~~~
2021. 6. 29. 21:51, abyss오재 : 비
2021. 6. 29. 21:51, abyss오재 : 도오고
2021. 6. 29. 21:51, abyss오재 : 그래
2021. 6. 29. 21:51, abyss오재 : 서
2021. 6. 29. 21:51, 부그뷰 : 막걸리 ㄱ
2021. 6. 29. 21:51, abyss오재 : 막걸리는
2021. 6. 29. 21:51, 경민 : 좋네
2021. 6. 29. 21:51, abyss오재 : 부경보
2021. 6. 29. 21:51, abyss오재 : 줌오실
2021. 6. 29. 21:51, abyss오재 : 이모티콘 
2021. 6. 29. 21:51, 부그뷰 : 개푱 잣
2021. 6. 29. 21:51, 부그뷰 : ㄴ
2021. 6. 29. 21:51, abyss오재 : ㅇㅋ
2021. 6. 29. 21:51, abyss오재 : ㅅㅂ
2021. 6. 29. 21:51, abyss오재 : 시바꺼
2021. 6. 29. 21:51, 부그뷰 : 빨래널고
2021. 6. 29. 21:51, 부그뷰 : 잘거
2021. 6. 29. 21:51, abyss오재 : 존나바로거절하네
2021. 6. 29. 21:51, abyss오재 : 시바꺼
2021. 6. 29. 21:51, abyss오재 : ㅇㅋ
2021. 6. 29. 21:51, abyss오재 : ㅇㅈ
2021. 6. 29. 21:51, 부그뷰 : 욕 ㄴ
2021. 6. 29. 21:51, abyss오재 : ㅇㅋ
2021. 6. 29. 21:51, abyss오재 : 맞아
2021. 6. 29. 21:51, abyss오재 : 🙆‍♂️
2021. 6. 29. 21:51, abyss오재 : ⭕️
2021. 6. 29. 21:54, 경민 : 집간다
2021. 6. 29. 21:54, 경민 : 노늘도
2021. 6. 29. 21:54, 경민 : 1시간30분이상하엿군
2021. 6. 29. 21:54, abyss오재 : 그럼
2021. 6. 29. 21:54, 경민 : 칭찬한다김경민이상
2021. 6. 29. 21:54, abyss오재 : 니도와인먹나
2021. 6. 29. 21:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:55, abyss오재 : ,?,?
2021. 6. 29. 21:55, 경민 : 민증검사해서못살듯
2021. 6. 29. 21:55, 경민 : ,??,
2021. 6. 29. 21:55, abyss오재 : ???,?,?
2021. 6. 29. 21:55, abyss오재 : 도전해보삼
2021. 6. 29. 21:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 21:55, 경민 : 집에
2021. 6. 29. 21:55, 경민 : 맥주잇는데
2021. 6. 29. 21:55, 경민 : 와인으로가나
2021. 6. 29. 21:56, 경민 : 마트긍데4분남아서
2021. 6. 29. 21:56, 경민 : 편의점가야대는데
2021. 6. 29. 21:56, 경민 : 편의점은맨날함
2021. 6. 29. 21:57, 정우 : 또6등이네 휴
2021. 6. 29. 21:57, 정우 : 원준이형오면 한판만더하고
2021. 6. 29. 21:57, 정우 : 잘준비해야지
2021. 6. 29. 21:59, abyss오재 : 마트
2021. 6. 29. 21:59, abyss오재 : 일분털기
2021. 6. 29. 21:59, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:00, abyss오재 : 이모티콘 
2021. 6. 29. 22:00, 원준오빠 : 고고고
2021. 6. 29. 22:00, abyss오재 : 아 나도일층
2021. 6. 29. 22:00, abyss오재 : 갓다와야하나
2021. 6. 29. 22:00, abyss오재 : 배는너무부른데
2021. 6. 29. 22:00, abyss오재 : 할게업어
2021. 6. 29. 22:00, 원준오빠 : 나 도저히 나가기 싫어서
2021. 6. 29. 22:00, abyss오재 : 할게업어서술마시는거어케생각함
2021. 6. 29. 22:00, 원준오빠 : 삐마트 시킴
2021. 6. 29. 22:00, abyss오재 : ㅇㅇ
2021. 6. 29. 22:00, abyss오재 : 어미친
2021. 6. 29. 22:00, abyss오재 : 뭐삼?
2021. 6. 29. 22:00, 원준오빠 : ㅂㅅ같음 ㅠ
2021. 6. 29. 22:00, 원준오빠 : 방토 탄산수 에너지바
2021. 6. 29. 22:00, abyss오재 : ㅠ
2021. 6. 29. 22:00, 원준오빠 : ㅠ
2021. 6. 29. 22:00, abyss오재 : 비마트 할인권
2021. 6. 29. 22:00, abyss오재 : 주자나
2021. 6. 29. 22:00, abyss오재 : 요새
2021. 6. 29. 22:00, abyss오재 : 오처넌
2021. 6. 29. 22:00, abyss오재 : 나도비마트구경간
2021. 6. 29. 22:00, 원준오빠 : 아 그래? 쉬바
2021. 6. 29. 22:00, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:01, 원준오빠 : 난 그냥 샀는디
2021. 6. 29. 22:01, 경민 : 마트는이제안하노
2021. 6. 29. 22:01, 정우 : 난
2021. 6. 29. 22:01, 정우 : 비마트가안떠
2021. 6. 29. 22:01, 정우 : ㅠ
2021. 6. 29. 22:01, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:01, abyss오재 : 술응비마트에업나봄
2021. 6. 29. 22:01, abyss오재 : ㅠ
2021. 6. 29. 22:01, 경민 : 사진
2021. 6. 29. 22:01, 경민 : 젤만만한애삼
2021. 6. 29. 22:01, 경민 : ㄴ어떰
2021. 6. 29. 22:02, 경민 : 아근데병신같다
2021. 6. 29. 22:02, abyss오재 : 오
2021. 6. 29. 22:02, 경민 : ㄹㅇ술마실라고운동하는거갘네
2021. 6. 29. 22:02, abyss오재 : 쥐기네
2021. 6. 29. 22:02, abyss오재 : 니안주뭔데
2021. 6. 29. 22:02, 경민 : 안주;;머먹지
2021. 6. 29. 22:02, 경민 : 안주는양심적으로
2021. 6. 29. 22:02, abyss오재 : 이럼나도
2021. 6. 29. 22:02, abyss오재 : 준비하고
2021. 6. 29. 22:02, 경민 : 없너야라지안ㄹ겟나
2021. 6. 29. 22:02, abyss오재 : 일층갓다와야겟다
2021. 6. 29. 22:02, 경민 : 과자먹고싶긴한데
2021. 6. 29. 22:02, 경민 : 그러몀
2021. 6. 29. 22:02, 경민 : 운동
2021. 6. 29. 22:02, abyss오재 : ㅇㅇ
2021. 6. 29. 22:02, abyss오재 : 과자오바
2021. 6. 29. 22:02, 경민 : 안한거보다
2021. 6. 29. 22:02, abyss오재 : 탈락
2021. 6. 29. 22:02, 경민 : 백만배찔듯
2021. 6. 29. 22:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:03, abyss오재 : 하몽 ㄱ
2021. 6. 29. 22:03, 경민 : 하몽,,,
2021. 6. 29. 22:03, 경민 : 아
2021. 6. 29. 22:03, abyss오재 : ㅎ
2021. 6. 29. 22:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:03, 경민 : 마트에서같이살걸
2021. 6. 29. 22:03, abyss오재 : 나는
2021. 6. 29. 22:03, 경민 : ㅎ
2021. 6. 29. 22:03, abyss오재 : 닭가슴살소세지랑
2021. 6. 29. 22:03, abyss오재 : 먹어야겟다얻덤
2021. 6. 29. 22:03, 경민 : ㅈㅁ급해서
2021. 6. 29. 22:03, 경민 : 어나도닭소잇늠
2021. 6. 29. 22:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:03, abyss오재 : 굿국
2021. 6. 29. 22:03, abyss오재 : 나도그럼와인만하나사온다
2021. 6. 29. 22:03, 경민 : ㅇㅋ
2021. 6. 29. 22:03, abyss오재 : 일층갓다와봄
2021. 6. 29. 22:03, 경민 : 너근데다리
2021. 6. 29. 22:03, 경민 : 괜찮냐고;
2021. 6. 29. 22:03, abyss오재 : 내일
2021. 6. 29. 22:03, abyss오재 : 가봐야앎
2021. 6. 29. 22:03, abyss오재 : 통증은
2021. 6. 29. 22:03, abyss오재 : 딱히크게업는거같은데
2021. 6. 29. 22:03, abyss오재 : 체감적으로는
2021. 6. 29. 22:04, abyss오재 : 이게또모르니,,
2021. 6. 29. 22:04, 정우 : 조심해라
2021. 6. 29. 22:04, 정우 : 훅간다
2021. 6. 29. 22:05, abyss오재 : 넵넵
2021. 6. 29. 22:05, abyss오재 : 조심좃ㅁ
2021. 6. 29. 22:06, 경민 : ㅠ
2021. 6. 29. 22:06, abyss오재 : ㅎㅇ
2021. 6. 29. 22:06, abyss오재 : 컴터로왔따
2021. 6. 29. 22:06, 정우 : ㅎㅇㅎㅇ
2021. 6. 29. 22:07, abyss오재 : 이제와인사러
2021. 6. 29. 22:07, abyss오재 : 갔따오면되나
2021. 6. 29. 22:14, abyss오재 : 아이거우리집 밑에
2021. 6. 29. 22:15, abyss오재 : 편의점 와인사기가너무애매하게되어잇네
2021. 6. 29. 22:15, abyss오재 : 종류도압고
2021. 6. 29. 22:15, abyss오재 : 뒤에지에스좀털고옴
2021. 6. 29. 22:15, 경민 : 사진
2021. 6. 29. 22:15, 경민 : 치즈도삼ㅎ
2021. 6. 29. 22:15, abyss오재 : 굿
2021. 6. 29. 22:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:16, 경민 : 치즈
2021. 6. 29. 22:16, 경민 : 한개만먹는다
2021. 6. 29. 22:16, 경민 : 어떰
2021. 6. 29. 22:16, 경민 : 10조각내서먹을거님
2021. 6. 29. 22:16, abyss오재 : 좋음
2021. 6. 29. 22:16, abyss오재 : 아 이게
2021. 6. 29. 22:16, abyss오재 : 다리가
2021. 6. 29. 22:16, 경민 : ㅇㅇ
2021. 6. 29. 22:16, abyss오재 : 쎄한느낌이잇네좀걸으니까
2021. 6. 29. 22:16, 경민 : ;
2021. 6. 29. 22:16, abyss오재 : 머ㅓ라표현해야하지
2021. 6. 29. 22:16, 경민 : 먹지말고쉬어라갼
2021. 6. 29. 22:16, 경민 : 걍
2021. 6. 29. 22:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:16, abyss오재 : 일단 나왓으니좀사고감
2021. 6. 29. 22:16, abyss오재 : 지에스만원쿠폰도잇다
2021. 6. 29. 22:17, 경민 : ㅠ;;;
2021. 6. 29. 22:17, abyss오재 : 쓸데업는곳에서의지직이누
2021. 6. 29. 22:17, 경민 : ㄹㅇㅋㅋㅋㅋ
2021. 6. 29. 22:17, 경민 : 개웃겨
2021. 6. 29. 22:21, 정우 : 오우 원준이형 짱쎄다
2021. 6. 29. 22:21, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:21, abyss오재 : 나듀끼아주
2021. 6. 29. 22:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:21, 경민 : 나는
2021. 6. 29. 22:21, 경민 : 빠르게
2021. 6. 29. 22:21, 경민 : 샤뗴하고옴;
2021. 6. 29. 22:21, 경민 : 20뷰ㅜㄴ컷간다
2021. 6. 29. 22:21, 원준오빠 : 깔끔하게 1등하고 끗
2021. 6. 29. 22:21, 원준오빠 : 푸핫
2021. 6. 29. 22:21, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:21, abyss오재 : 귯
2021. 6. 29. 22:21, 원준오빠 : 막판꿀잼이네
2021. 6. 29. 22:22, 원준오빠 : 오재
2021. 6. 29. 22:22, 원준오빠 : 뭘 자리비움
2021. 6. 29. 22:22, 원준오빠 : 어서 들어오셈
2021. 6. 29. 22:22, 원준오빠 : 아 밖인가
2021. 6. 29. 22:22, 원준오빠 : 한판더해야
2021. 6. 29. 22:23, 원준오빠 : 지
2021. 6. 29. 22:24, abyss오재 : ㅇㅋㅇㅋ
2021. 6. 29. 22:24, abyss오재 : ㄱㄱㄱ
2021. 6. 29. 22:24, abyss오재 : ㄱㄱㄱㄱㄱㄱ
2021. 6. 29. 22:27, 원준오빠 : ㅇㅋ
2021. 6. 29. 22:27, 원준오빠 : 나갔네
2021. 6. 29. 22:27, 원준오빠 : 빠충
2021. 6. 29. 22:32, 빠충 : ㅈㅅ빠충 오늘 협곡할라고
2021. 6. 29. 22:33, abyss오재 : ㅇㅋㅇㅋ
2021. 6. 29. 22:33, 원준오빠 : 어키더키
2021. 6. 29. 22:39, 경민 : ㅎㅇ18분컷
2021. 6. 29. 22:39, 경민 : 휴
2021. 6. 29. 22:43, abyss오재 : 클로렐라
2021. 6. 29. 22:43, abyss오재 : 하쒸
2021. 6. 29. 22:49, abyss오재 : 클로렐라
2021. 6. 29. 22:49, abyss오재 : 이상해
2021. 6. 29. 22:49, abyss오재 : 1등하겟다
2021. 6. 29. 22:50, abyss오재 : 1둥햇네,,
2021. 6. 29. 22:51, 경민 : ㅈ기년
2021. 6. 29. 22:51, 경민 : 아
2021. 6. 29. 22:51, 경민 : 또나타낫네
2021. 6. 29. 22:51, 경민 : 시발놓쳣어
2021. 6. 29. 22:51, 경민 : ㅠ
2021. 6. 29. 22:52, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:52, abyss오재 : 좆기년
2021. 6. 29. 22:52, abyss오재 : 개패야해
2021. 6. 29. 22:54, abyss오재 : 와인
2021. 6. 29. 22:54, abyss오재 : 순삭하겟는데
2021. 6. 29. 22:54, abyss오재 : 오늘한병각인가;
2021. 6. 29. 22:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 29. 22:57, abyss오재 : 특히
2021. 6. 29. 22:57, abyss오재 : 그
2021. 6. 29. 22:57, abyss오재 : 개좆같은
2021. 6. 29. 22:57, abyss오재 : 롤토체스랑
2021. 6. 29. 22:57, abyss오재 : 곁들이다보니
2021. 6. 29. 22:58, abyss오재 : 근데
